1789459518	1614575	9	15
1789459518	1634548	8	15
1789459518	1639840	8	15
1789459518	1641579	8	15
1789460119	1582488	6	15
1789460119	1612731	6	15
1789460119	1614575	10	15
1789460119	1634548	9	15
1789460119	1639840	9	15
1789460119	1641579	9	15
1789460719	1582488	7	15
1789460719	1612731	6	15
1789460719	1614575	10	15
1789460719	1634548	9	15
1789460719	1639840	9	15
1789460719	1641579	9	15
1789461319	1582488	7	15
1789461319	1612731	6	15
1789461319	1614575	10	15
1789461319	1634548	9	15
1789461319	1639840	9	15
1789461319	1641579	9	15
1789461919	1582488	7	15
1789461919	1612731	6	15
1789461919	1614575	11	15
1789461919	1634548	10	15
1789461919	1639840	10	15
1789461919	1641579	10	15
1789462520	1582488	7	15
1789462520	1612731	6	15
1789462520	1614575	11	15
1789462520	1634548	10	15
1789462520	1639840	10	15
1789462520	1641579	10	15
1789463120	1582488	8	15
1789463120	1612731	7	15
1789463120	1614575	12	15
1789463120	1634548	11	15
1789463120	1639840	10	15
1789463120	1641579	10	15
1789463720	1582488	8	15
1789463720	1612731	7	15
1789463720	1614575	12	15
1789463720	1634548	11	15
1789463720	1639840	11	15
1789463720	1641579	11	15
1789464320	1582488	8	15
1789464320	1612731	7	15
1789464320	1614575	12	15
1789464320	1634548	11	15
1789464320	1639840	11	15
1789464320	1641579	11	15
1789464921	1582488	8	15
1789464921	1612731	7	15
1789464921	1614575	13	15
1789464921	1634548	12	15
1789464921	1639840	11	15
1789464921	1641579	11	15
1789465521	1582488	8	15
1789465521	1612731	7	15
1789465521	1614575	13	15
1789465521	1634548	12	15
1789465521	1639840	12	15
1789465521	1641579	12	15
1789466121	1582488	9	15
1789466121	1612731	8	15
1789466121	1614575	14	15
1789466121	1634548	12	15
1789466121	1639840	12	15
1789466121	1641579	12	15
1789466722	1582488	9	15
1789466722	1612731	8	15
1789466722	1614575	14	15
1789466722	1634548	13	15
1789466722	1639840	12	15
1789466722	1641579	13	15
1789467322	1582488	9	15
1789467322	1612731	8	15
1789467322	1614575	14	15
1789467322	1634548	13	15
1789467322	1639840	13	15
1789467322	1641579	13	15
1789467922	1582488	9	15
1789467922	1612731	8	15
1789467922	1614575	15	15
1789467922	1634548	14	15
1789467922	1639840	13	15
1789467922	1641579	13	15
1789468522	1582488	10	15
1789468522	1612731	8	15
1789468522	1614575	15	15
1789468522	1634548	14	15
1789468522	1639840	13	15
1789468522	1641579	14	15
1789469123	1582488	10	15
1789469123	1612731	9	15
1789469123	1614575	15	15
1789469123	1634548	15	15
1789469123	1639840	14	15
1789469123	1641579	14	15
1789469723	1582488	10	15
1789469723	1612731	9	15
1789469723	1614575	15	15
1789469723	1634548	15	15
1789469723	1639840	14	15
1789469723	1641579	14	15
1789470323	1582488	10	15
1789470323	1612731	9	15
1789470323	1614575	15	15
1789470323	1634548	15	15
1789470323	1639840	15	15
1789470323	1641579	15	15
1789470923	1582488	10	15
1789470923	1612731	9	15
1789470923	1614575	15	15
1789470923	1634548	15	15
1789470923	1639840	15	15
1789470923	1641579	15	15
1789471524	1582488	11	15
1789471524	1612731	10	15
1789471524	1614575	15	15
1789471524	1634548	15	15
1789471524	1639840	15	15
1789471524	1641579	15	15
1789472124	1582488	11	15
1789472124	1612731	10	15
1789472124	1614575	15	15
1789472124	1634548	15	15
1789472124	1639840	15	15
1789472124	1641579	15	15
1789472724	1582488	11	15
1789472724	1612731	10	15
1789472724	1614575	15	15
1789472724	1634548	15	15
1789472724	1639840	15	15
1789472724	1641579	15	15
1789473325	1582488	11	15
1789473325	1612731	10	15
1789473325	1614575	15	15
1789473325	1634548	15	15
1789473325	1639840	15	15
1789473325	1641579	15	15
