marker,alias,held_frac_pct,n_held_KO,predDelta,obsDelta_mean,obsDelta_sd,abs_err,sign_match_frac,sem,ci_lo,ci_hi,straddles_zero,effect_sd_units,z_vs_zero
surface_A0029_CD48,surface_A0029_CD48,25,74,0.00746917724609375,0.014853451400995255,0.05614648386836052,0.0073842741549015045,0.5675675675675675,0.006526896173464851,0.0020609699701718536,0.027645932831818654,False,0.26454820280144775,2.2757296893096113
surface_A0031_CD40,surface_A0031_CD40,25,74,0.008130759000778198,0.007588568609207869,0.008654667064547539,0.0005421903915703297,0.8108108108108109,0.0010060846103675531,0.005616679007487451,0.009560458210928286,False,0.8768180858502608,7.54267437450965
surface_A0032_CD154,surface_A0032_CD154,25,74,0.001264810562133789,-0.007564302999526262,0.09510000795125961,0.008829113561660051,0.43243243243243246,0.011055151368852368,-0.029232001526115582,0.014103395527063058,True,0.07954050859178789,-0.6842333268125582
surface_A0033_CD52,surface_A0033_CD52,25,74,-0.013051748275756836,0.010814663954079151,0.08638361096382141,0.023866412229835987,0.5675675675675675,0.010041890800708938,-0.008867080351994454,0.030496408260152756,True,0.12519346937937653,1.0769549449109381
surface_A0034_CD3,surface_A0034_CD3,25,74,-0.06907510757446289,-0.04858444631099701,0.08547054976224899,0.02049066126346588,0.7567567567567568,0.00993574959199755,-0.06805815767072074,-0.029110734951273275,False,0.5684349339760068,-4.88986219521151
surface_A0046_CD8,surface_A0046_CD8,25,74,-0.0006198287010192871,-0.00517586013302207,0.023786509409546852,0.004556031432002783,0.6351351351351351,0.0027651255528174604,-0.0105954066292757,0.00024368636323155932,True,0.21759645536493508,-1.8718354860046942
surface_A0047_NCAM,surface_A0047_NCAM,25,74,0.0010641440749168396,0.002090374706313014,0.014762619510293007,0.0010262306313961744,0.5540540540540541,0.0017161196597449998,-0.0012731580199483177,0.005453907432574345,True,0.14159917248124784,1.2180821392277652
surface_A0048_CD45,surface_A0048_CD45,25,74,-0.03459978103637695,-0.018797380849719048,0.06486231088638306,0.015802400186657906,0.6891891891891891,0.007540090484009554,-0.033575686638550956,-0.004019075060887138,False,0.2898043654757496,-2.492991415631297
surface_A0050_CD19,surface_A0050_CD19,25,74,-0.021689489483833313,-0.022814875468611717,0.01403600350022316,0.0011253859847784042,0.918918918918919,0.0016316522643009248,-0.02601285514193476,-0.019616895795288674,False,1.6254538172670718,-13.982682442687421
surface_A0052_CD33,surface_A0052_CD33,25,74,-0.00024902820587158203,0.009198996238410473,0.06821848452091217,0.009448024444282055,0.4864864864864865,0.007930237744237826,-0.006343984129135826,0.02474197660595677,True,0.13484609491127802,1.159989969417315
surface_A0053_CD11c,surface_A0053_CD11c,25,74,-0.023115098476409912,-0.014596929773688316,0.04699433594942093,0.008518168702721596,0.6486486486486487,0.005462980588453964,-0.025304174975299513,-0.0038896845720771175,False,0.31061040610082674,-2.671971744607513
surface_A0054_CD34,surface_A0054_CD34,25,74,0.01559358835220337,0.02355516515672207,0.03304288163781166,0.0079615768045187,0.7432432432432432,0.0038411569676871093,0.01602663584109025,0.031083694472353887,False,0.7128665536775521,6.1323099667300065
surface_A0058_HLAABC,surface_A0058_HLAABC,25,74,-0.04784536361694336,-0.04672851040959358,0.0659794956445694,0.0011168532073497772,0.8378378378378378,0.007669960574189301,-0.061761356897846766,-0.0316956639213404,False,0.7082277600501738,-6.092405555100613
surface_A0060_Thy1,surface_A0060_Thy1,25,74,0.015122085809707642,0.00774113554507494,0.027174854651093483,0.007380950264632702,0.6621621621621622,0.0031590126863961124,0.001549584453033435,0.013932686637116444,False,0.28486391719351645,2.4504920725425254
surface_A0061_ckit,surface_A0061_ckit,25,74,-0.0022486262023448944,-0.0034830537624657154,0.008732684887945652,0.001234427560120821,0.6486486486486487,0.0010151539981175161,-0.005472719037537889,-0.0014933884873935418,False,0.3988525644929228,-3.4310594933622185
surface_A0062_CD10,surface_A0062_CD10,25,74,-0.00013875216245651245,-0.000480199494631961,0.007552919909358025,0.00034144733217544854,0.4864864864864865,0.0008780091050840519,-0.0022010657186949468,0.0012406667294310246,True,0.06357799372888842,-0.5469185818818946
surface_A0063_CD45RA,surface_A0063_CD45RA,25,74,-0.03268074989318848,-0.04545266926288605,0.08938705176115036,0.01277191936969757,0.7432432432432432,0.010391033701505282,-0.06581872107997833,-0.02508661744579377,False,0.5084927667637966,-4.374220175640621
surface_A0064_CD123,surface_A0064_CD123,25,74,0.017379745841026306,0.016239436343312263,0.018914490938186646,0.0011403094977140427,0.8378378378378378,0.0021987649096055647,0.011929936310014889,0.020548936376609636,False,0.8585711556490432,7.385708345793752
surface_A0066_CD7,surface_A0066_CD7,25,74,-0.05195784568786621,-0.0361066609621048,0.0984015017747879,0.015851184725761414,0.7702702702702703,0.011438942230164836,-0.05852657575446216,-0.013686746169747434,False,0.36693201130956643,-3.156468512175054
surface_A0068_CD105,surface_A0068_CD105,25,74,0.022182226181030273,0.020458102226257324,0.0451425164937973,0.0017241239547729492,0.7162162162162162,0.005247710949357852,0.010172777764239438,0.030743426688275212,False,0.4531892285860563,3.898481151817389
surface_A0069_EPCR,surface_A0069_EPCR,25,74,-0.007928133010864258,-0.010678361169993877,0.04213087260723114,0.0027502281591296196,0.5135135135135135,0.0048976144588072775,-0.02027750911941877,-0.0010792132205689857,False,0.2534569190992995,-2.180318859274683
surface_A0071_CCR4,surface_A0071_CCR4,25,74,-0.03571796417236328,-0.028137464076280594,0.07920511066913605,0.007580500096082687,0.6351351351351351,0.009207407091729954,-0.046183650367069985,-0.010091277785491203,False,0.3552480873844035,-3.0559595981754213
surface_A0073_CD44,surface_A0073_CD44,25,74,-0.02532792091369629,-0.01967499405145645,0.06153210997581482,0.005652926862239838,0.6621621621621622,0.00715296249161348,-0.03369454291778476,-0.005655445185128142,False,0.31975165582960996,-2.7506077481217717
surface_A0081_CD14,surface_A0081_CD14,25,74,0.004034891724586487,0.004015629645437002,0.011559639126062393,1.9262079149484634e-05,0.581081081081081,0.0013437807531354198,0.0013818677661734699,0.006649391524700534,False,0.34738365113694186,2.9883071595328365
surface_A0083_CD16,surface_A0083_CD16,25,74,0.0006111934781074524,-0.0005573263624683022,0.00869612768292427,0.0011685198405757546,0.4864864864864865,0.0010109043093547068,-0.0025386624006198647,0.0014240096756832602,True,0.06408902706921715,-0.5513146568977056
surface_A0085_CD25,surface_A0085_CD25,25,74,-0.07459115982055664,-0.08684428781270981,0.10138200968503952,0.012253127992153168,0.8513513513513513,0.011785419236988863,-0.1099432850599135,-0.06374529056550611,False,0.856604520688694,-7.36879071218329
surface_A0087_CD45RO,surface_A0087_CD45RO,25,74,-0.006535768508911133,0.007050620391964912,0.08790480345487595,0.013586388900876045,0.527027027027027,0.010218725835868856,-0.012977714214227005,0.02707895499815683,True,0.08020745300436509,0.6899705995845838
surface_A0088_PD1,PD-1 (CD279),25,74,-0.01056814193725586,-0.020610777661204338,0.07710576057434082,0.010042635723948479,0.5945945945945946,0.008963362600313395,-0.03817864553819188,-0.0030429097842167956,False,0.26730528961364236,-2.2994470468575825
surface_A0089_TIGIT,surface_A0089_TIGIT,25,74,-0.049765586853027344,-0.061948712915182114,0.09347151219844818,0.01218312606215477,0.7297297297297297,0.010865842582883702,-0.08324537303931584,-0.04065205279104838,False,0.6627550090733483,-5.7012341604107295
surface_A0090_mIgG1k,surface_A0090_mIgG1k,25,74,-0.0005658157169818878,-0.0025122594088315964,0.007109140511602163,0.0019464436918497086,0.6216216216216216,0.0008264207979717788,-0.004132014408931135,-0.0008925044087320577,False,0.353384407683541,-3.0399276191950175
surface_A0091_mIgG2ak,surface_A0091_mIgG2ak,25,74,0.001190774142742157,-0.0019819040317088366,0.014309118501842022,0.0031726781744509935,0.43243243243243246,0.001663401238344632,-0.005242110550703642,0.0012783024872859683,True,0.13850636791174137,-1.191476828333475
surface_A0092_mIgG2bk,surface_A0092_mIgG2bk,25,74,-0.0038058459758758545,-0.0030740471556782722,0.015350768342614174,0.0007317988201975822,0.6486486486486487,0.00178449057273227,-0.006571584408984775,0.0004234900976282305,True,0.20025363467603305,-1.7226469013907626
surface_A0095_rIgG2bk,surface_A0095_rIgG2bk,25,74,0.007001161575317383,0.00839176494628191,0.016626324504613876,0.0013906033709645271,0.6756756756756757,0.001932770964649864,0.004603603465203439,0.01217992642736038,False,0.5047276049467914,4.341831029007693
surface_A0100_CD20,surface_A0100_CD20,25,74,-0.0006632814183831215,-0.0013543699169531465,0.004107797052711248,0.000691088498570025,0.5945945945945946,0.0004775217078165028,-0.0022902952661095505,-0.00041844456779674215,False,0.3297071154134133,-2.8362478496445442
surface_A0101_NKp46,surface_A0101_NKp46,25,74,-0.011459410190582275,-0.008482390083372593,0.04003841057419777,0.0029770201072096825,0.6756756756756757,0.004654370688306056,-0.017604789003151364,0.0006400088364061779,True,0.21185631401759386,-1.8224569230560648
surface_A0102_CRTH2,surface_A0102_CRTH2,25,74,0.004417136311531067,0.005583927035331726,0.0215451680123806,0.0011667907238006592,0.6486486486486487,0.002504574907778111,0.0006750504195039021,0.01049280365115955,False,0.2591730559781668,2.2294909279776376
surface_A0103_B220,surface_A0103_B220,25,74,-0.023549914360046387,-0.024964550510048866,0.027466755360364914,0.0014146361500024796,0.7837837837837838,0.003192945454596562,-0.031222608605658998,-0.018706492414438735,False,0.9089006030203779,-7.818658622592476
surface_A0123_EpCAM,surface_A0123_EpCAM,25,74,-0.001334160566329956,-0.007027117069810629,0.02076207473874092,0.005692956503480673,0.6216216216216216,0.002413542163801331,-0.01175757278603011,-0.0022966613535911487,False,0.33845928974999806,-2.9115369000817095
surface_A0124_CD31,surface_A0124_CD31,25,74,-0.016726136207580566,-0.02475297637283802,0.0634213238954544,0.008026840165257454,0.7162162162162162,0.007372579148853537,-0.03920296597776192,-0.010302986767914121,False,0.3902942236532552,-3.3574378617131835
surface_A0127_Podoplanin,surface_A0127_Podoplanin,25,74,0.012138992547988892,0.005190685391426086,0.021398842334747314,0.006948307156562805,0.6216216216216216,0.0024875648932656523,0.0003151477914191845,0.010066222991432987,False,0.24256851423207515,2.0866532589675693
surface_A0128_PDGFRa,surface_A0128_PDGFRa,25,74,-0.018459126353263855,-0.018579352647066116,0.017817094922065735,0.00012022629380226135,0.8648648648648649,0.0020711952139646347,-0.022638820671388532,-0.0145198846227437,False,1.042782379974659,-8.970353215282852
surface_A0129_PDGFRb,surface_A0129_PDGFRb,25,74,-0.009210214018821716,-0.012121411971747875,0.01585857756435871,0.002911197952926159,0.7837837837837838,0.0018435221956924089,-0.015734649080005197,-0.008508174863490552,False,0.7643442119922589,-6.575137527538795
surface_A0132_EGFR,surface_A0132_EGFR,25,74,-0.012630462646484375,-0.014609253033995628,0.045990217477083206,0.0019787903875112534,0.6081081081081081,0.005346254187025653,-0.025087718692762374,-0.004130787375228883,False,0.31766001196396554,-2.7326147472466835
surface_A0134_CD146,surface_A0134_CD146,25,74,-0.10887479782104492,-0.11778295040130615,0.1043996810913086,0.00890815258026123,0.8783783783783784,0.012136216412472383,-0.14156949747833592,-0.09399640332427639,False,1.1281926263576656,-9.705079935807726
surface_A0136_IgM,surface_A0136_IgM,25,74,0.07731056213378906,0.08662819862365723,0.04930412024259567,0.009317636489868164,0.9594594594594594,0.005731487558543089,0.07539468943107337,0.09786170781624108,False,1.7570174297282337,15.114435430385479
surface_A0138_CD5,surface_A0138_CD5,25,74,-0.02206134796142578,-0.014274822548031807,0.05902215838432312,0.007786525413393974,0.5540540540540541,0.006861186545741279,-0.027722501068895494,-0.0008271440271681203,False,0.24185531228934765,-2.0805180638751404
surface_A0140_CXCR3,surface_A0140_CXCR3,25,74,-0.05780816078186035,-0.04923415929079056,0.08429324626922607,0.008574001491069794,0.7432432432432432,0.009798890840848786,-0.06843963242729359,-0.03002868615428753,False,0.5840818982524469,-5.024462471359245
surface_A0141_CCR5,surface_A0141_CCR5,25,74,0.008653849363327026,0.005058602895587683,0.02102513238787651,0.0035952464677393436,0.5945945945945946,0.0024441219943668433,0.000268211812806461,0.009848993978368904,False,0.24059790931469088,2.0697014744953957
surface_A0142_CD32,surface_A0142_CD32,25,74,0.0016700644046068192,0.0005147886113263667,0.0069028777070343494,0.0011552757932804525,0.5405405405405406,0.0008024432339800927,-0.0010579712269124628,0.002087548449565196,True,0.07457594255244786,0.6415265149324416
surface_A0144_CXCR5,surface_A0144_CXCR5,25,74,0.010302536189556122,0.011557187885046005,0.013707203790545464,0.0012546516954898834,0.7972972972972973,0.0015934300744312394,0.008434122327277797,0.014680253442814213,False,0.8431470095321388,7.2530248239297475
surface_A0145_ITGAE,surface_A0145_ITGAE,25,74,0.0053899288177490234,-0.013571275398135185,0.07626598328351974,0.01896120421588421,0.4189189189189189,0.008865740473184764,-0.03094780742185642,0.003805256625586048,True,0.17794663903674854,-1.5307548691711355
surface_A0148_CCR7,surface_A0148_CCR7,25,74,0.02647578716278076,0.025820327922701836,0.045879561454057693,0.0006554592400789261,0.7297297297297297,0.005333390685636155,0.015367074263373586,0.03627358158203008,False,0.5627849766732727,4.841259424748488
surface_A0149_CD161,surface_A0149_CD161,25,74,-0.020607352256774902,-0.025657644495368004,0.053093403577804565,0.0050502922385931015,0.6486486486486487,0.0061719827987924275,-0.03775450849420189,-0.013560780496534123,False,0.4832548446017135,-4.157115360138078
surface_A0151_CTLA4,surface_A0151_CTLA4,25,74,-0.007384777069091797,0.0011353758163750172,0.04526812210679054,0.008520152885466814,0.44594594594594594,0.005262312305281286,-0.00917856677737825,0.011449318410128284,True,0.02508113355567499,0.21575606891205365
surface_A0153_KLRG1,surface_A0153_KLRG1,25,74,-0.0044771283864974976,-0.006019724998623133,0.015964120626449585,0.0015425966121256351,0.6216216216216216,0.0018557913274462653,-0.009657009163239591,-0.0023824408340066745,False,0.3770783959530828,-3.2437510131631084
surface_A0154_CD27,surface_A0154_CD27,25,74,-0.02771902084350586,-0.0284461360424757,0.0997149869799614,0.000727115198969841,0.6216216216216216,0.011591631783791195,-0.051165316860756226,-0.005726955224195175,False,0.2852744296922207,-2.4540234345825658
surface_A0155_LAMP1,surface_A0155_LAMP1,25,74,0.026509523391723633,0.025135356932878494,0.05508482828736305,0.0013741664588451385,0.7162162162162162,0.006403481219014698,0.012584764367931045,0.037685949497825943,False,0.45630271917621223,3.9252644105897865
surface_A0156_Fas,surface_A0156_Fas,25,74,0.034245967864990234,0.04415193945169449,0.05400324612855911,0.009905971586704254,0.7972972972972973,0.006277749846946297,0.03184777584772791,0.05645610305566107,False,0.8175793608144816,7.0330835933469755
surface_A0159_HLADR,surface_A0159_HLADR,25,74,-0.0048417747020721436,-0.004396294243633747,0.02516142465174198,0.00044548045843839645,0.581081081081081,0.0029249562031955305,-0.010129103058254006,0.0013365145709865129,True,0.17472358201026514,-1.5030290842750984
surface_A0160_CD1c,surface_A0160_CD1c,25,74,-0.006059914827346802,-0.007760792970657349,0.017961012199521065,0.0017008781433105469,0.6891891891891891,0.0020879252576432557,-0.011853051278049642,-0.003668534663265054,False,0.43209106950354903,-3.7169879248538518
surface_A0161_CD11b,surface_A0161_CD11b,25,74,0.010928720235824585,0.008701691403985023,0.02150835283100605,0.0022270288318395615,0.6486486486486487,0.0025002952298733942,0.0038012028027158756,0.01360218000525417,False,0.40457265474280407,3.480265570248536
surface_A0162_CD64,surface_A0162_CD64,25,74,-0.0007569659501314163,-0.000979315722361207,0.005282260477542877,0.0002223497722297907,0.6216216216216216,0.0006140503077441587,-0.002182832210235495,0.0002242007655130808,True,0.18539709022769554,-1.594846073701887
surface_A0163_Thrombomodulin,surface_A0163_Thrombomodulin,25,74,0.02245020866394043,0.019551699981093407,0.031868066638708115,0.002898508682847023,0.7567567567567568,0.0037045874980805,0.01229084190727828,0.026812558054908533,False,0.6135201172619992,5.277699606561851
surface_A0165_NKG2D,surface_A0165_NKG2D,25,74,0.0007375851273536682,0.0018539114389568567,0.011388211511075497,0.0011163263116031885,0.5405405405405406,0.0013238526976777087,-0.0007407921693276449,0.004448615047241358,True,0.16279215021198482,1.4003910270447555
surface_A0166_CD66b,surface_A0166_CD66b,25,74,0.021358713507652283,0.017229117453098297,0.021018417552113533,0.004129596054553986,0.8243243243243243,0.002443341410564844,0.012440256286455908,0.022017978619740686,False,0.8197152526054846,7.05145722926839
surface_A0168_CD57,surface_A0168_CD57,25,74,0.007222995162010193,0.0023133261129260063,0.016202842816710472,0.0049096690490841866,0.5945945945945946,0.0018835422183798463,-0.00137834879845917,0.006005001024311183,True,0.14277285406609047,1.2281785299805195
surface_A0169_Tim3,surface_A0169_Tim3,25,74,-0.05408740043640137,-0.07023397833108902,0.09428243339061737,0.016146577894687653,0.7567567567567568,0.010960110256680693,-0.09171539970077122,-0.04875255696140682,False,0.7449317524517609,-6.408145236338126
surface_A0170_BTLA,surface_A0170_BTLA,25,74,-0.0026563405990600586,-0.004823848605155945,0.03349144011735916,0.0021675080060958862,0.7027027027027027,0.0038933008317730243,-0.012454578016410908,0.0028068808060990186,True,0.14403228371943508,-1.2390125535095486
surface_A0171_ICOS,surface_A0171_ICOS,25,74,-0.04111814498901367,-0.029372459277510643,0.07721973210573196,0.011745685711503029,0.6891891891891891,0.008976611521721634,-0.046966294563292335,-0.011778623991728951,False,0.38037504762763025,-3.2721098831597057
surface_A0172_ICOSL,surface_A0172_ICOSL,25,74,0.004746139049530029,-0.0039352187886834145,0.037750594317913055,0.008681357838213444,0.5405405405405406,0.004388417450633233,-0.012536358941051632,0.004665921363684803,True,0.10424256517773844,-0.8967284523297974
surface_A0175_CD96,surface_A0175_CD96,25,74,0.04244855046272278,0.04752587154507637,0.11410986632108688,0.005077321082353592,0.8108108108108109,0.013265002517199219,0.021526944356532744,0.07352479873362,False,0.416492219974618,3.582801547414332
surface_A0176_CD39,surface_A0176_CD39,25,74,-0.013008981943130493,-0.012913217768073082,0.030296657234430313,9.57641750574112e-05,0.7027027027027027,0.003521914865333374,-0.019816044060742728,-0.006010391475403434,False,0.42622582643863405,-3.666533196239187
surface_A0177_FasL,surface_A0177_FasL,25,74,-0.0016614049673080444,-0.003999681212007999,0.019438600167632103,0.002338276244699955,0.5405405405405406,0.0022596913699724414,-0.00842859491332996,0.00042923248931396076,True,0.20575973462677674,-1.7700121641199074
surface_A0179_CX3CR1,surface_A0179_CX3CR1,25,74,0.005081683397293091,-0.0013760891743004322,0.025552257895469666,0.006457772571593523,0.5,0.0029703896449214616,-0.007197945898397217,0.004445767549796352,True,0.05385391693876135,-0.46326891041152163
surface_A0181_CD21,surface_A0181_CD21,25,74,-0.0017439518123865128,-0.001994868740439415,0.005257910117506981,0.0002509169280529022,0.7027027027027027,0.0006112196358874239,-0.003192837213422451,-0.0007969002674563788,False,0.3794033552983737,-3.2637510696839516
surface_A0185_CD11a,surface_A0185_CD11a,25,74,0.01103663444519043,0.016484459862113,0.05097612366080284,0.005447825416922569,0.5945945945945946,0.005925854007881267,0.004869999429023381,0.02809892029520262,False,0.3233760960680583,2.781786361963862
surface_A0187_CD79b,surface_A0187_CD79b,25,74,0.019033998250961304,0.018248187378048897,0.020647834986448288,0.0007858108729124069,0.8108108108108109,0.0024002620623466333,0.013543760182391663,0.02295261457370613,False,0.883782120015278,7.602581261567925
surface_A0189_CD244,surface_A0189_CD244,25,74,-0.001666933298110962,-0.0025416440330445766,0.008725413121283054,0.0008747107349336147,0.6486486486486487,0.0010143086724134932,-0.004529652500181659,-0.0005536355659074943,False,0.29129211393383664,-2.5057895117833024
surface_A0196_CD235ab,surface_A0196_CD235ab,25,74,-0.024509787559509277,-0.025001397356390953,0.02680147811770439,0.0004916097968816757,0.8648648648648649,0.003115608546027278,-0.03110787789652962,-0.018894916816252286,False,0.932836511724913,-8.024563094831125
surface_A0205_CD206,surface_A0205_CD206,25,74,-0.011275172233581543,-0.013074452057480812,0.029641887173056602,0.001799279823899269,0.6891891891891891,0.0034457993917785344,-0.01982809476331676,-0.006320809351644861,False,0.44108028551451384,-3.7943160848758786
surface_A0207_CLEC9A,surface_A0207_CLEC9A,25,74,0.01865452527999878,0.01457281969487667,0.02308148704469204,0.0040817055851221085,0.7432432432432432,0.002683168367641505,0.009313906329842194,0.01983173305991115,False,0.6313639873661401,5.431198381220529
surface_A0215_BAFFR,surface_A0215_BAFFR,25,74,0.0012620091438293457,0.0011310118716210127,0.013313716277480125,0.00013099727220833302,0.527027027027027,0.001547688080162216,-0.001902401024798871,0.004164424768040896,True,0.08495087682874058,0.7307750742013012
surface_A0216_CD42b,surface_A0216_CD42b,25,74,-0.0015025567263364792,-0.0007036900497041643,0.006444867700338364,0.0007988666766323149,0.5675675675675675,0.0007492006521806435,-0.0021720963451721453,0.0007647162457638168,True,0.10918611248873575,-0.93925445427201
surface_A0217_CD54,surface_A0217_CD54,25,74,0.030258655548095703,0.0312957689166069,0.05653109401464462,0.0010371133685112,0.7297297297297297,0.0065716061948072925,0.0184156574542043,0.044175880379009505,False,0.5536027466317847,4.762270895254798
surface_A0218_Pselectin,surface_A0218_Pselectin,25,74,0.007871132344007492,0.007598577998578548,0.011241703294217587,0.00027255434542894363,0.7432432432432432,0.0013068214634114092,0.005037254996068259,0.010159901001088838,False,0.6759276418980957,5.814549432592529
surface_A0219_CD119,surface_A0219_CD119,25,74,0.028081580996513367,0.027581147849559784,0.01630302704870701,0.0005004331469535828,0.9324324324324325,0.0018951883987888066,0.02386664684401559,0.031295648855103976,False,1.6917807820080408,14.553248567364903
surface_A0224_TCRab,surface_A0224_TCRab,25,74,0.014525771141052246,0.023703550919890404,0.03934331610798836,0.009177779778838158,0.6486486486486487,0.004573567597905317,0.014739523147136615,0.032667578692644195,False,0.6024797415355027,5.182726703492165
surface_A0233_Notch3,surface_A0233_Notch3,25,74,0.002526208758354187,0.001999329077079892,0.013608075678348541,0.0005268796812742949,0.6216216216216216,0.0015819066654552147,-0.0011011510141161807,0.005099809168275965,True,0.14692224854840963,1.2638729709787009
surface_A0236_rIgG1k,surface_A0236_rIgG1k,25,74,0.004098609089851379,0.0029324523638933897,0.017618104815483093,0.0011661567259579897,0.5675675675675675,0.0020480630839410214,-0.0010816775186970459,0.006946582246483825,True,0.16644539208986317,1.431817401957447
surface_A0237_rIgG1l,surface_A0237_rIgG1l,25,74,0.009728759527206421,0.006719463970512152,0.02554839476943016,0.003009295556694269,0.5945945945945946,0.0029699405656411996,0.0008984874256308846,0.012540440515393419,False,0.2630092430915582,2.2624910573122676
surface_A0238_rIgG2ak,surface_A0238_rIgG2ak,25,74,0.0009167194366455078,-0.002150963759049773,0.021448077633976936,0.003067683195695281,0.47297297297297297,0.002493288380543941,-0.007037719187988095,0.0027357916698885487,True,0.10028701852712094,-0.8627015534322244
surface_A0240_rIgG2ck,surface_A0240_rIgG2ck,25,74,-0.004469715058803558,-0.005468650721013546,0.007571294438093901,0.0009989356622099876,0.7837837837837838,0.000880145100662628,-0.007193703419481678,-0.0037435980225454146,False,0.7222874193742619,-6.213351317750227
surface_A0241_ArmHamIgG,surface_A0241_ArmHamIgG,25,74,0.007331863045692444,0.006501524243503809,0.01306907832622528,0.0008303388021886349,0.7027027027027027,0.0015192494959817148,0.0035238499478490184,0.0094791985391586,False,0.49747381423657233,4.279431561899337
surface_A0242_CCR2,surface_A0242_CCR2,25,74,0.007606342434883118,0.009556200355291367,0.015322300605475903,0.001949857920408249,0.7567567567567568,0.0017811812655095661,0.006065149224955142,0.013047251485627591,False,0.6236792111934001,5.3650914369782
surface_A0244_ICAM2,surface_A0244_ICAM2,25,74,-0.013285636901855469,-0.010552072897553444,0.05956127494573593,0.002733564004302025,0.4594594594594595,0.006923857573013205,-0.02412258437474423,0.003018438579637345,True,0.17716331470686358,-1.524016458495877
surface_A0245_CD106,surface_A0245_CD106,25,74,0.011495828628540039,0.0008681053877808154,0.038483619689941406,0.010627723240759224,0.5540540540540541,0.004473629919270839,-0.007900048134150859,0.00963625890971249,True,0.022557789386108994,0.1940494416047514
surface_A0246_IL2Rb,surface_A0246_IL2Rb,25,74,0.004815638065338135,0.003813832299783826,0.04338238388299942,0.0010018057655543089,0.5,0.005043099689476605,-0.006070461462035449,0.0136981260616031,True,0.08791200386934893,0.7562476521616495
surface_A0247_TACI,surface_A0247_TACI,25,74,-0.00313684344291687,-0.0029952949844300747,0.01032228022813797,0.00014154845848679543,0.6756756756756757,0.0011999407029730511,-0.005347135545840929,-0.0006434544230192198,False,0.2901776466274443,-2.496202501514231
surface_A0352_FceRIa,surface_A0352_FceRIa,25,74,0.03257530927658081,0.030473770573735237,0.01970098353922367,0.0021015387028455734,0.9459459459459459,0.0022901928173656035,0.025985075134046336,0.034962466013424134,False,1.5468146812601253,13.306203016036463
