celltype,cytokine,method,pearson,n_nonzero,n_train,n_universe,neighbor,neighbor_sim,fallback
B_cell,IGF-1,feature-nearest,0.21154398629801185,62,86,3081,EGF,1.0,False
B_cell,IL-1-alpha,zero,0.0,213,86,3081,,,
B_cell,IL-1-alpha,cytokine-mean,0.5574269060800355,213,86,3081,,,
B_cell,IL-1-alpha,DE-profile-nearest,0.6221111174873167,213,86,3081,IFN-gamma,0.7081933308218478,
B_cell,IL-1-alpha,feature-nearest,0.5005177602246719,213,86,3081,IL-1-beta,1.0,False
B_cell,IL-1-beta,zero,0.0,448,86,3081,,,
B_cell,IL-1-beta,cytokine-mean,0.4976735697809581,448,86,3081,,,
B_cell,IL-1-beta,DE-profile-nearest,0.5005177602246719,448,86,3081,IL-1-alpha,0.6481405574015907,
B_cell,IL-1-beta,feature-nearest,0.5005177602246719,448,86,3081,IL-1-alpha,1.0,False
B_cell,IL-10,zero,0.0,478,86,3081,,,
B_cell,IL-10,cytokine-mean,-0.4207556801367169,478,86,3081,,,
B_cell,IL-10,DE-profile-nearest,0.42272121571612764,478,86,3081,IL-32-beta,0.43938843552935164,
B_cell,IL-10,feature-nearest,0.002619949129584231,478,86,3081,IL-19,1.0,False
B_cell,IL-11,zero,0.0,14,86,3081,,,
B_cell,IL-11,cytokine-mean,0.013273884736458465,14,86,3081,,,
B_cell,IL-11,DE-profile-nearest,0.30132498164531246,14,86,3081,OSM,0.40232168651618727,
B_cell,IL-11,feature-nearest,0.15311875037085557,14,86,3081,IL-31,1.0,False
B_cell,IL-12,zero,0.0,82,86,3081,,,
B_cell,IL-12,cytokine-mean,0.4411174043990025,82,86,3081,,,
B_cell,IL-12,DE-profile-nearest,0.5361638934233006,82,86,3081,IFN-gamma,0.7213836654302823,
B_cell,IL-12,feature-nearest,0.01719956084168138,82,86,3081,IL-23,1.0,False
B_cell,IL-13,zero,0.0,288,86,3081,,,
B_cell,IL-13,cytokine-mean,0.16917386332301348,288,86,3081,,,
B_cell,IL-13,DE-profile-nearest,0.6350078874373652,288,86,3081,IL-4,0.5520333362893691,
B_cell,IL-13,feature-nearest,0.6350078874373652,288,86,3081,IL-4,0.5,False
B_cell,IL-15,zero,0.0,906,86,3081,,,
B_cell,IL-15,cytokine-mean,0.6942850512783245,906,86,3081,,,
B_cell,IL-15,DE-profile-nearest,0.7945579842824207,906,86,3081,IL-2,0.8983544436691223,
B_cell,IL-15,feature-nearest,0.7945579842824207,906,86,3081,IL-2,1.0,False
B_cell,IL-16,zero,0.0,32,86,3081,,,
B_cell,IL-16,cytokine-mean,0.21461705906719317,32,86,3081,,,
B_cell,IL-16,DE-profile-nearest,0.4570293215413983,32,86,3081,IL-17F,0.4284000484537173,
B_cell,IL-16,feature-nearest,0.040941617014176944,32,86,3081,IL-32-beta,1.0,False
B_cell,IL-17A,zero,0.0,22,86,3081,,,
B_cell,IL-17A,cytokine-mean,0.17852751881461365,22,86,3081,,,
B_cell,IL-17A,DE-profile-nearest,0.41279886317251785,22,86,3081,CD27L,0.5230523326544925,
B_cell,IL-17A,feature-nearest,0.03565904032819971,22,86,3081,IL-17B,1.0,False
B_cell,IL-17B,zero,0.0,43,86,3081,,,
B_cell,IL-17B,cytokine-mean,0.058980891795921336,43,86,3081,,,
B_cell,IL-17B,DE-profile-nearest,0.08619618555600851,43,86,3081,LIGHT,0.33027664378757565,
B_cell,IL-17B,feature-nearest,0.03565904032819971,43,86,3081,IL-17A,1.0,False
B_cell,IL-17C,zero,0.0,33,86,3081,,,
B_cell,IL-17C,cytokine-mean,0.0611025274355524,33,86,3081,,,
B_cell,IL-17C,DE-profile-nearest,0.4066591174870782,33,86,3081,OSM,0.5679763628267048,
B_cell,IL-17C,feature-nearest,0.1122666218740578,33,86,3081,IL-17A,1.0,False
B_cell,IL-17D,zero,0.0,47,86,3081,,,
B_cell,IL-17D,cytokine-mean,0.04865437322516712,47,86,3081,,,
B_cell,IL-17D,DE-profile-nearest,0.1112597416962023,47,86,3081,IL-17A,0.28451078127129953,
B_cell,IL-17D,feature-nearest,0.1112597416962023,47,86,3081,IL-17A,1.0,False
B_cell,IL-17E,zero,0.0,6,86,3081,,,
B_cell,IL-17E,cytokine-mean,0.021205582952092173,6,86,3081,,,
B_cell,IL-17E,DE-profile-nearest,0.13790860196421764,6,86,3081,IL-24,0.16412337242884734,
B_cell,IL-17E,feature-nearest,0.0008239452505327264,6,86,3081,IL-17A,0.7142857142857143,False
B_cell,IL-17F,zero,0.0,8,86,3081,,,
B_cell,IL-17F,cytokine-mean,0.2670590764535865,8,86,3081,,,
B_cell,IL-17F,DE-profile-nearest,0.5136117953094295,8,86,3081,IL-17A,0.5135197488120467,
B_cell,IL-17F,feature-nearest,0.5136117953094295,8,86,3081,IL-17A,1.0,False
B_cell,IL-19,zero,0.0,22,86,3081,,,
B_cell,IL-19,cytokine-mean,0.23658342629670417,22,86,3081,,,
B_cell,IL-19,DE-profile-nearest,0.4998219992161609,22,86,3081,CD30L,0.5743759936416342,
B_cell,IL-19,feature-nearest,0.002619949129584231,22,86,3081,IL-10,1.0,False
B_cell,IL-1Ra,zero,0.0,52,86,3081,,,
B_cell,IL-1Ra,cytokine-mean,0.039188142327791435,52,86,3081,,,
B_cell,IL-1Ra,DE-profile-nearest,0.18134401974696723,52,86,3081,LT-alpha2-beta1,0.35935789795623196,
B_cell,IL-1Ra,feature-nearest,0.0002689786571794137,52,86,3081,IL-1-alpha,1.0,False
B_cell,IL-2,zero,0.0,621,86,3081,,,
B_cell,IL-2,cytokine-mean,0.6520346569969033,621,86,3081,,,
B_cell,IL-2,DE-profile-nearest,0.7945579842824206,621,86,3081,IL-15,0.8983544436691223,
B_cell,IL-2,feature-nearest,0.7945579842824206,621,86,3081,IL-15,1.0,False
B_cell,IL-20,zero,0.0,36,86,3081,,,
B_cell,IL-20,cytokine-mean,0.2719384353195804,36,86,3081,,,
B_cell,IL-20,DE-profile-nearest,0.5193454055109586,36,86,3081,CD30L,0.6131726742894558,
B_cell,IL-20,feature-nearest,-0.0020965257541523713,36,86,3081,IL-10,1.0,False
B_cell,IL-21,zero,0.0,365,86,3081,,,
B_cell,IL-21,cytokine-mean,0.4382039107320849,365,86,3081,,,
B_cell,IL-21,DE-profile-nearest,0.1680366308168342,365,86,3081,IL-12,0.3370342482748025,
B_cell,IL-21,feature-nearest,0.38670990513174686,365,86,3081,IL-15,1.0,False
B_cell,IL-22,zero,0.0,5,86,3081,,,
B_cell,IL-22,cytokine-mean,0.07501629199365525,5,86,3081,,,
B_cell,IL-22,DE-profile-nearest,0.427628234776361,5,86,3081,CD27L,0.39378640118098035,
B_cell,IL-22,feature-nearest,0.011415081909470756,5,86,3081,IL-10,1.0,False
B_cell,IL-23,zero,0.0,33,86,3081,,,
B_cell,IL-23,cytokine-mean,0.09430820406497187,33,86,3081,,,
B_cell,IL-23,DE-profile-nearest,0.2843280198330786,33,86,3081,APRIL,0.32136638583995114,
B_cell,IL-23,feature-nearest,0.01719956084168138,33,86,3081,IL-12,1.0,False
B_cell,IL-24,zero,0.0,20,86,3081,,,
B_cell,IL-24,cytokine-mean,0.009176490866657826,20,86,3081,,,
B_cell,IL-24,DE-profile-nearest,0.17684332876186631,20,86,3081,OSM,0.23692372167039827,
B_cell,IL-24,feature-nearest,0.009362900691449481,20,86,3081,IL-10,1.0,False
B_cell,IL-27,zero,0.0,31,86,3081,,,
B_cell,IL-27,cytokine-mean,0.18089344814227443,31,86,3081,,,
B_cell,IL-27,DE-profile-nearest,0.19352993119233072,31,86,3081,IFN-gamma,0.5883840502236418,
B_cell,IL-27,feature-nearest,0.26122827563893375,31,86,3081,IL-12,0.7142857142857143,False
B_cell,IL-3,zero,0.0,108,86,3081,,,
B_cell,IL-3,cytokine-mean,0.28487474538609336,108,86,3081,,,
B_cell,IL-3,DE-profile-nearest,0.27661182772339366,108,86,3081,GM-CSF,0.5420774936120947,
B_cell,IL-3,feature-nearest,0.27661182772339366,108,86,3081,GM-CSF,0.8333333333333334,False
B_cell,IL-31,zero,0.0,31,86,3081,,,
B_cell,IL-31,cytokine-mean,0.12390434368251454,31,86,3081,,,
B_cell,IL-31,DE-profile-nearest,0.5366448626348455,31,86,3081,IGF-1,0.5266343937497692,
B_cell,IL-31,feature-nearest,0.15311875037085557,31,86,3081,IL-11,1.0,False
B_cell,IL-32-beta,zero,0.0,430,86,3081,,,
B_cell,IL-32-beta,cytokine-mean,0.017781166099142216,430,86,3081,,,
B_cell,IL-32-beta,DE-profile-nearest,0.4227212157161276,430,86,3081,IL-10,0.4393884355293516,
B_cell,IL-32-beta,feature-nearest,0.04094161701417695,430,86,3081,IL-16,1.0,False
B_cell,IL-33,zero,0.0,7,86,3081,,,
B_cell,IL-33,cytokine-mean,0.2680442490158039,7,86,3081,,,
B_cell,IL-33,DE-profile-nearest,0.41159033737244394,7,86,3081,IL-17F,0.37925074692899835,
B_cell,IL-33,feature-nearest,0.17601661865525514,7,86,3081,IL-1-alpha,1.0,False
B_cell,IL-34,zero,0.0,71,86,3081,,,
B_cell,IL-34,cytokine-mean,0.05374856500698665,71,86,3081,,,
B_cell,IL-34,DE-profile-nearest,0.21011704384668814,71,86,3081,IL-16,0.3010164666519759,
B_cell,IL-34,feature-nearest,0.21011704384668814,71,86,3081,IL-16,1.0,False
B_cell,IL-35,zero,0.0,15,86,3081,,,
B_cell,IL-35,cytokine-mean,0.0067728689352745015,15,86,3081,,,
B_cell,IL-35,DE-profile-nearest,0.0017096460947708444,15,86,3081,TPO,0.13875859650710928,
B_cell,IL-35,feature-nearest,-0.005014207480274726,15,86,3081,IL-12,1.0,False
B_cell,IL-36Ra,zero,0.0,22,86,3081,,,
B_cell,IL-36Ra,cytokine-mean,0.21739954400050496,22,86,3081,,,
B_cell,IL-36Ra,DE-profile-nearest,0.5323748098778485,22,86,3081,CT-1,0.6467678212224159,
B_cell,IL-36Ra,feature-nearest,0.05164399273311733,22,86,3081,IL-1-alpha,1.0,False
B_cell,IL-4,zero,0.0,1102,86,3081,,,
B_cell,IL-4,cytokine-mean,0.1695559049444714,1102,86,3081,,,
B_cell,IL-4,DE-profile-nearest,0.6350078874373652,1102,86,3081,IL-13,0.5520333362893691,
B_cell,IL-4,feature-nearest,0.09146164944534792,1102,86,3081,IL-15,0.625,False
B_cell,IL-5,zero,0.0,13,86,3081,,,
B_cell,IL-5,cytokine-mean,0.04343656625367757,13,86,3081,,,
B_cell,IL-5,DE-profile-nearest,0.187078725657706,13,86,3081,IL-36Ra,0.14154659392122426,
B_cell,IL-5,feature-nearest,-0.001932560556501533,13,86,3081,IL-3,0.8333333333333334,False
B_cell,IL-6,zero,0.0,13,86,3081,,,
B_cell,IL-6,cytokine-mean,-0.006185883865542281,13,86,3081,,,
B_cell,IL-6,DE-profile-nearest,0.10986115951140922,13,86,3081,IL-10,0.3227323141322301,
B_cell,IL-6,feature-nearest,-0.0025382081522707105,13,86,3081,IL-11,1.0,False
B_cell,IL-7,zero,0.0,538,86,3081,,,
B_cell,IL-7,cytokine-mean,0.6225381967735499,538,86,3081,,,
B_cell,IL-7,DE-profile-nearest,0.7832978420452391,538,86,3081,IL-2,0.8556365589045917,
B_cell,IL-7,feature-nearest,0.7696609765871937,538,86,3081,IL-15,1.0,False
B_cell,IL-8,zero,0.0,9,86,3081,,,
B_cell,IL-8,cytokine-mean,0.2836494193859138,9,86,3081,,,
B_cell,IL-8,DE-profile-nearest,0.42798524657146564,9,86,3081,CD30L,0.5994851805540714,
B_cell,IL-8,feature-nearest,0.18996129266682088,9,86,3081,IL-16,1.0,False
B_cell,IL-9,zero,0.0,12,86,3081,,,
B_cell,IL-9,cytokine-mean,0.04200065145321094,12,86,3081,,,
B_cell,IL-9,DE-profile-nearest,0.0800091732626961,12,86,3081,IL-17B,0.24774121997194495,
B_cell,IL-9,feature-nearest,0.018921393706043208,12,86,3081,IL-15,1.0,False
B_cell,LIF,zero,0.0,9,86,3081,,,
B_cell,LIF,cytokine-mean,0.04958477348295438,9,86,3081,,,
B_cell,LIF,DE-profile-nearest,-0.0009200108387489209,9,86,3081,CD27L,0.1873338664702278,
B_cell,LIF,feature-nearest,-0.0016210968317423439,9,86,3081,CT-1,1.0,False
B_cell,LIGHT,zero,0.0,13,86,3081,,,
B_cell,LIGHT,cytokine-mean,0.04982602339284203,13,86,3081,,,
B_cell,LIGHT,DE-profile-nearest,0.08619618555600851,13,86,3081,IL-17B,0.33027664378757565,
B_cell,LIGHT,feature-nearest,0.00012926328176915495,13,86,3081,FasL,1.0,False
B_cell,LT-alpha1-beta2,zero,0.0,17,86,3081,,,
B_cell,LT-alpha1-beta2,cytokine-mean,0.10346714946229639,17,86,3081,,,
B_cell,LT-alpha1-beta2,DE-profile-nearest,0.40288326371360356,17,86,3081,IL-31,0.4109957350586413,
B_cell,LT-alpha1-beta2,feature-nearest,0.08413673129750879,17,86,3081,FasL,1.0,False
B_cell,LT-alpha2-beta1,zero,0.0,8,86,3081,,,
B_cell,LT-alpha2-beta1,cytokine-mean,0.10103539983000451,8,86,3081,,,
B_cell,LT-alpha2-beta1,DE-profile-nearest,0.44924071228658763,8,86,3081,APRIL,0.47263742616662635,
B_cell,LT-alpha2-beta1,feature-nearest,0.10612655913334998,8,86,3081,FasL,1.0,False
B_cell,Leptin,zero,0.0,115,86,3081,,,
B_cell,Leptin,cytokine-mean,0.19734648879266656,115,86,3081,,,
B_cell,Leptin,DE-profile-nearest,0.3115138098228351,115,86,3081,IL-36Ra,0.44219806311446336,
B_cell,Leptin,feature-nearest,0.1091088533347153,115,86,3081,PRL,1.0,False
B_cell,M-CSF,zero,0.0,42,86,3081,,,
B_cell,M-CSF,cytokine-mean,0.15595467790711237,42,86,3081,,,
B_cell,M-CSF,DE-profile-nearest,0.03464145371463778,42,86,3081,C5a,0.3821193169834867,
B_cell,M-CSF,feature-nearest,-0.00034862427999075347,42,86,3081,FLT3L,1.0,False
B_cell,Noggin,zero,0.0,84,86,3081,,,
B_cell,Noggin,cytokine-mean,0.17812784570001008,84,86,3081,,,
B_cell,Noggin,DE-profile-nearest,0.31924402141283503,84,86,3081,IFN-lambda3,0.47406952392453217,
B_cell,Noggin,feature-nearest,0.06744421153983061,84,86,3081,Decorin,1.0,False
B_cell,OSM,zero,0.0,42,86,3081,,,
B_cell,OSM,cytokine-mean,0.008250059778323528,42,86,3081,,,
B_cell,OSM,DE-profile-nearest,0.4066591174870783,42,86,3081,IL-17C,0.5679763628267048,
B_cell,OSM,feature-nearest,-0.026491781852371082,42,86,3081,CT-1,1.0,False
B_cell,OX40L,zero,0.0,21,86,3081,,,
B_cell,OX40L,cytokine-mean,0.2227538574253581,21,86,3081,,,
B_cell,OX40L,DE-profile-nearest,0.42604800291877626,21,86,3081,IFN-lambda2,0.4939263198888929,
B_cell,OX40L,feature-nearest,0.08709309561766945,21,86,3081,4-1BBL,1.0,False
B_cell,PRL,zero,0.0,24,86,3081,,,
B_cell,PRL,cytokine-mean,0.12626234854959056,24,86,3081,,,
B_cell,PRL,DE-profile-nearest,0.5133806589892077,24,86,3081,CD27L,0.5132534962716767,
B_cell,PRL,feature-nearest,0.10910885333471529,24,86,3081,Leptin,1.0,False
B_cell,PSPN,zero,0.0,25,86,3081,,,
B_cell,PSPN,cytokine-mean,0.1844270518965867,25,86,3081,,,
B_cell,PSPN,DE-profile-nearest,0.3780680454776034,25,86,3081,FLT3L,0.4897215372782189,
B_cell,PSPN,feature-nearest,0.14800449892775164,25,86,3081,EGF,1.0,False
B_cell,RANKL,zero,0.0,35,86,3081,,,
B_cell,RANKL,cytokine-mean,0.015755990998139898,35,86,3081,,,
B_cell,RANKL,DE-profile-nearest,0.09230306994394977,35,86,3081,TWEAK,0.2911027296655368,
B_cell,RANKL,feature-nearest,0.000531698639914986,35,86,3081,FasL,1.0,False
B_cell,SCF,zero,0.0,8,86,3081,,,
B_cell,SCF,cytokine-mean,0.23096620841651755,8,86,3081,,,
B_cell,SCF,DE-profile-nearest,0.7818264272019846,8,86,3081,FLT3L,0.6741037060908145,
B_cell,SCF,feature-nearest,0.7818264272019846,8,86,3081,FLT3L,1.0,False
B_cell,TL1A,zero,0.0,72,86,3081,,,
B_cell,TL1A,cytokine-mean,0.2870114395248728,72,86,3081,,,
B_cell,TL1A,DE-profile-nearest,0.15109228683154083,72,86,3081,CD40L,0.4112634716845702,
B_cell,TL1A,feature-nearest,0.27321192084664436,72,86,3081,FasL,1.0,False
B_cell,TNF-alpha,zero,0.0,49,86,3081,,,
B_cell,TNF-alpha,cytokine-mean,-0.029940667312178586,49,86,3081,,,
B_cell,TNF-alpha,DE-profile-nearest,0.40904411178460703,49,86,3081,IGF-1,0.4548558891703199,
B_cell,TNF-alpha,feature-nearest,0.0006682744506533018,49,86,3081,FasL,1.0,False
B_cell,TRAIL,zero,0.0,7,86,3081,,,
B_cell,TRAIL,cytokine-mean,0.15145825317078002,7,86,3081,,,
B_cell,TRAIL,DE-profile-nearest,0.4385244790235669,7,86,3081,IL-20,0.4174722362387105,
B_cell,TRAIL,feature-nearest,0.13640173830020325,7,86,3081,FasL,1.0,False
B_cell,TSLP,zero,0.0,111,86,3081,,,
B_cell,TSLP,cytokine-mean,0.1920730273286068,111,86,3081,,,
B_cell,TSLP,DE-profile-nearest,0.29201167647134013,111,86,3081,Noggin,0.37534069961960265,
B_cell,TSLP,feature-nearest,0.11714407217251144,111,86,3081,IL-1-alpha,0.5,False
B_cell,TWEAK,zero,0.0,11,86,3081,,,
B_cell,TWEAK,cytokine-mean,0.20495678188444996,11,86,3081,,,
B_cell,TWEAK,DE-profile-nearest,0.538041527900014,11,86,3081,CD27L,0.48905203249259743,
B_cell,TWEAK,feature-nearest,0.24879974288332277,11,86,3081,FasL,1.0,False
B_cell,VEGF,zero,0.0,12,86,3081,,,
B_cell,VEGF,cytokine-mean,0.21578093661479025,12,86,3081,,,
B_cell,VEGF,DE-profile-nearest,0.5189968412055939,12,86,3081,FLT3L,0.42085768136124607,
B_cell,VEGF,feature-nearest,0.04457751221562241,12,86,3081,EGF,1.0,False
CD14_Mono,4-1BBL,zero,0.0,18,86,7913,,,
CD14_Mono,4-1BBL,cytokine-mean,0.12499907266300886,18,86,7913,,,
CD14_Mono,4-1BBL,DE-profile-nearest,0.23422261737635328,18,86,7913,IL-8,0.26714665294354534,
CD14_Mono,4-1BBL,feature-nearest,0.0464356279211711,18,86,7913,CD27L,1.0,False
CD14_Mono,ADSF,zero,0.0,36,86,7913,,,
CD14_Mono,ADSF,cytokine-mean,0.14306051111021742,36,86,7913,,,
CD14_Mono,ADSF,DE-profile-nearest,0.2762876684048015,36,86,7913,IL-31,0.3730514463939523,
CD14_Mono,ADSF,feature-nearest,0.14306051111021742,36,86,7913,<fallback:cyto-mean>,0.0,True
