n_train_donors,seed,eval_donor,metric,cellot_score,primary_baseline,baseline_score,delta_vs_primary,best_mmd,n_train_cells,n_test,n_ctrl,n_response_genes
32,0,D397,aucell_delta_score,-0.0185,donor-shift,-0.0244,0.0059,0.03079,37362,600,600,50
32,0,D411,pearson_delta,0.3687,cell-mean,0.1841,0.1846,0.03079,37362,600,600,50
32,0,D411,e_distance,0.4476,donor-shift,4.8831,4.4355,0.03079,37362,600,600,50
32,0,D411,aucell_delta_score,-0.0107,donor-shift,-0.0223,0.0116,0.03079,37362,600,600,50
32,0,D424,pearson_delta,0.374,donor-shift,0.1419,0.2322,0.03079,37362,300,600,50
32,0,D424,e_distance,0.6426,donor-shift,5.2753,4.6328,0.03079,37362,300,600,50
32,0,D424,aucell_delta_score,-0.0134,donor-shift,-0.0196,0.0063,0.03079,37362,300,600,50
32,0,D429,pearson_delta,0.4491,cell-mean,0.1509,0.2982,0.03079,37362,600,600,50
32,0,D429,e_distance,0.6035,donor-shift,5.5898,4.9863,0.03079,37362,600,600,50
32,0,D429,aucell_delta_score,-0.0158,donor-shift,-0.0175,0.0017,0.03079,37362,600,600,50
32,0,D431,pearson_delta,0.3619,cell-mean,0.2513,0.1106,0.03079,37362,600,600,50
32,0,D431,e_distance,0.6011,cell-mean,5.6236,5.0225,0.03079,37362,600,600,50
32,0,D431,aucell_delta_score,-0.0169,cell-mean,-0.053,0.0361,0.03079,37362,600,600,50
32,0,D454,pearson_delta,0.3106,cell-mean,0.5306,-0.2201,0.03079,37362,300,300,50
32,0,D454,e_distance,0.3635,donor-shift,5.7483,5.3848,0.03079,37362,300,300,50
32,0,D454,aucell_delta_score,-0.0135,donor-shift,-0.0223,0.0088,0.03079,37362,300,300,50
32,0,D483,pearson_delta,0.4775,cell-mean,0.2623,0.2152,0.03079,37362,600,600,50
32,0,D483,e_distance,0.3025,cell-mean,5.2069,4.9045,0.03079,37362,600,600,50
32,0,D483,aucell_delta_score,-0.0158,cell-mean,-0.0492,0.0334,0.03079,37362,600,600,50
32,0,D484,pearson_delta,0.5332,cell-mean,0.2006,0.3326,0.03079,37362,600,600,50
32,0,D484,e_distance,0.3915,cell-mean,5.5219,5.1305,0.03079,37362,600,600,50
32,0,D484,aucell_delta_score,-0.0144,donor-shift,-0.0232,0.0088,0.03079,37362,600,600,50
64,0,D353,pearson_delta,0.5076,cell-mean,0.2467,0.261,0.03045,73368,583,600,50
64,0,D353,e_distance,0.5923,donor-shift,6.439,5.8468,0.03045,73368,583,600,50
64,0,D353,aucell_delta_score,-0.0111,cell-mean,-0.0197,0.0086,0.03045,73368,583,600,50
64,0,D364,pearson_delta,0.406,cell-mean,0.2679,0.1381,0.03045,73368,484,600,50
64,0,D364,e_distance,0.5123,donor-shift,5.3095,4.7971,0.03045,73368,484,600,50
64,0,D364,aucell_delta_score,-0.0113,cell-mean,-0.0157,0.0043,0.03045,73368,484,600,50
64,0,D397,pearson_delta,0.4356,cell-mean,0.2693,0.1663,0.03045,73368,600,600,50
64,0,D397,e_distance,0.4766,cell-mean,5.1073,4.6307,0.03045,73368,600,600,50
64,0,D397,aucell_delta_score,-0.0112,cell-mean,-0.0244,0.0132,0.03045,73368,600,600,50
64,0,D411,pearson_delta,0.3427,cell-mean,0.1511,0.1917,0.03045,73368,600,600,50
64,0,D411,e_distance,0.545,donor-shift,4.7826,4.2376,0.03045,73368,600,600,50
64,0,D411,aucell_delta_score,-0.0093,cell-mean,-0.0223,0.0131,0.03045,73368,600,600,50
64,0,D424,pearson_delta,0.3441,donor-shift,0.227,0.1171,0.03045,73368,300,600,50
64,0,D424,e_distance,0.643,donor-shift,5.0964,4.4534,0.03045,73368,300,600,50
64,0,D424,aucell_delta_score,-0.0137,cell-mean,-0.0196,0.0059,0.03045,73368,300,600,50
64,0,D429,pearson_delta,0.3608,cell-mean,0.1626,0.1981,0.03045,73368,600,600,50
64,0,D429,e_distance,0.5931,donor-shift,5.4451,4.852,0.03045,73368,600,600,50
64,0,D429,aucell_delta_score,-0.0099,cell-mean,-0.0175,0.0076,0.03045,73368,600,600,50
64,0,D431,pearson_delta,0.341,cell-mean,0.2463,0.0947,0.03045,73368,600,600,50
64,0,D431,e_distance,0.5654,cell-mean,5.4621,4.8967,0.03045,73368,600,600,50
64,0,D431,aucell_delta_score,-0.0098,cell-mean,-0.0182,0.0084,0.03045,73368,600,600,50
64,0,D454,pearson_delta,0.32,cell-mean,0.5508,-0.2308,0.03045,73368,300,300,50
64,0,D454,e_distance,0.3924,donor-shift,5.6482,5.2558,0.03045,73368,300,300,50
64,0,D454,aucell_delta_score,-0.0074,cell-mean,-0.0223,0.0149,0.03045,73368,300,300,50
64,0,D483,pearson_delta,0.513,cell-mean,0.2873,0.2257,0.03045,73368,600,600,50
64,0,D483,e_distance,0.3374,cell-mean,5.0717,4.7343,0.03045,73368,600,600,50
64,0,D483,aucell_delta_score,-0.008,cell-mean,-0.0208,0.0128,0.03045,73368,600,600,50
64,0,D484,pearson_delta,0.5074,cell-mean,0.2087,0.2987,0.03045,73368,600,600,50
64,0,D484,e_distance,0.5178,cell-mean,5.4064,4.8886,0.03045,73368,600,600,50
64,0,D484,aucell_delta_score,-0.0099,cell-mean,-0.0232,0.0133,0.03045,73368,600,600,50
96,0,D353,pearson_delta,0.3946,cell-mean,0.2691,0.1255,0.02968,110147,583,600,74
96,0,D353,e_distance,0.724,donor-shift,6.4551,5.7311,0.02968,110147,583,600,74
96,0,D353,aucell_delta_score,-0.027,donor-shift,-0.0333,0.0063,0.02968,110147,583,600,74
96,0,D364,pearson_delta,0.3306,cell-mean,0.2365,0.0941,0.02968,110147,484,600,74
96,0,D364,e_distance,0.6044,donor-shift,5.3014,4.697,0.02968,110147,484,600,74
96,0,D364,aucell_delta_score,-0.0226,donor-shift,-0.0157,-0.0069,0.02968,110147,484,600,74
96,0,D397,pearson_delta,0.3904,cell-mean,0.2951,0.0953,0.02968,110147,600,600,74
96,0,D397,e_distance,0.4919,cell-mean,5.1438,4.652,0.02968,110147,600,600,74
96,0,D397,aucell_delta_score,-0.0211,donor-shift,-0.0244,0.0033,0.02968,110147,600,600,74
96,0,D411,pearson_delta,0.2542,cell-mean,0.1822,0.072,0.02968,110147,600,600,74
96,0,D411,e_distance,0.6115,donor-shift,4.8124,4.2009,0.02968,110147,600,600,74
96,0,D411,aucell_delta_score,-0.0189,donor-shift,-0.0223,0.0034,0.02968,110147,600,600,74
96,0,D424,pearson_delta,0.1615,donor-shift,0.269,-0.1076,0.02968,110147,300,600,74
96,0,D424,e_distance,0.9187,donor-shift,5.2728,4.354,0.02968,110147,300,600,74
96,0,D424,aucell_delta_score,-0.019,donor-shift,-0.0196,0.0006,0.02968,110147,300,600,74
96,0,D429,pearson_delta,0.3295,cell-mean,0.141,0.1885,0.02968,110147,600,600,74
96,0,D429,e_distance,0.6617,donor-shift,5.5106,4.8489,0.02968,110147,600,600,74
96,0,D429,aucell_delta_score,-0.0234,donor-shift,-0.0355,0.012,0.02968,110147,600,600,74
96,0,D431,pearson_delta,0.363,cell-mean,0.2502,0.1127,0.02968,110147,600,600,74
96,0,D431,e_distance,0.6112,cell-mean,5.4991,4.8879,0.02968,110147,600,600,74
96,0,D431,aucell_delta_score,-0.0229,donor-shift,-0.065,0.0421,0.02968,110147,600,600,74
96,0,D454,pearson_delta,0.4778,cell-mean,0.5605,-0.0827,0.02968,110147,300,300,74
96,0,D454,e_distance,0.3355,donor-shift,5.7057,5.3703,0.02968,110147,300,300,74
96,0,D454,aucell_delta_score,-0.016,donor-shift,-0.0223,0.0063,0.02968,110147,300,300,74
96,0,D483,pearson_delta,0.4128,cell-mean,0.2728,0.1399,0.02968,110147,600,600,74
96,0,D483,e_distance,0.3785,cell-mean,5.1181,4.7395,0.02968,110147,600,600,74
96,0,D483,aucell_delta_score,-0.0235,cell-mean,-0.0887,0.0651,0.02968,110147,600,600,74
96,0,D484,pearson_delta,0.428,cell-mean,0.2507,0.1773,0.02968,110147,600,600,74
96,0,D484,e_distance,0.5417,cell-mean,5.4487,4.907,0.02968,110147,600,600,74
96,0,D484,aucell_delta_score,-0.0235,donor-shift,-0.0232,-0.0003,0.02968,110147,600,600,74
