task_key,cluster,task_name,task_split,family,role,family_baselines,scored_member,status,unit,n_unit,metric,binding_floor,floor,model_score,best_model_gap,ci_low,ci_high,margin_min,margin_max,units_above_floor,inference,evidence,member_selection,interpretation
T3,C3,gene/CRISPR,unseen-perturbation (LO-gene 10%),Hybrid,conditioned,PertAdapt;STATE,PertAdapt,native,dataset,5,pearson_delta,cell-mean,0.5020104061970738,0.24013044866100025,-0.2618799575360736,,,-0.34759853743978586,-0.19510199704084086,0/5,per-unit range (n = 5; CI not reported),negative in all units (descriptive),retrospective maximum task-macro score,descriptive; member and floor held fixed; no selection or multiplicity correction
T3,C3,gene/CRISPR,unseen-perturbation (LO-gene 10%),Latent,conditioned,Biolord,Biolord,native,dataset,5,pearson_delta,cell-mean,0.5020104061970738,0.4019162915847751,-0.10009411461229874,,,-0.1420815866915709,0.04373770105498781,1/5,per-unit range (n = 5; CI not reported),mixed unit margins (descriptive),retrospective maximum task-macro score,descriptive; member and floor held fixed; no selection or multiplicity correction
T4,C4,complex/Frangieh,"unseen-KO (modality, RNA)",Deterministic shift,diagnostic: linear-shift-KOemb,linear-shift-KOemb,linear-shift-KOemb,diagnostic,modality-fold,2,pearson_delta,cell-mean,0.6598158015070436,0.6143267008940649,-0.04548910061297867,,,-0.057180411623510397,-0.03379778960244695,0/2,per-unit range (n = 2; CI not reported),negative in all units (descriptive),retrospective maximum task-macro score,descriptive; member and floor held fixed; no selection or multiplicity correction
T4,C4,complex/Frangieh,"unseen-KO (modality, RNA)",Flow,conditioned,CellFlow;PerturbNet,PerturbNet,native,modality-fold,2,pearson_delta,cell-mean,0.6598158015070436,0.5958373099689266,-0.06397849153811697,,,-0.06612316388086625,-0.06183381919536768,0/2,per-unit range (n = 2; CI not reported),negative in all units (descriptive),retrospective maximum task-macro score,descriptive; member and floor held fixed; no selection or multiplicity correction
T4,C4,complex/Frangieh,"unseen-KO (modality, RNA)",Foundation,conditioned,scFoundation;scGPT,scGPT,native,modality-fold,2,pearson_delta,cell-mean,0.6598158015070436,0.5682109115041157,-0.09160489000292782,,,-0.10291070160185134,-0.0802990784040043,0/2,per-unit range (n = 2; CI not reported),negative in all units (descriptive),retrospective maximum task-macro score,descriptive; member and floor held fixed; no selection or multiplicity correction
T4,C4,complex/Frangieh,"unseen-KO (modality, RNA)",Graph,conditioned,AttentionPert;GEARS,AttentionPert,native,modality-fold,2,pearson_delta,cell-mean,0.6598158015070436,0.5032073725647422,-0.1566084289423013,,,-0.15800554811336442,-0.15521130977123815,0/2,per-unit range (n = 2; CI not reported),negative in all units (descriptive),retrospective maximum task-macro score,descriptive; member and floor held fixed; no selection or multiplicity correction
T4,C4,complex/Frangieh,"unseen-KO (modality, RNA)",Hybrid,conditioned,PertAdapt;STATE,PertAdapt,native,modality-fold,2,pearson_delta,cell-mean,0.6598158015070436,0.5153788628786999,-0.14443693862834367,,,-0.16821149897734933,-0.12066237827933801,0/2,per-unit range (n = 2; CI not reported),negative in all units (descriptive),retrospective maximum task-macro score,descriptive; member and floor held fixed; no selection or multiplicity correction
T4,C4,complex/Frangieh,"unseen-KO (modality, RNA)",Latent,conditioned,Biolord,Biolord,native,modality-fold,2,pearson_delta,cell-mean,0.6598158015070436,0.6115047527198569,-0.04831104878718662,,,-0.051252133443756676,-0.04536996413061656,0/2,per-unit range (n = 2; CI not reported),negative in all units (descriptive),retrospective maximum task-macro score,descriptive; member and floor held fixed; no selection or multiplicity correction
T5u,C5,small-mol/OP3,unseen-compound,Chemistry,conditioned,PRnet,PRnet,native,compound,28,pearson_delta,cell-mean,0.17217958258837587,0.13430073623254726,-0.037878846355828624,-0.052259643314289825,-0.023170484145510154,-0.1217063583801675,0.038159914555438545,6/28,bootstrap 95% CI,negative margin CI (unadjusted),retrospective maximum task-macro score,descriptive; member and floor held fixed; no selection or multiplicity correction
T5u,C5,small-mol/OP3,unseen-compound,Chemistry,diagnostic: FP-ridge,FP-ridge,FP-ridge,diagnostic,compound,28,pearson_delta,cell-mean,0.17217958258837587,0.1642003833460359,-0.00797919924233997,-0.030822678884539247,0.018930824833357847,-0.1098656610444349,0.250186318413312,7/28,bootstrap 95% CI,inconclusive (interval spans zero),retrospective maximum task-macro score,descriptive; member and floor held fixed; no selection or multiplicity correction
T5u,C5,small-mol/OP3,unseen-compound,Flow,conditioned,CellFlow;PerturbNet,CellFlow,native,compound,28,pearson_delta,cell-mean,0.17217958258837587,0.16610773952742774,-0.006071843060948136,-0.01851484180120305,0.00802962076619857,-0.05911533396149624,0.12331118689616463,9/28,bootstrap 95% CI,inconclusive (interval spans zero),retrospective maximum task-macro score,descriptive; member and floor held fixed; no selection or multiplicity correction
T5u,C5,small-mol/OP3,unseen-compound,Foundation,conditioned,scFoundation;scGPT,scFoundation,adapted,compound,28,pearson_delta,cell-mean,0.17217958258837587,0.17684952303783136,0.004669940449455498,-0.016810487245748778,0.02947148221014656,-0.11833348809722058,0.2418895368975676,12/28,bootstrap 95% CI,inconclusive (interval spans zero),retrospective maximum task-macro score,descriptive; member and floor held fixed; no selection or multiplicity correction
T5u,C5,small-mol/OP3,unseen-compound,Hybrid,conditioned,STATE,STATE,native,compound,28,pearson_delta,cell-mean,0.17217958258837587,0.11502123624204977,-0.05715834634632609,-0.06884794796293586,-0.044624782529545444,-0.10420348393624539,0.0493272820209401,1/28,bootstrap 95% CI,negative margin CI (unadjusted),retrospective maximum task-macro score,descriptive; member and floor held fixed; no selection or multiplicity correction
T5u,C5,small-mol/OP3,unseen-compound,Latent,conditioned,Biolord;CPA,Biolord,native,compound,28,pearson_delta,cell-mean,0.17217958258837587,0.1266751625002205,-0.04550442008815536,-0.07685157059927948,-0.004806396160152789,-0.16931618024503553,0.40858679912466256,5/28,bootstrap 95% CI,negative margin CI (unadjusted),retrospective maximum task-macro score,descriptive; member and floor held fixed; no selection or multiplicity correction
T5c,C5,small-mol/OP3,cell-context (LOCT),Chemistry,conditioned,PRnet,PRnet,native,lineage,4,pearson_delta,linear-PCA,0.2694297537764211,0.09443091810221138,-0.1749988356742097,,,-0.208731229709739,-0.14343823830248525,0/4,per-unit range (n = 4; CI not reported),negative in all units (descriptive),retrospective maximum task-macro score,descriptive; member and floor held fixed; no selection or multiplicity correction
T5c,C5,small-mol/OP3,cell-context (LOCT),Chemistry,diagnostic: FP-ridge,FP-ridge,FP-ridge,diagnostic,lineage,4,pearson_delta,linear-PCA,0.2694297537764211,0.38744925741192343,0.11801950363550237,,,0.10473701007474301,0.1304307331243389,4/4,per-unit range (n = 4; CI not reported),positive in all units (descriptive),retrospective maximum task-macro score,descriptive; member and floor held fixed; no selection or multiplicity correction
T5c,C5,small-mol/OP3,cell-context (LOCT),Flow,conditioned,CellFlow;PerturbNet,PerturbNet,native,lineage,4,pearson_delta,linear-PCA,0.2694297537764211,0.1490983724709651,-0.12033138130545601,,,-0.1866550931360584,-0.03699626878954307,0/4,per-unit range (n = 4; CI not reported),negative in all units (descriptive),retrospective maximum task-macro score,descriptive; member and floor held fixed; no selection or multiplicity correction
T5c,C5,small-mol/OP3,cell-context (LOCT),Foundation,conditioned,scFoundation;scGPT,scGPT,adapted,lineage,4,pearson_delta,linear-PCA,0.2694297537764211,0.34673692626897196,0.07730717249255084,,,0.0475944085908756,0.09331277333774318,4/4,per-unit range (n = 4; CI not reported),positive in all units (descriptive),retrospective maximum task-macro score,descriptive; member and floor held fixed; no selection or multiplicity correction
T5c,C5,small-mol/OP3,cell-context (LOCT),Hybrid,conditioned,STATE,STATE,native,lineage,4,pearson_delta,linear-PCA,0.2694297537764211,0.041669246407363324,-0.22776050736905779,,,-0.2801795209422448,-0.18946189296379914,0/4,per-unit range (n = 4; CI not reported),negative in all units (descriptive),retrospective maximum task-macro score,descriptive; member and floor held fixed; no selection or multiplicity correction
T5c,C5,small-mol/OP3,cell-context (LOCT),Latent,conditioned,CPA;scGen,scGen,native,lineage,4,pearson_delta,linear-PCA,0.2694297537764211,0.18041057133759072,-0.08901918243883038,,,-0.17225933360119589,-0.017910136965558487,0/4,per-unit range (n = 4; CI not reported),negative in all units (descriptive),retrospective maximum task-macro score,descriptive; member and floor held fixed; no selection or multiplicity correction
T5c,C5,small-mol/OP3,cell-context (LOCT),OT,conditioned,CellOT;scPRAM,CellOT,native,lineage,4,pearson_delta,linear-PCA,0.2694297537764211,0.19362945469929058,-0.07580029907713051,,,-0.15171204599048763,-0.003642077522320486,0/4,per-unit range (n = 4; CI not reported),negative in all units (descriptive),retrospective maximum task-macro score,descriptive; member and floor held fixed; no selection or multiplicity correction
