task,method,gene_mask,model,program,unit,correlation,correlation_status,row,column
T3,mean_expression_delta,benchmark_mask,CellFlow,proliferation,schmidt,0.1202288276874992,estimable,4,5
T3,mean_expression_delta,benchmark_mask,CellFlow,effector_cytokine,chen,0.3210322069521973,estimable,4,6
T3,mean_expression_delta,benchmark_mask,CellFlow,effector_cytokine,schmidt,-0.4241024462630631,estimable,4,7
T3,mean_expression_delta,benchmark_mask,CellFlow,Treg_exhaustion,chen,0.0945899932573759,estimable,4,8
T3,mean_expression_delta,benchmark_mask,CellFlow,Treg_exhaustion,schmidt,-0.29153268457162,estimable,4,9
T3,mean_expression_delta,benchmark_mask,GEARS,TCR_activation,chen,0.1669523701633106,estimable,5,0
T3,mean_expression_delta,benchmark_mask,GEARS,TCR_activation,schmidt,0.6004425917886591,estimable,5,1
T3,mean_expression_delta,benchmark_mask,GEARS,IL2_STAT5,chen,0.099850252927973,estimable,5,2
T3,mean_expression_delta,benchmark_mask,GEARS,IL2_STAT5,schmidt,0.0571866952709137,estimable,5,3
T3,mean_expression_delta,benchmark_mask,GEARS,proliferation,chen,0.1211948406284494,estimable,5,4
T3,mean_expression_delta,benchmark_mask,GEARS,proliferation,schmidt,0.3616635296039374,estimable,5,5
T3,mean_expression_delta,benchmark_mask,GEARS,effector_cytokine,chen,-0.1900621931413195,estimable,5,6
T3,mean_expression_delta,benchmark_mask,GEARS,effector_cytokine,schmidt,0.4014525224699897,estimable,5,7
T3,mean_expression_delta,benchmark_mask,GEARS,Treg_exhaustion,chen,0.346805589212365,estimable,5,8
T3,mean_expression_delta,benchmark_mask,GEARS,Treg_exhaustion,schmidt,0.3811357708938485,estimable,5,9
T3,mean_expression_delta,benchmark_mask,AttentionPert,TCR_activation,chen,0.1256463927608614,estimable,6,0
T3,mean_expression_delta,benchmark_mask,AttentionPert,TCR_activation,schmidt,0.278238854156003,estimable,6,1
T3,mean_expression_delta,benchmark_mask,AttentionPert,IL2_STAT5,chen,0.0731754210654462,estimable,6,2
T3,mean_expression_delta,benchmark_mask,AttentionPert,IL2_STAT5,schmidt,-0.4922677620441495,estimable,6,3
T3,mean_expression_delta,benchmark_mask,AttentionPert,proliferation,chen,0.3055567777643752,estimable,6,4
T3,mean_expression_delta,benchmark_mask,AttentionPert,proliferation,schmidt,0.603701995494105,estimable,6,5
T3,mean_expression_delta,benchmark_mask,AttentionPert,effector_cytokine,chen,-0.0400614765361379,estimable,6,6
T3,mean_expression_delta,benchmark_mask,AttentionPert,effector_cytokine,schmidt,0.5169101064690551,estimable,6,7
T3,mean_expression_delta,benchmark_mask,AttentionPert,Treg_exhaustion,chen,0.2574246773240208,estimable,6,8
T3,mean_expression_delta,benchmark_mask,AttentionPert,Treg_exhaustion,schmidt,0.0392713707250035,estimable,6,9
T3,mean_expression_delta,benchmark_mask,PerturbNet,TCR_activation,chen,0.5225123584324943,estimable,7,0
T3,mean_expression_delta,benchmark_mask,PerturbNet,TCR_activation,schmidt,0.7587554170521521,estimable,7,1
T3,mean_expression_delta,benchmark_mask,PerturbNet,IL2_STAT5,chen,0.4689118440640403,estimable,7,2
T3,mean_expression_delta,benchmark_mask,PerturbNet,IL2_STAT5,schmidt,0.4304878593092094,estimable,7,3
T3,mean_expression_delta,benchmark_mask,PerturbNet,proliferation,chen,0.1264066054181001,estimable,7,4
T3,mean_expression_delta,benchmark_mask,PerturbNet,proliferation,schmidt,0.671341194835049,estimable,7,5
T3,mean_expression_delta,benchmark_mask,PerturbNet,effector_cytokine,chen,0.3786099693294094,estimable,7,6
T3,mean_expression_delta,benchmark_mask,PerturbNet,effector_cytokine,schmidt,0.2482205116630253,estimable,7,7
T3,mean_expression_delta,benchmark_mask,PerturbNet,Treg_exhaustion,chen,0.5210032243629902,estimable,7,8
T3,mean_expression_delta,benchmark_mask,PerturbNet,Treg_exhaustion,schmidt,0.2563781156880867,estimable,7,9
T3,mean_expression_delta,benchmark_mask,STATE,TCR_activation,chen,-0.1344458022118241,estimable,8,0
T3,mean_expression_delta,benchmark_mask,STATE,TCR_activation,schmidt,0.7892417243782088,estimable,8,1
T3,mean_expression_delta,benchmark_mask,STATE,IL2_STAT5,chen,-0.1958934259089441,estimable,8,2
T3,mean_expression_delta,benchmark_mask,STATE,IL2_STAT5,schmidt,-0.0726064863783894,estimable,8,3
T3,mean_expression_delta,benchmark_mask,STATE,proliferation,chen,-0.1817639068703385,estimable,8,4
T3,mean_expression_delta,benchmark_mask,STATE,proliferation,schmidt,0.0882538921037381,estimable,8,5
T3,mean_expression_delta,benchmark_mask,STATE,effector_cytokine,chen,-0.0904604914625999,estimable,8,6
T3,mean_expression_delta,benchmark_mask,STATE,effector_cytokine,schmidt,-0.3095056249194505,estimable,8,7
T3,mean_expression_delta,benchmark_mask,STATE,Treg_exhaustion,chen,-0.1306355614660005,estimable,8,8
T3,mean_expression_delta,benchmark_mask,STATE,Treg_exhaustion,schmidt,0.6886832101376871,estimable,8,9
T3,mean_expression_delta,benchmark_mask,PertAdapt,TCR_activation,chen,0.3236299314979212,estimable,9,0
T3,mean_expression_delta,benchmark_mask,PertAdapt,TCR_activation,schmidt,0.135781173256042,estimable,9,1
T3,mean_expression_delta,benchmark_mask,PertAdapt,IL2_STAT5,chen,0.2114671176533277,estimable,9,2
T3,mean_expression_delta,benchmark_mask,PertAdapt,IL2_STAT5,schmidt,-0.4033665591439227,estimable,9,3
T3,mean_expression_delta,benchmark_mask,PertAdapt,proliferation,chen,0.0382153766683134,estimable,9,4
T3,mean_expression_delta,benchmark_mask,PertAdapt,proliferation,schmidt,0.2962960621749372,estimable,9,5
T3,mean_expression_delta,benchmark_mask,PertAdapt,effector_cytokine,chen,0.0968773828850277,estimable,9,6
T3,mean_expression_delta,benchmark_mask,PertAdapt,effector_cytokine,schmidt,0.8574552890202487,estimable,9,7
T3,mean_expression_delta,benchmark_mask,PertAdapt,Treg_exhaustion,chen,0.3022504358302646,estimable,9,8
T3,mean_expression_delta,benchmark_mask,PertAdapt,Treg_exhaustion,schmidt,0.0975901904439653,estimable,9,9
T3,mean_expression_delta,benchmark_mask,scGPT,TCR_activation,chen,0.281164307187323,estimable,10,0
T3,mean_expression_delta,benchmark_mask,scGPT,TCR_activation,schmidt,-0.3709682331272553,estimable,10,1
T3,mean_expression_delta,benchmark_mask,scGPT,IL2_STAT5,chen,0.1000378080235356,estimable,10,2
T3,mean_expression_delta,benchmark_mask,scGPT,IL2_STAT5,schmidt,-0.1461123820577636,estimable,10,3
T3,mean_expression_delta,benchmark_mask,scGPT,proliferation,chen,0.1332463005076931,estimable,10,4
T3,mean_expression_delta,benchmark_mask,scGPT,proliferation,schmidt,-0.3700629024391598,estimable,10,5
T3,mean_expression_delta,benchmark_mask,scGPT,effector_cytokine,chen,0.2449054323741764,estimable,10,6
T3,mean_expression_delta,benchmark_mask,scGPT,effector_cytokine,schmidt,0.2662704080870696,estimable,10,7
T3,mean_expression_delta,benchmark_mask,scGPT,Treg_exhaustion,chen,0.5047456276390577,estimable,10,8
T3,mean_expression_delta,benchmark_mask,scGPT,Treg_exhaustion,schmidt,0.0360383418337765,estimable,10,9
T3,mean_expression_delta,benchmark_mask,scFoundation,TCR_activation,chen,0.0690980418229288,estimable,11,0
T3,mean_expression_delta,benchmark_mask,scFoundation,TCR_activation,schmidt,0.7753897680041234,estimable,11,1
T3,mean_expression_delta,benchmark_mask,scFoundation,IL2_STAT5,chen,0.0903406408722201,estimable,11,2
T3,mean_expression_delta,benchmark_mask,scFoundation,IL2_STAT5,schmidt,-0.0635376750226484,estimable,11,3
T3,mean_expression_delta,benchmark_mask,scFoundation,proliferation,chen,0.1598422092689806,estimable,11,4
T3,mean_expression_delta,benchmark_mask,scFoundation,proliferation,schmidt,0.4696099105887474,estimable,11,5
T3,mean_expression_delta,benchmark_mask,scFoundation,effector_cytokine,chen,0.1984321632653783,estimable,11,6
T3,mean_expression_delta,benchmark_mask,scFoundation,effector_cytokine,schmidt,0.5598013571489572,estimable,11,7
T3,mean_expression_delta,benchmark_mask,scFoundation,Treg_exhaustion,chen,0.1265139703880859,estimable,11,8
T3,mean_expression_delta,benchmark_mask,scFoundation,Treg_exhaustion,schmidt,0.2482935275234823,estimable,11,9
T3,rank_top5_mean_profile,all_measured_original_members,cell-mean,TCR_activation,chen,,constant_predicted_score,0,0
T3,rank_top5_mean_profile,all_measured_original_members,cell-mean,TCR_activation,schmidt,,constant_observed_score,0,1
T3,rank_top5_mean_profile,all_measured_original_members,cell-mean,IL2_STAT5,chen,,constant_predicted_score,0,2
T3,rank_top5_mean_profile,all_measured_original_members,cell-mean,IL2_STAT5,schmidt,,constant_observed_score,0,3
T3,rank_top5_mean_profile,all_measured_original_members,cell-mean,proliferation,chen,,constant_observed_score,0,4
T3,rank_top5_mean_profile,all_measured_original_members,cell-mean,proliferation,schmidt,,constant_observed_score,0,5
T3,rank_top5_mean_profile,all_measured_original_members,cell-mean,effector_cytokine,chen,,constant_observed_score,0,6
T3,rank_top5_mean_profile,all_measured_original_members,cell-mean,effector_cytokine,schmidt,,constant_observed_score,0,7
T3,rank_top5_mean_profile,all_measured_original_members,cell-mean,Treg_exhaustion,chen,,constant_predicted_score,0,8
T3,rank_top5_mean_profile,all_measured_original_members,cell-mean,Treg_exhaustion,schmidt,,constant_observed_score,0,9
T3,rank_top5_mean_profile,all_measured_original_members,linear-PCA,TCR_activation,chen,,constant_predicted_score,1,0
T3,rank_top5_mean_profile,all_measured_original_members,linear-PCA,TCR_activation,schmidt,,constant_observed_score,1,1
T3,rank_top5_mean_profile,all_measured_original_members,linear-PCA,IL2_STAT5,chen,,constant_predicted_score,1,2
T3,rank_top5_mean_profile,all_measured_original_members,linear-PCA,IL2_STAT5,schmidt,,constant_observed_score,1,3
T3,rank_top5_mean_profile,all_measured_original_members,linear-PCA,proliferation,chen,,constant_observed_score,1,4
T3,rank_top5_mean_profile,all_measured_original_members,linear-PCA,proliferation,schmidt,,constant_observed_score,1,5
T3,rank_top5_mean_profile,all_measured_original_members,linear-PCA,effector_cytokine,chen,,constant_observed_score,1,6
T3,rank_top5_mean_profile,all_measured_original_members,linear-PCA,effector_cytokine,schmidt,,constant_observed_score,1,7
T3,rank_top5_mean_profile,all_measured_original_members,linear-PCA,Treg_exhaustion,chen,,constant_predicted_score,1,8
T3,rank_top5_mean_profile,all_measured_original_members,linear-PCA,Treg_exhaustion,schmidt,,constant_observed_score,1,9
T3,rank_top5_mean_profile,all_measured_original_members,linear-shift-KOemb,TCR_activation,chen,,constant_predicted_score,2,0
T3,rank_top5_mean_profile,all_measured_original_members,linear-shift-KOemb,TCR_activation,schmidt,,constant_observed_score,2,1
T3,rank_top5_mean_profile,all_measured_original_members,linear-shift-KOemb,IL2_STAT5,chen,,constant_predicted_score,2,2
T3,rank_top5_mean_profile,all_measured_original_members,linear-shift-KOemb,IL2_STAT5,schmidt,,constant_observed_score,2,3
T3,rank_top5_mean_profile,all_measured_original_members,linear-shift-KOemb,proliferation,chen,,constant_observed_score,2,4
T3,rank_top5_mean_profile,all_measured_original_members,linear-shift-KOemb,proliferation,schmidt,,constant_observed_score,2,5
T3,rank_top5_mean_profile,all_measured_original_members,linear-shift-KOemb,effector_cytokine,chen,,constant_observed_score,2,6
T3,rank_top5_mean_profile,all_measured_original_members,linear-shift-KOemb,effector_cytokine,schmidt,,constant_observed_score,2,7
T3,rank_top5_mean_profile,all_measured_original_members,linear-shift-KOemb,Treg_exhaustion,chen,0.0054458444551864,estimable,2,8
T3,rank_top5_mean_profile,all_measured_original_members,linear-shift-KOemb,Treg_exhaustion,schmidt,,constant_observed_score,2,9
T3,rank_top5_mean_profile,all_measured_original_members,Biolord,TCR_activation,chen,0.1536411712073307,estimable,3,0
T3,rank_top5_mean_profile,all_measured_original_members,Biolord,TCR_activation,schmidt,,constant_observed_score,3,1
T3,rank_top5_mean_profile,all_measured_original_members,Biolord,IL2_STAT5,chen,0.1096564629983139,estimable,3,2
T3,rank_top5_mean_profile,all_measured_original_members,Biolord,IL2_STAT5,schmidt,,constant_observed_score,3,3
T3,rank_top5_mean_profile,all_measured_original_members,Biolord,proliferation,chen,,constant_observed_score,3,4
T3,rank_top5_mean_profile,all_measured_original_members,Biolord,proliferation,schmidt,,constant_observed_score,3,5
T3,rank_top5_mean_profile,all_measured_original_members,Biolord,effector_cytokine,chen,,constant_observed_score,3,6
T3,rank_top5_mean_profile,all_measured_original_members,Biolord,effector_cytokine,schmidt,,constant_observed_score,3,7
T3,rank_top5_mean_profile,all_measured_original_members,Biolord,Treg_exhaustion,chen,-0.0609381234400924,estimable,3,8
T3,rank_top5_mean_profile,all_measured_original_members,Biolord,Treg_exhaustion,schmidt,,constant_observed_score,3,9
T3,rank_top5_mean_profile,all_measured_original_members,CellFlow,TCR_activation,chen,-0.1903291734637701,estimable,4,0
T3,rank_top5_mean_profile,all_measured_original_members,CellFlow,TCR_activation,schmidt,,constant_observed_score,4,1
T3,rank_top5_mean_profile,all_measured_original_members,CellFlow,IL2_STAT5,chen,-0.0461941811699954,estimable,4,2
T3,rank_top5_mean_profile,all_measured_original_members,CellFlow,IL2_STAT5,schmidt,,constant_observed_score,4,3
T3,rank_top5_mean_profile,all_measured_original_members,CellFlow,proliferation,chen,,constant_observed_score,4,4
T3,rank_top5_mean_profile,all_measured_original_members,CellFlow,proliferation,schmidt,,constant_observed_score,4,5
T3,rank_top5_mean_profile,all_measured_original_members,CellFlow,effector_cytokine,chen,,constant_observed_score,4,6
T3,rank_top5_mean_profile,all_measured_original_members,CellFlow,effector_cytokine,schmidt,,constant_observed_score,4,7
T3,rank_top5_mean_profile,all_measured_original_members,CellFlow,Treg_exhaustion,chen,-0.0418272423079706,estimable,4,8
T3,rank_top5_mean_profile,all_measured_original_members,CellFlow,Treg_exhaustion,schmidt,,constant_observed_score,4,9
T3,rank_top5_mean_profile,all_measured_original_members,GEARS,TCR_activation,chen,0.3173504632762086,estimable,5,0
T3,rank_top5_mean_profile,all_measured_original_members,GEARS,TCR_activation,schmidt,,constant_observed_score,5,1
T3,rank_top5_mean_profile,all_measured_original_members,GEARS,IL2_STAT5,chen,0.3681937088166085,estimable,5,2
T3,rank_top5_mean_profile,all_measured_original_members,GEARS,IL2_STAT5,schmidt,,constant_observed_score,5,3
T3,rank_top5_mean_profile,all_measured_original_members,GEARS,proliferation,chen,,constant_observed_score,5,4
T3,rank_top5_mean_profile,all_measured_original_members,GEARS,proliferation,schmidt,,constant_observed_score,5,5
T3,rank_top5_mean_profile,all_measured_original_members,GEARS,effector_cytokine,chen,,constant_observed_score,5,6
T3,rank_top5_mean_profile,all_measured_original_members,GEARS,effector_cytokine,schmidt,,constant_observed_score,5,7
T3,rank_top5_mean_profile,all_measured_original_members,GEARS,Treg_exhaustion,chen,0.0890589697660701,estimable,5,8
T3,rank_top5_mean_profile,all_measured_original_members,GEARS,Treg_exhaustion,schmidt,,constant_observed_score,5,9
T3,rank_top5_mean_profile,all_measured_original_members,AttentionPert,TCR_activation,chen,-0.1652211678759189,estimable,6,0
T3,rank_top5_mean_profile,all_measured_original_members,AttentionPert,TCR_activation,schmidt,,constant_observed_score,6,1
T3,rank_top5_mean_profile,all_measured_original_members,AttentionPert,IL2_STAT5,chen,-0.1780259658316976,estimable,6,2
T3,rank_top5_mean_profile,all_measured_original_members,AttentionPert,IL2_STAT5,schmidt,,constant_observed_score,6,3
T3,rank_top5_mean_profile,all_measured_original_members,AttentionPert,proliferation,chen,,constant_observed_score,6,4
T3,rank_top5_mean_profile,all_measured_original_members,AttentionPert,proliferation,schmidt,,constant_observed_score,6,5
T3,rank_top5_mean_profile,all_measured_original_members,AttentionPert,effector_cytokine,chen,,constant_observed_score,6,6
T3,rank_top5_mean_profile,all_measured_original_members,AttentionPert,effector_cytokine,schmidt,,constant_observed_score,6,7
T3,rank_top5_mean_profile,all_measured_original_members,AttentionPert,Treg_exhaustion,chen,-0.1037259328171453,estimable,6,8
T3,rank_top5_mean_profile,all_measured_original_members,AttentionPert,Treg_exhaustion,schmidt,,constant_observed_score,6,9
T3,rank_top5_mean_profile,all_measured_original_members,PerturbNet,TCR_activation,chen,0.1164466583001064,estimable,7,0
T3,rank_top5_mean_profile,all_measured_original_members,PerturbNet,TCR_activation,schmidt,,constant_observed_score,7,1
T3,rank_top5_mean_profile,all_measured_original_members,PerturbNet,IL2_STAT5,chen,0.1863886013961383,estimable,7,2
T3,rank_top5_mean_profile,all_measured_original_members,PerturbNet,IL2_STAT5,schmidt,,constant_observed_score,7,3
T3,rank_top5_mean_profile,all_measured_original_members,PerturbNet,proliferation,chen,,constant_observed_score,7,4
T3,rank_top5_mean_profile,all_measured_original_members,PerturbNet,proliferation,schmidt,,constant_observed_score,7,5
T3,rank_top5_mean_profile,all_measured_original_members,PerturbNet,effector_cytokine,chen,,constant_observed_score,7,6
T3,rank_top5_mean_profile,all_measured_original_members,PerturbNet,effector_cytokine,schmidt,,constant_observed_score,7,7
T3,rank_top5_mean_profile,all_measured_original_members,PerturbNet,Treg_exhaustion,chen,0.0259378022937974,estimable,7,8
T3,rank_top5_mean_profile,all_measured_original_members,PerturbNet,Treg_exhaustion,schmidt,,constant_observed_score,7,9
T3,rank_top5_mean_profile,all_measured_original_members,STATE,TCR_activation,chen,-0.2164042429917871,estimable,8,0
T3,rank_top5_mean_profile,all_measured_original_members,STATE,TCR_activation,schmidt,,constant_observed_score,8,1
T3,rank_top5_mean_profile,all_measured_original_members,STATE,IL2_STAT5,chen,0.0552536335920158,estimable,8,2
T3,rank_top5_mean_profile,all_measured_original_members,STATE,IL2_STAT5,schmidt,,constant_observed_score,8,3
T3,rank_top5_mean_profile,all_measured_original_members,STATE,proliferation,chen,,constant_observed_score,8,4
T3,rank_top5_mean_profile,all_measured_original_members,STATE,proliferation,schmidt,,constant_observed_score,8,5
T3,rank_top5_mean_profile,all_measured_original_members,STATE,effector_cytokine,chen,,constant_observed_score,8,6
T3,rank_top5_mean_profile,all_measured_original_members,STATE,effector_cytokine,schmidt,,constant_observed_score,8,7
T3,rank_top5_mean_profile,all_measured_original_members,STATE,Treg_exhaustion,chen,0.1866500316909899,estimable,8,8
T3,rank_top5_mean_profile,all_measured_original_members,STATE,Treg_exhaustion,schmidt,,constant_observed_score,8,9
T3,rank_top5_mean_profile,all_measured_original_members,PertAdapt,TCR_activation,chen,-0.1085453548885566,estimable,9,0
T3,rank_top5_mean_profile,all_measured_original_members,PertAdapt,TCR_activation,schmidt,,constant_observed_score,9,1
T3,rank_top5_mean_profile,all_measured_original_members,PertAdapt,IL2_STAT5,chen,-0.1700603995208328,estimable,9,2
T3,rank_top5_mean_profile,all_measured_original_members,PertAdapt,IL2_STAT5,schmidt,,constant_observed_score,9,3
T3,rank_top5_mean_profile,all_measured_original_members,PertAdapt,proliferation,chen,,constant_observed_score,9,4
T3,rank_top5_mean_profile,all_measured_original_members,PertAdapt,proliferation,schmidt,,constant_observed_score,9,5
T3,rank_top5_mean_profile,all_measured_original_members,PertAdapt,effector_cytokine,chen,,constant_observed_score,9,6
T3,rank_top5_mean_profile,all_measured_original_members,PertAdapt,effector_cytokine,schmidt,,constant_observed_score,9,7
T3,rank_top5_mean_profile,all_measured_original_members,PertAdapt,Treg_exhaustion,chen,0.045787508911052,estimable,9,8
T3,rank_top5_mean_profile,all_measured_original_members,PertAdapt,Treg_exhaustion,schmidt,,constant_observed_score,9,9
T3,rank_top5_mean_profile,all_measured_original_members,scGPT,TCR_activation,chen,0.1535412957539858,estimable,10,0
T3,rank_top5_mean_profile,all_measured_original_members,scGPT,TCR_activation,schmidt,,constant_observed_score,10,1
T3,rank_top5_mean_profile,all_measured_original_members,scGPT,IL2_STAT5,chen,,constant_predicted_score,10,2
T3,rank_top5_mean_profile,all_measured_original_members,scGPT,IL2_STAT5,schmidt,,constant_observed_score,10,3
T3,rank_top5_mean_profile,all_measured_original_members,scGPT,proliferation,chen,,constant_observed_score,10,4
T3,rank_top5_mean_profile,all_measured_original_members,scGPT,proliferation,schmidt,,constant_observed_score,10,5
T3,rank_top5_mean_profile,all_measured_original_members,scGPT,effector_cytokine,chen,,constant_observed_score,10,6
T3,rank_top5_mean_profile,all_measured_original_members,scGPT,effector_cytokine,schmidt,,constant_observed_score,10,7
T3,rank_top5_mean_profile,all_measured_original_members,scGPT,Treg_exhaustion,chen,0.4231260889661853,estimable,10,8
T3,rank_top5_mean_profile,all_measured_original_members,scGPT,Treg_exhaustion,schmidt,,constant_observed_score,10,9
T3,rank_top5_mean_profile,all_measured_original_members,scFoundation,TCR_activation,chen,0.2586805709803828,estimable,11,0
T3,rank_top5_mean_profile,all_measured_original_members,scFoundation,TCR_activation,schmidt,,constant_observed_score,11,1
T3,rank_top5_mean_profile,all_measured_original_members,scFoundation,IL2_STAT5,chen,0.3217570626450381,estimable,11,2
T3,rank_top5_mean_profile,all_measured_original_members,scFoundation,IL2_STAT5,schmidt,,constant_observed_score,11,3
T3,rank_top5_mean_profile,all_measured_original_members,scFoundation,proliferation,chen,,constant_observed_score,11,4
T3,rank_top5_mean_profile,all_measured_original_members,scFoundation,proliferation,schmidt,,constant_observed_score,11,5
T3,rank_top5_mean_profile,all_measured_original_members,scFoundation,effector_cytokine,chen,,constant_observed_score,11,6
T3,rank_top5_mean_profile,all_measured_original_members,scFoundation,effector_cytokine,schmidt,,constant_observed_score,11,7
T3,rank_top5_mean_profile,all_measured_original_members,scFoundation,Treg_exhaustion,chen,0.3158597489993098,estimable,11,8
T3,rank_top5_mean_profile,all_measured_original_members,scFoundation,Treg_exhaustion,schmidt,,constant_observed_score,11,9
T5c,mean_expression_delta,benchmark_mask,cell-mean,type_I_IFN,B,,numerically_constant_predicted_profile,0,0
T5c,mean_expression_delta,benchmark_mask,cell-mean,type_I_IFN,Mono,,numerically_constant_predicted_profile,0,1
T5c,mean_expression_delta,benchmark_mask,cell-mean,type_I_IFN,NK,,numerically_constant_predicted_profile,0,2
T5c,mean_expression_delta,benchmark_mask,cell-mean,type_I_IFN,T_cells,,numerically_constant_predicted_profile,0,3
T5c,mean_expression_delta,benchmark_mask,cell-mean,inflammatory_NFkB,B,,numerically_constant_predicted_profile,0,4
T5c,mean_expression_delta,benchmark_mask,cell-mean,inflammatory_NFkB,Mono,,numerically_constant_predicted_profile,0,5
T5c,mean_expression_delta,benchmark_mask,cell-mean,inflammatory_NFkB,NK,,numerically_constant_predicted_profile,0,6
T5c,mean_expression_delta,benchmark_mask,cell-mean,inflammatory_NFkB,T_cells,,numerically_constant_predicted_profile,0,7
T5c,mean_expression_delta,benchmark_mask,cell-mean,effector_lymphocyte,B,,numerically_constant_predicted_profile,0,8
