task,model,unit,status,scope,gene_mask,method,program,n_strata,full_n_strata,n_measured,n_listed,measured_genes,correlation,correlation_status,raw_numerical_status,observed_eligible,observed_sd,predicted_sd,observed_profile_max_range,predicted_profile_max_range,rmse,mae,sign_agreement,identity_max_error,n_explicit_declined,ranking_universe_size,rank_top_n,best_unit_floor_rmse,rmse_improvement_vs_unit_floor,rmse_skill_vs_unit_floor,floor_definition,fewer_than_three_strata,observed_scalar_constant,predicted_scalar_constant,observed_profile_numerically_constant,predicted_profile_numerically_constant,legacy_priority_numerical_status
T3,linear-shift-KOemb,chen,diagnostic,full_census_strata,all_measured_original_members,mean_expression_delta,TCR_activation,30,30,9,14,CD69;EGR2;IL2RA;IRF4;NFKBIA;NR4A3;REL;TNFRSF4;TNFRSF9,,explicit_declined_strata_on_full_support,estimable,True,0.0240786021150301,0.0031324760444977,0.4181470274925231,0.1178982257843017,0.0245389737308896,0.0189965805521717,0.6999999999999998,0,1,2000,100,0.0251260084059617,0.0005870346750721,0.0233636264697277,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,scFoundation,chen,native,full_census_strata,all_measured_original_members,mean_expression_delta,TCR_activation,30,30,9,14,CD69;EGR2;IL2RA;IRF4;NFKBIA;NR4A3;REL;TNFRSF4;TNFRSF9,,explicit_declined_strata_on_full_support,estimable,True,0.0240786021150301,0.0093630775616135,0.4181470274925231,0.59743332862854,0.0246662533225817,0.0170268766306064,0.6666666666666666,0,3,2000,100,0.0251260084059617,0.00045975508338,0.0182979753867689,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,scGPT,chen,native,full_census_strata,all_measured_original_members,mean_expression_delta,TCR_activation,30,30,9,14,CD69;EGR2;IL2RA;IRF4;NFKBIA;NR4A3;REL;TNFRSF4;TNFRSF9,0.3210821301240604,estimable,estimable,True,0.0240786021150301,0.008404229464365,0.4181470274925231,0.2082476615905761,0.0243664577465447,0.0198175403806898,0.6999999999999998,0,0,2000,100,0.0251260084059617,0.0007595506594169,0.0302296587322942,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,AttentionPert,chen,native,full_census_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,30,30,6,11,CTLA4;FOXP3;IL2RA;LAG3;PDCD1;TNFRSF18,0.302078685351235,estimable,estimable,True,0.02751894140543,0.0178099685291745,0.4181470274925231,0.3453025817871093,0.0400316558973033,0.0342377007007598,0.7666666666666667,0,0,2000,100,0.0277976951042975,-0.0122339607930057,-0.4401070213592774,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,Biolord,chen,native,full_census_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,30,30,6,11,CTLA4;FOXP3;IL2RA;LAG3;PDCD1;TNFRSF18,-0.105729716160736,estimable,estimable,True,0.02751894140543,0.0146163492671373,0.4181470274925231,0.221388816833496,0.0349754338949719,0.0267452104224099,0.7666666666666667,0,0,2000,100,0.0277976951042975,-0.0071777387906744,-0.2582134512859208,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,CellFlow,chen,native,full_census_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,30,30,6,11,CTLA4;FOXP3;IL2RA;LAG3;PDCD1;TNFRSF18,,explicit_declined_strata_on_full_support,estimable,True,0.02751894140543,0.0140143577227495,0.4181470274925231,0.2499444484710693,0.0616699127692927,0.0572628676891326,0.7666666666666667,0,1,2000,100,0.0277976951042975,-0.0338722176649952,-1.2185261237633536,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,GEARS,chen,native,full_census_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,30,30,6,11,CTLA4;FOXP3;IL2RA;LAG3;PDCD1;TNFRSF18,0.3515862050530259,estimable,estimable,True,0.02751894140543,0.0186904476207336,0.4181470274925231,0.3928782939910888,0.0275944126956287,0.0220183536410331,0.6333333333333333,0,0,2000,100,0.0277976951042975,0.0002032824086687,0.0073129231724442,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,PertAdapt,chen,native,full_census_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,30,30,6,11,CTLA4;FOXP3;IL2RA;LAG3;PDCD1;TNFRSF18,0.3185878919438668,estimable,estimable,True,0.02751894140543,0.0421524056138955,0.4181470274925231,0.9982166290283204,0.0423675906362142,0.0358733988470501,0.5333333333333333,0,0,2000,100,0.0277976951042975,-0.0145698955319166,-0.5241404180184769,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,PerturbNet,chen,native,full_census_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,30,30,6,11,CTLA4;FOXP3;IL2RA;LAG3;PDCD1;TNFRSF18,,explicit_declined_strata_on_full_support,estimable,True,0.02751894140543,0.0172784139472392,0.4181470274925231,0.2242279052734375,0.048563657805645,0.0445144759284125,0.7666666666666667,0,1,2000,100,0.0277976951042975,-0.0207659627013474,-0.7470390125308288,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,STATE,chen,native,full_census_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,30,30,6,11,CTLA4;FOXP3;IL2RA;LAG3;PDCD1;TNFRSF18,,explicit_declined_strata_on_full_support,estimable,True,0.02751894140543,0.0117079130134384,0.4181470274925231,2.2778453826904297,0.0349948614135249,0.0234277725219726,0.5999999999999999,0,1,2000,100,0.0277976951042975,-0.0071971663092274,-0.2589123408334221,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,cell-mean,chen,floor,full_census_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,30,30,6,11,CTLA4;FOXP3;IL2RA;LAG3;PDCD1;TNFRSF18,0.1065984356926218,estimable,estimable,True,0.02751894140543,3.1213982868584647e-06,0.4181470274925231,0.0001115798950195,0.0280342820187333,0.0210378602147102,0.7666666666666667,0,0,2000,100,0.0277976951042975,-0.0002365869144358,-0.0085110263116463,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,linear-PCA,chen,floor,full_census_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,30,30,6,11,CTLA4;FOXP3;IL2RA;LAG3;PDCD1;TNFRSF18,0.2101484006771586,estimable,estimable,True,0.02751894140543,1.6590985971686466e-06,0.4181470274925231,0.0001192092895507,0.0277976951042975,0.0205634413494004,0.7666666666666667,0,0,2000,100,0.0277976951042975,0.0,0.0,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,linear-shift-KOemb,chen,diagnostic,full_census_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,30,30,6,11,CTLA4;FOXP3;IL2RA;LAG3;PDCD1;TNFRSF18,,explicit_declined_strata_on_full_support,estimable,True,0.02751894140543,0.0049991289599277,0.4181470274925231,0.1178982257843017,0.027671848034831,0.0204564612772729,0.7666666666666667,0,1,2000,100,0.0277976951042975,0.0001258470694664,0.0045272483561775,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,scFoundation,chen,native,full_census_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,30,30,6,11,CTLA4;FOXP3;IL2RA;LAG3;PDCD1;TNFRSF18,,explicit_declined_strata_on_full_support,estimable,True,0.02751894140543,0.0206322016088432,0.4181470274925231,0.59743332862854,0.0480940704559044,0.0436226063304477,0.6999999999999998,0,3,2000,100,0.0277976951042975,-0.0202963753516068,-0.7301459806453169,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,scGPT,chen,native,full_census_strata,all_measured_original_members,mean_expression_delta,Treg_exhaustion,30,30,6,11,CTLA4;FOXP3;IL2RA;LAG3;PDCD1;TNFRSF18,0.5013953322621117,estimable,estimable,True,0.02751894140543,0.0084023090257911,0.4181470274925231,0.2082476615905761,0.0276619822497829,0.0192674267623159,0.6333333333333333,0,0,2000,100,0.0277976951042975,0.0001357128545146,0.0048821621363004,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,AttentionPert,chen,native,full_census_strata,all_measured_original_members,mean_expression_delta,effector_cytokine,30,30,4,11,CCL5;GZMB;NKG7;TNF,-0.0589767675805284,estimable,estimable,True,0.0299756486915916,0.0115489581601312,0.4181470274925231,0.3453025817871093,0.0346719896409502,0.027282178401947,0.8,0,0,2000,100,0.0299815765968964,-0.0046904130440538,-0.156443175324521,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,Biolord,chen,native,full_census_strata,all_measured_original_members,mean_expression_delta,effector_cytokine,30,30,4,11,CCL5;GZMB;NKG7;TNF,-0.030286994550671,estimable,estimable,True,0.0299756486915916,0.0146598759217414,0.4181470274925231,0.221388816833496,0.0361941633984913,0.0287946703533331,0.8333333333333333,0,0,2000,100,0.0299815765968964,-0.0062125868015949,-0.2072134793017537,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,CellFlow,chen,native,full_census_strata,all_measured_original_members,mean_expression_delta,effector_cytokine,30,30,4,11,CCL5;GZMB;NKG7;TNF,,explicit_declined_strata_on_full_support,estimable,True,0.0299756486915916,0.0042073575314385,0.4181470274925231,0.2499444484710693,0.030414974784212,0.0235277655224005,0.8,0,1,2000,100,0.0299815765968964,-0.0004333981873156,-0.0144554835505377,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,GEARS,chen,native,full_census_strata,all_measured_original_members,mean_expression_delta,effector_cytokine,30,30,4,11,CCL5;GZMB;NKG7;TNF,-0.16193623781876,estimable,estimable,True,0.0299756486915916,0.0265170948430801,0.4181470274925231,0.3928782939910888,0.0431177804010349,0.0335364532967408,0.7666666666666667,0,0,2000,100,0.0299815765968964,-0.0131362038041385,-0.4381425293524547,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,PertAdapt,chen,native,full_census_strata,all_measured_original_members,mean_expression_delta,effector_cytokine,30,30,4,11,CCL5;GZMB;NKG7;TNF,0.1413087917755195,estimable,estimable,True,0.0299756486915916,0.0507714444631856,0.4181470274925231,0.9982166290283204,0.0745774953694521,0.0597603658835093,0.7666666666666667,0,0,2000,100,0.0299815765968964,-0.0445959187725557,-1.4874440851510178,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,PerturbNet,chen,native,full_census_strata,all_measured_original_members,mean_expression_delta,effector_cytokine,30,30,4,11,CCL5;GZMB;NKG7;TNF,,explicit_declined_strata_on_full_support,estimable,True,0.0299756486915916,0.0158500539779929,0.4181470274925231,0.2242279052734375,0.0442316268668951,0.0363244565824667,0.8,0,1,2000,100,0.0299815765968964,-0.0142500502699987,-0.4752935598281342,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,STATE,chen,native,full_census_strata,all_measured_original_members,mean_expression_delta,effector_cytokine,30,30,4,11,CCL5;GZMB;NKG7;TNF,,explicit_declined_strata_on_full_support,estimable,True,0.0299756486915916,0.0132673025329735,0.4181470274925231,2.2778453826904297,0.0390041501015447,0.0315627083182334,0.5666666666666667,0,1,2000,100,0.0299815765968964,-0.0090225735046483,-0.300937259769799,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,cell-mean,chen,floor,full_census_strata,all_measured_original_members,mean_expression_delta,effector_cytokine,30,30,4,11,CCL5;GZMB;NKG7;TNF,0.4384844738260081,estimable,estimable,True,0.0299756486915916,2.2174706004847176e-06,0.4181470274925231,0.0001115798950195,0.0299815765968964,0.0230521582067012,0.8333333333333333,0,0,2000,100,0.0299815765968964,0.0,0.0,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,linear-PCA,chen,floor,full_census_strata,all_measured_original_members,mean_expression_delta,effector_cytokine,30,30,4,11,CCL5;GZMB;NKG7;TNF,-0.4228399733842042,estimable,estimable,True,0.0299756486915916,3.133599369765173e-06,0.4181470274925231,0.0001192092895507,0.0299873166876901,0.0230557322502136,0.8333333333333333,0,0,2000,100,0.0299815765968964,-5.740090793703023e-06,-0.0001914539342235,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,linear-shift-KOemb,chen,diagnostic,full_census_strata,all_measured_original_members,mean_expression_delta,effector_cytokine,30,30,4,11,CCL5;GZMB;NKG7;TNF,,explicit_declined_strata_on_full_support,estimable,True,0.0299756486915916,0.0053072160164578,0.4181470274925231,0.1178982257843017,0.0303511428185215,0.024147223184506,0.8,0,1,2000,100,0.0299815765968964,-0.0003695662216251,-0.01232644388899,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,scFoundation,chen,native,full_census_strata,all_measured_original_members,mean_expression_delta,effector_cytokine,30,30,4,11,CCL5;GZMB;NKG7;TNF,,explicit_declined_strata_on_full_support,estimable,True,0.0299756486915916,0.0490048848586856,0.4181470274925231,0.59743332862854,0.1828420243672523,0.1728994277616341,0.1,0,3,2000,100,0.0299815765968964,-0.1528604477703559,-5.098479303659417,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,scGPT,chen,native,full_census_strata,all_measured_original_members,mean_expression_delta,effector_cytokine,30,30,4,11,CCL5;GZMB;NKG7;TNF,0.1595810127642524,estimable,estimable,True,0.0299756486915916,0.0104332767594803,0.4181470274925231,0.2082476615905761,0.030161805350215,0.0243347917993863,0.8333333333333333,0,0,2000,100,0.0299815765968964,-0.0001802287533186,-0.0060113167410043,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
T3,AttentionPert,chen,native,full_census_strata,all_measured_original_members,mean_expression_delta,proliferation,30,30,8,11,BIRC5;CENPF;MKI67;PCNA;STMN1;TOP2A;TYMS;UBE2C,0.2154954250011016,estimable,estimable,True,0.0171520939095729,0.0093074041193698,0.4181470274925231,0.3453025817871093,0.0377955486650725,0.0341652819265921,0.3666666666666666,0,0,2000,100,0.0171826033726986,-0.0206129452923738,-1.199640406361568,"smaller RMSE of cell-mean and linear-PCA, chosen per unit/program; auxiliary error comparison",False,False,False,False,False,estimable
