task,model,unit,status,scope,n_strata,full_n_strata,n_response_genes,n_explicit_declined,pearson_delta,response_norm_ratio,mean_response_norm_ratio,calibration_slope,mean_calibration_slope,n_norm_estimable,n_slope_estimable,all_response_norms_estimable,includes_declined_placeholders
T1,STATE,Mono_FCGR3A,native,full_census_strata,8,8,2000,0,0.79054217023850493,0.96308590685294337,0.9453905462485821,0.81337880496241555,0.82895338466890112,8,8,True,False
T1,STATE,NK,native,shared_supported_strata,8,8,2000,0,0.57773837211218604,1.0630919867907278,1.0452661338844722,0.54241574371917334,0.55241468455908516,8,8,True,False
T1,STATE,NK,native,full_census_strata,8,8,2000,0,0.57773837211218604,1.0630919867907278,1.0452661338844722,0.54241574371917334,0.55241468455908516,8,8,True,False
T1,cell-mean,B,floor,shared_supported_strata,8,8,2000,0,0.6650275677326013,1.4216905964888586,1.4203719687393093,0.46678040285760303,0.47046875109985697,8,8,True,False
T1,cell-mean,B,floor,full_census_strata,8,8,2000,0,0.6650275677326013,1.4216905964888586,1.4203719687393093,0.46678040285760303,0.47046875109985697,8,8,True,False
T1,cell-mean,CD4T,floor,shared_supported_strata,8,8,2000,0,0.62028341936498421,1.8347386397923748,1.8385855699816458,0.3300494907980821,0.3406183202059121,8,8,True,False
T1,cell-mean,CD4T,floor,full_census_strata,8,8,2000,0,0.62028341936498421,1.8347386397923748,1.8385855699816458,0.3300494907980821,0.3406183202059121,8,8,True,False
T1,cell-mean,CD8T,floor,shared_supported_strata,8,8,2000,0,0.6186532631599474,1.4941294324715004,1.4901175975872571,0.41600734042190746,0.42000027412244867,8,8,True,False
T1,cell-mean,CD8T,floor,full_census_strata,8,8,2000,0,0.6186532631599474,1.4941294324715004,1.4901175975872571,0.41600734042190746,0.42000027412244867,8,8,True,False
T1,cell-mean,DC,floor,shared_supported_strata,8,8,2000,0,0.7118548818589514,1.059914578056381,1.0739653517284231,0.64152956790594007,0.63944233401525197,8,8,True,False
T1,cell-mean,DC,floor,full_census_strata,8,8,2000,0,0.7118548818589514,1.059914578056381,1.0739653517284231,0.64152956790594007,0.63944233401525197,8,8,True,False
T1,cell-mean,Mk,floor,shared_supported_strata,8,8,2000,0,0.5344624507409671,1.0380617768321341,1.0617903022197481,0.45826116770926201,0.50430467478089869,8,8,True,False
T1,cell-mean,Mk,floor,full_census_strata,8,8,2000,0,0.5344624507409671,1.0380617768321341,1.0617903022197481,0.45826116770926201,0.50430467478089869,8,8,True,False
T1,cell-mean,Mono_CD14,floor,shared_supported_strata,8,8,2000,0,0.45585314047845094,0.96201972784116485,0.9610759739092084,0.47324489536459963,0.47365711377472564,8,8,True,False
T1,cell-mean,Mono_CD14,floor,full_census_strata,8,8,2000,0,0.45585314047845094,0.96201972784116485,0.9610759739092084,0.47324489536459963,0.47365711377472564,8,8,True,False
T1,cell-mean,Mono_FCGR3A,floor,shared_supported_strata,8,8,2000,0,0.52873282925827758,0.98555266637971295,0.96649124886950855,0.53112826663512935,0.53297630128705098,8,8,True,False
T1,cell-mean,Mono_FCGR3A,floor,full_census_strata,8,8,2000,0,0.52873282925827758,0.98555266637971295,0.96649124886950855,0.53112826663512935,0.53297630128705098,8,8,True,False
T1,cell-mean,NK,floor,shared_supported_strata,8,8,2000,0,0.58157672025861451,1.3893734901963473,1.3898378632863437,0.41691962595605681,0.42211851623476221,8,8,True,False
T1,cell-mean,NK,floor,full_census_strata,8,8,2000,0,0.58157672025861451,1.3893734901963473,1.3898378632863437,0.41691962595605681,0.42211851623476221,8,8,True,False
T1,linear-PCA,B,floor,shared_supported_strata,8,8,2000,0,0.82917922698699398,0.96542735730527163,0.96453194110075757,0.85768324341670343,0.86101485144993184,8,8,True,False
T1,linear-PCA,B,floor,full_census_strata,8,8,2000,0,0.82917922698699398,0.96542735730527163,0.96453194110075757,0.85768324341670343,0.86101485144993184,8,8,True,False
T1,linear-PCA,CD4T,floor,shared_supported_strata,8,8,2000,0,0.78452063240854053,1.2648796473109785,1.267531744258831,0.61184857509302026,0.62094320254031043,8,8,True,False
T1,linear-PCA,CD4T,floor,full_census_strata,8,8,2000,0,0.78452063240854053,1.2648796473109785,1.267531744258831,0.61184857509302026,0.62094320254031043,8,8,True,False
T1,linear-PCA,CD8T,floor,shared_supported_strata,8,8,2000,0,0.72108610909375237,1.150952293006269,1.1478619258610017,0.66143913581569347,0.62959450931682204,8,8,True,False
T1,linear-PCA,CD8T,floor,full_census_strata,8,8,2000,0,0.72108610909375237,1.150952293006269,1.1478619258610017,0.66143913581569347,0.62959450931682204,8,8,True,False
T1,linear-PCA,DC,floor,shared_supported_strata,8,8,2000,0,0.82228063286257269,0.67240852433425147,0.6813223119279086,1.2111745314483087,1.2043967462487211,8,8,True,False
T1,linear-PCA,DC,floor,full_census_strata,8,8,2000,0,0.82228063286257269,0.67240852433425147,0.6813223119279086,1.2111745314483087,1.2043967462487211,8,8,True,False
T1,linear-PCA,Mk,floor,shared_supported_strata,8,8,2000,0,0.60240601147282535,0.86998586600134553,0.88987242520026499,0.62301264935166878,0.67938430250732051,8,8,True,False
T1,linear-PCA,Mk,floor,full_census_strata,8,8,2000,0,0.60240601147282535,0.86998586600134553,0.88987242520026499,0.62301264935166878,0.67938430250732051,8,8,True,False
T1,linear-PCA,Mono_CD14,floor,shared_supported_strata,8,8,2000,0,0.81903741666431495,0.53202636685130589,0.53150443985075868,1.5247757743160903,1.5369287557349667,8,8,True,False
T1,linear-PCA,Mono_CD14,floor,full_census_strata,8,8,2000,0,0.81903741666431495,0.53202636685130589,0.53150443985075868,1.5247757743160903,1.5369287557349667,8,8,True,False
T1,linear-PCA,Mono_FCGR3A,floor,shared_supported_strata,8,8,2000,0,0.88126687279936755,0.68245578462093448,0.6692565238001742,1.3121827879198933,1.3185757585352689,8,8,True,False
T1,linear-PCA,Mono_FCGR3A,floor,full_census_strata,8,8,2000,0,0.88126687279936755,0.68245578462093448,0.6692565238001742,1.3121827879198933,1.3185757585352689,8,8,True,False
T1,linear-PCA,NK,floor,shared_supported_strata,8,8,2000,0,0.78289524490077944,1.0424016543320427,1.0427500761641881,0.77370746619831809,0.75428287294868346,8,8,True,False
T1,linear-PCA,NK,floor,full_census_strata,8,8,2000,0,0.78289524490077944,1.0424016543320427,1.0427500761641881,0.77370746619831809,0.75428287294868346,8,8,True,False
T1,scFoundation,B,adapted,shared_supported_strata,8,8,2000,0,0.74841285420710557,0.93981731621153497,0.93894567034646115,0.80255648354915898,0.7996116529525743,8,8,True,False
T1,scFoundation,B,adapted,full_census_strata,8,8,2000,0,0.74841285420710557,0.93981731621153497,0.93894567034646115,0.80255648354915898,0.7996116529525743,8,8,True,False
T1,scFoundation,CD4T,adapted,shared_supported_strata,8,8,2000,0,0.7288848259591707,1.0449396217362004,1.0471305661580435,0.6855010830851016,0.69970172235174144,8,8,True,False
T1,scFoundation,CD4T,adapted,full_census_strata,8,8,2000,0,0.7288848259591707,1.0449396217362004,1.0471305661580435,0.6855010830851016,0.69970172235174144,8,8,True,False
T1,scFoundation,CD8T,adapted,shared_supported_strata,8,8,2000,0,0.68230291717873803,1.0790450712682105,1.0761476425249348,0.68613018794683134,0.63879683498188922,8,8,True,False
T1,scFoundation,CD8T,adapted,full_census_strata,8,8,2000,0,0.68230291717873803,1.0790450712682105,1.0761476425249348,0.68613018794683134,0.63879683498188922,8,8,True,False
T1,scFoundation,DC,adapted,shared_supported_strata,8,8,2000,0,0.70491932158190074,0.88937768607283141,0.90116772840628601,0.78044908130183432,0.76802463121389386,8,8,True,False
T1,scFoundation,DC,adapted,full_census_strata,8,8,2000,0,0.70491932158190074,0.88937768607283141,0.90116772840628601,0.78044908130183432,0.76802463121389386,8,8,True,False
T1,scFoundation,Mk,adapted,shared_supported_strata,8,8,2000,0,0.51856747084802113,0.88294939219995472,0.90313227906627169,0.52831885099756903,0.57115545262778422,8,8,True,False
T1,scFoundation,Mk,adapted,full_census_strata,8,8,2000,0,0.51856747084802113,0.88294939219995472,0.90313227906627169,0.52831885099756903,0.57115545262778422,8,8,True,False
T1,scFoundation,Mono_CD14,adapted,shared_supported_strata,8,8,2000,0,0.68946928489346759,0.59887448163768253,0.59828698013383141,1.1249603173935545,1.1333131296620853,8,8,True,False
T1,scFoundation,Mono_CD14,adapted,full_census_strata,8,8,2000,0,0.68946928489346759,0.59887448163768253,0.59828698013383141,1.1249603173935545,1.1333131296620853,8,8,True,False
T1,scFoundation,Mono_FCGR3A,adapted,shared_supported_strata,8,8,2000,0,0.69385211431585969,0.88574817146195417,0.86861701081922016,0.78983117472059983,0.79501239877282603,8,8,True,False
T1,scFoundation,Mono_FCGR3A,adapted,full_census_strata,8,8,2000,0,0.69385211431585969,0.88574817146195417,0.86861701081922016,0.78983117472059983,0.79501239877282603,8,8,True,False
T1,scFoundation,NK,adapted,shared_supported_strata,8,8,2000,0,0.65226992342211543,1.1143946587727018,1.1147671095991754,0.58067297075291013,0.58565133134922398,8,8,True,False
T1,scFoundation,NK,adapted,full_census_strata,8,8,2000,0,0.65226992342211543,1.1143946587727018,1.1147671095991754,0.58067297075291013,0.58565133134922398,8,8,True,False
T1,scGPT,B,adapted,shared_supported_strata,8,8,2000,0,0.66848014609382611,1.4135772078612281,1.4122661237051468,0.47147208265014895,0.4756854370120126,8,8,True,False
T1,scGPT,B,adapted,full_census_strata,8,8,2000,0,0.66848014609382611,1.4135772078612281,1.4122661237051468,0.47147208265014895,0.4756854370120126,8,8,True,False
T1,scGPT,CD4T,adapted,shared_supported_strata,8,8,2000,0,0.64278023269794171,1.7436039036608273,1.7472597498551634,0.35617799621400703,0.37009188311157848,8,8,True,False
T1,scGPT,CD4T,adapted,full_census_strata,8,8,2000,0,0.64278023269794171,1.7436039036608273,1.7472597498551634,0.35617799621400703,0.37009188311157848,8,8,True,False
T1,scGPT,CD8T,adapted,shared_supported_strata,8,8,2000,0,0.62420311399583561,1.5300685172431496,1.5259601394187012,0.40644411304680705,0.41259180674431906,8,8,True,False
T1,scGPT,CD8T,adapted,full_census_strata,8,8,2000,0,0.62420311399583561,1.5300685172431496,1.5259601394187012,0.40644411304680705,0.41259180674431906,8,8,True,False
T1,scGPT,DC,adapted,shared_supported_strata,8,8,2000,0,0.69284881654149977,1.0536112388173684,1.0675784687269578,0.62321616358724552,0.62384831874301128,8,8,True,False
T1,scGPT,DC,adapted,full_census_strata,8,8,2000,0,0.69284881654149977,1.0536112388173684,1.0675784687269578,0.62321616358724552,0.62384831874301128,8,8,True,False
T1,scGPT,Mk,adapted,shared_supported_strata,8,8,2000,0,0.5370471171033584,0.96434011771898365,0.98638346854874315,0.49868325721153572,0.54731311538862437,8,8,True,False
T1,scGPT,Mk,adapted,full_census_strata,8,8,2000,0,0.5370471171033584,0.96434011771898365,0.98638346854874315,0.49868325721153572,0.54731311538862437,8,8,True,False
T1,scGPT,Mono_CD14,adapted,shared_supported_strata,8,8,2000,0,0.39862289529404404,0.98241610783236499,0.98145234555774441,0.40418023441603657,0.40399730319853178,8,8,True,False
T1,scGPT,Mono_CD14,adapted,full_census_strata,8,8,2000,0,0.39862289529404404,0.98241610783236499,0.98145234555774441,0.40418023441603657,0.40399730319853178,8,8,True,False
T1,scGPT,Mono_FCGR3A,adapted,shared_supported_strata,8,8,2000,0,0.53955075892495685,0.9850746881388619,0.96602254582788638,0.53642407318959306,0.54243667155185749,8,8,True,False
T1,scGPT,Mono_FCGR3A,adapted,full_census_strata,8,8,2000,0,0.53955075892495685,0.9850746881388619,0.96602254582788638,0.53642407318959306,0.54243667155185749,8,8,True,False
T1,scGPT,NK,adapted,shared_supported_strata,8,8,2000,0,0.58028036828943619,1.3698366952160117,1.3702945232025048,0.42242869629731283,0.42752327112830163,8,8,True,False
T1,scGPT,NK,adapted,full_census_strata,8,8,2000,0,0.58028036828943619,1.3698366952160117,1.3702945232025048,0.42242869629731283,0.42752327112830163,8,8,True,False
T1,scGen,B,native,shared_supported_strata,8,8,2000,0,0.76737276692910839,0.90622909299383037,0.9053885724245283,0.84642788580038508,0.84972720414356984,8,8,True,False
T1,scGen,B,native,full_census_strata,8,8,2000,0,0.76737276692910839,0.90622909299383037,0.9053885724245283,0.84642788580038508,0.84972720414356984,8,8,True,False
T1,scGen,CD4T,native,shared_supported_strata,8,8,2000,0,0.77683918108586258,0.99435299775641806,0.996437878112582,0.76927772884684509,0.78277730128057477,8,8,True,False
T1,scGen,CD4T,native,full_census_strata,8,8,2000,0,0.77683918108586258,0.99435299775641806,0.996437878112582,0.76927772884684509,0.78277730128057477,8,8,True,False
T1,scGen,CD8T,native,shared_supported_strata,8,8,2000,0,0.77181214570883561,1.0057568314579635,1.0030563253633082,0.7890410302127272,0.77230056232579392,8,8,True,False
T1,scGen,CD8T,native,full_census_strata,8,8,2000,0,0.77181214570883561,1.0057568314579635,1.0030563253633082,0.7890410302127272,0.77230056232579392,8,8,True,False
T1,scGen,DC,native,shared_supported_strata,8,8,2000,0,0.73154391589739043,0.89525164610129138,0.90711958137260429,0.7486629514637152,0.75069292618017247,8,8,True,False
T1,scGen,DC,native,full_census_strata,8,8,2000,0,0.73154391589739043,0.89525164610129138,0.90711958137260429,0.7486629514637152,0.75069292618017247,8,8,True,False
T1,scGen,Mk,native,shared_supported_strata,8,8,2000,0,0.54415110958832857,0.88987186670568663,0.91021299221634711,0.54939937165008668,0.59968135126549016,8,8,True,False
T1,scGen,Mk,native,full_census_strata,8,8,2000,0,0.54415110958832857,0.88987186670568663,0.91021299221634711,0.54939937165008668,0.59968135126549016,8,8,True,False
T1,scGen,Mono_CD14,native,shared_supported_strata,8,8,2000,0,0.83522359093615894,0.5462961656317753,0.54576024987212735,1.5285519428879493,1.526906223932798,8,8,True,False
T1,scGen,Mono_CD14,native,full_census_strata,8,8,2000,0,0.83522359093615894,0.5462961656317753,0.54576024987212735,1.5285519428879493,1.526906223932798,8,8,True,False
T1,scGen,Mono_FCGR3A,native,shared_supported_strata,8,8,2000,0,0.8242887523176281,0.82975941800850617,0.81371122641262517,0.99653097172297178,1.012529162599892,8,8,True,False
T1,scGen,Mono_FCGR3A,native,full_census_strata,8,8,2000,0,0.8242887523176281,0.82975941800850617,0.81371122641262517,0.99653097172297178,1.012529162599892,8,8,True,False
T1,scGen,NK,native,shared_supported_strata,8,8,2000,0,0.74609288786081684,0.92391672540157543,0.924225522926863,0.78802941968520024,0.80539166363139236,8,8,True,False
