task,scope,model,status,n_units,pearson_delta,binding_floor,binding_floor_score,margin,n_units_positive,response_norm_ratio,macro_mean_response_norm_ratio,calibration_slope,macro_mean_calibration_slope,n_explicit_declined,full_n_strata,n_strata,aggregation
T3,shared_supported_strata,scFoundation,native,5,0.13528907446925575,cell-mean,0.50590648495448043,-0.37061741048522462,0,4.4107298443884373,4.0055427125570251,0.034859589200556089,0.039755782972364324,0,43,40,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T3,shared_supported_strata,scGPT,native,5,0.17236853768043775,cell-mean,0.50590648495448043,-0.33353794727404262,0,1.0821997175627815,1.8724286840556297,0.34850328898100008,0.20456315643038053,0,43,40,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,full_census_strata,CPA,native,4,0.060608934102156321,linear-PCA,0.2694297537764212,-0.20882081967426491,0,2.3446996744094628,2.4886908752486274,0.034512616605450616,0.039719334575470923,0,563,563,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,full_census_strata,CellFlow,native,4,0.10382046123706748,linear-PCA,0.2694297537764212,-0.16560929253935372,0,2.4643371720581069,2.2992295464654191,0.034949421776968637,0.062344735658170669,0,563,563,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,full_census_strata,CellOT,native,4,0.19362945523246602,linear-PCA,0.2694297537764212,-0.075800298543955175,0,2.0185361559818249,1.9895040719840846,,,1,563,563,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,full_census_strata,FP-ridge,diagnostic,4,0.38744925741192343,linear-PCA,0.2694297537764212,0.11801950363550222,4,0.59585906242569076,0.66915708142612873,0.66836827245374431,0.6380037672899056,0,563,563,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,full_census_strata,PRnet,native,4,0.094430918102211381,linear-PCA,0.2694297537764212,-0.17499883567420985,0,3.0131520356601245,3.4588312262076046,0.039648483553915218,0.059181323201600716,0,563,563,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,full_census_strata,PerturbNet,native,4,0.14909837120069849,linear-PCA,0.2694297537764212,-0.12033138257572271,0,2.0720351680756472,1.8850223685527014,,,4,563,563,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,full_census_strata,STATE,native,4,0.041669246701467891,linear-PCA,0.2694297537764212,-0.22776050707495332,0,2.6306062911834092,3.4541374547894499,0.018394470432577359,0.028030517413959753,0,563,563,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,full_census_strata,cell-mean,floor,4,0.024978818143148059,linear-PCA,0.2694297537764212,-0.24445093563327316,0,2.5919673822523901,3.0466150267808443,0.00018781687853709934,0.014895257600461571,0,563,563,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,full_census_strata,linear-PCA,floor,4,0.2694297537764212,linear-PCA,0.2694297537764212,0,0,0.37619596937858046,0.38191672371649843,0.83657068089333242,0.79925618436697765,0,563,563,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,full_census_strata,scFoundation,adapted,4,0.32908004972670968,linear-PCA,0.2694297537764212,0.059650295950288451,3,0.45857867983640438,0.49516400893584167,0.75270401945647625,0.74159550269950936,0,563,563,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,full_census_strata,scGPT,adapted,4,0.34673692626897196,linear-PCA,0.2694297537764212,0.077307172492550716,4,0.76129484861786634,0.80645636952131883,0.46638107807426665,0.47143961001027956,0,563,563,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,full_census_strata,scGen,native,4,0.18041057015005277,linear-PCA,0.2694297537764212,-0.089019183626368459,0,1.7590763332813397,1.713277989448694,,,1,563,563,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,full_census_strata,scPRAM,native,4,0.18119178328682092,linear-PCA,0.2694297537764212,-0.088237970489600304,0,2.2933544802873538,2.2474967831128341,0.078717804239325673,0.10693135996275063,0,563,563,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,shared_supported_strata,CPA,native,4,0.060501763991460587,linear-PCA,0.27060902292549494,-0.21010725893403434,0,2.3451025428374761,2.490488429161307,0.034730150856359214,0.039522412738218701,0,563,558,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,shared_supported_strata,CellFlow,native,4,0.1036011777570898,linear-PCA,0.27060902292549494,-0.16700784516840511,0,2.4583613835697893,2.3010924296116606,0.034805236313427065,0.0625197379286314,0,563,558,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,shared_supported_strata,CellOT,native,4,0.19488414708075832,linear-PCA,0.27060902292549494,-0.075724875844736597,0,2.018856688296768,1.9926110963634838,0.079958027345709448,0.12259170113203241,0,563,558,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,shared_supported_strata,FP-ridge,diagnostic,4,0.38937364803774321,linear-PCA,0.27060902292549494,0.11876462511224826,4,0.5958928863503774,0.66771646886716718,0.66923460624170772,0.63991565379280102,0,563,558,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,shared_supported_strata,PRnet,native,4,0.094655921096594653,linear-PCA,0.27060902292549494,-0.17595310182890028,0,3.0153405339271422,3.462591372683673,0.040263005144482639,0.058453448021575434,0,563,558,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,shared_supported_strata,PerturbNet,native,4,0.14975990647527238,linear-PCA,0.27060902292549494,-0.12084911645022256,0,2.0725964848492859,1.9010050751119816,0.057564816365101294,0.11088296934119048,0,563,558,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,shared_supported_strata,STATE,native,4,0.041901594962725511,linear-PCA,0.27060902292549494,-0.22870742796276938,0,2.6418500024967742,3.4548934393484121,0.01863234566101183,0.027796337102323251,0,563,558,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,shared_supported_strata,cell-mean,floor,4,0.024869183514873536,linear-PCA,0.27060902292549494,-0.24573983941062139,0,2.5947089368448228,3.048379094752895,0.00084109558604505887,0.014552809881872748,0,563,558,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,shared_supported_strata,linear-PCA,floor,4,0.27060902292549494,linear-PCA,0.27060902292549494,0,0,0.37655770909871855,0.38230452283188632,0.84211123947273248,0.7998986975170217,0,563,558,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,shared_supported_strata,scFoundation,adapted,4,0.33040899150294756,linear-PCA,0.27060902292549494,0.059799968577452678,3,0.45956941694148945,0.49307237862769127,0.75424833796235069,0.74259335438085283,0,563,558,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,shared_supported_strata,scGPT,adapted,4,0.34803320802837401,linear-PCA,0.27060902292549494,0.077424185102879087,4,0.76234652358942434,0.80660829699968462,0.46543605087384943,0.46801961418742,0,563,558,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,shared_supported_strata,scGen,native,4,0.18156872162511659,linear-PCA,0.27060902292549494,-0.089040301300378336,0,1.7567062193332412,1.7167622952226194,0.091142819187855023,0.13978110394599147,0,563,558,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
T5c,shared_supported_strata,scPRAM,native,4,0.18196231537478219,linear-PCA,0.27060902292549494,-0.088646707550712744,0,2.2987666206439821,2.2519885566384152,0.078348280874304094,0.10733983277412222,0,563,558,response: equal-stratum/equal-unit mean; norm/slope: median within unit then median across units
