task_key,task_id,task,cluster,split,unit,model,status,binding_floor,n_units,model_score,binding_floor_score,margin,margin_min,margin_max,units_below_floor,units_above_floor,inference,ci_lo,ci_hi,mde_80,verdict
T2,T2,donor/Soskic,C2,donor (LODO),donor,CellFlow,native,cell-mean,106,0.2373441850262243,0.2598150389070562,-0.0224708538808319,-0.16039636062176,0.1292222876321938,73/106,33/106,bootstrap 95% CI,-0.0332217299271919,-0.0113774975454759,0.0156121436476297,negative margin CI (unadjusted)
T2,T2,donor/Soskic,C2,donor (LODO),donor,CellOT,native,cell-mean,106,0.3666252923748678,0.2598150389070562,0.1068102534678117,-0.2726094395942534,0.4734580430545481,13/106,93/106,bootstrap 95% CI,0.0857035664030313,0.1284731465628966,0.0305675574923625,positive margin CI (unadjusted)
T2,T2,donor/Soskic,C2,donor (LODO),donor,PerturbNet,native,cell-mean,106,0.2545569332837196,0.2598150389070562,-0.0052581056233366,-0.2640111030561307,0.0717688333384202,64/106,42/106,bootstrap 95% CI,-0.0132018516537012,0.001536803080164,0.0105337642841834,inconclusive (interval spans zero)
T2,T2,donor/Soskic,C2,donor (LODO),donor,STATE,native,cell-mean,106,0.1359402497330317,0.2598150389070562,-0.1238747891740244,-0.247339133117423,0.0641760098725698,103/106,3/106,bootstrap 95% CI,-0.1347736234189213,-0.1124023902152067,0.0159887928423319,negative margin CI (unadjusted)
T2,T2,donor/Soskic,C2,donor (LODO),donor,scFoundation,adapted,cell-mean,106,0.119683415472993,0.2598150389070562,-0.1401316234340631,-0.4492386815335488,0.0023244820326185,104/106,2/106,bootstrap 95% CI,-0.1533786269263245,-0.1280693280988872,0.0180886378614737,negative margin CI (unadjusted)
T2,T2,donor/Soskic,C2,donor (LODO),donor,scGPT,adapted,cell-mean,106,0.2500894002391071,0.2598150389070562,-0.009725638667949,-0.045163305543996,0.0152408517845716,93/106,13/106,bootstrap 95% CI,-0.01153668151697,-0.0079747104678372,0.0025457522478247,negative margin CI (unadjusted)
T2,T2,donor/Soskic,C2,donor (LODO),donor,scGen,native,cell-mean,106,0.1470496063706489,0.2598150389070562,-0.1127654325364073,-0.4493247805743236,0.067610581210379,101/106,5/106,bootstrap 95% CI,-0.1278554365521952,-0.0994293311083888,0.0203162296470915,negative margin CI (unadjusted)
T2,T2,donor/Soskic,C2,donor (LODO),donor,scPRAM,native,cell-mean,106,0.1591703453255837,0.2598150389070562,-0.1006446935814724,-0.514053990078009,0.256263595078423,94/106,12/106,bootstrap 95% CI,-0.1197259480231015,-0.0826973546681419,0.0264644556249627,negative margin CI (unadjusted)
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,AttentionPert,native,cell-mean,5,0.2355734379125364,0.5020104061970738,-0.2664369682845374,-0.3281198060948824,-0.1147645606147671,5/5,0/5,per-unit range (n = 5; CI not reported),,,,negative in all units (descriptive)
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,Biolord,native,cell-mean,5,0.4019162915847751,0.5020104061970738,-0.1000941146122987,-0.1420815866915709,0.0437377010549878,4/5,1/5,per-unit range (n = 5; CI not reported),,,,mixed unit margins (descriptive)
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,CellFlow,native,cell-mean,5,0.3271349786460786,0.5020104061970738,-0.1748754275509952,-0.4193706675143673,-0.0509406011581789,5/5,0/5,per-unit range (n = 5; CI not reported),,,,negative in all units (descriptive)
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,GEARS,native,cell-mean,5,0.2128874304096526,0.5020104061970738,-0.2891229757874212,-0.4500725647749237,-0.1405325807605992,5/5,0/5,per-unit range (n = 5; CI not reported),,,,negative in all units (descriptive)
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,PertAdapt,native,cell-mean,5,0.2401304486610002,0.5020104061970738,-0.2618799575360736,-0.3475985374397858,-0.1951019970408408,5/5,0/5,per-unit range (n = 5; CI not reported),,,,negative in all units (descriptive)
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,PerturbNet,native,cell-mean,5,0.3712188699062,0.5020104061970738,-0.1307915362908737,-0.1951320045640654,0.0065398930875016,4/5,1/5,per-unit range (n = 5; CI not reported),,,,mixed unit margins (descriptive)
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,STATE,native,cell-mean,5,0.14346896887759,0.5020104061970738,-0.3585414373194838,-0.4141294713503412,-0.1592972872076121,5/5,0/5,per-unit range (n = 5; CI not reported),,,,negative in all units (descriptive)
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,linear-shift-KOemb,diagnostic,cell-mean,5,0.4940751124826147,0.5020104061970738,-0.0079352937144591,-0.0268985128929246,0.0022300011706122,4/5,1/5,per-unit range (n = 5; CI not reported),,,,mixed unit margins (descriptive)
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,scFoundation,native,cell-mean,5,0.1302652234430102,0.5020104061970738,-0.3717451827540635,-0.4625274177388029,-0.2904716415196202,5/5,0/5,per-unit range (n = 5; CI not reported),,,,negative in all units (descriptive)
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,scGPT,native,cell-mean,5,0.1688201004880571,0.5020104061970738,-0.3331903057090166,-0.6247748250322364,-0.1289202986939324,5/5,0/5,per-unit range (n = 5; CI not reported),,,,negative in all units (descriptive)
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,AttentionPert,native,cell-mean,2,0.5032073725647422,0.6598158015070436,-0.1566084289423013,-0.1580055481133644,-0.1552113097712381,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive)
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,Biolord,native,cell-mean,2,0.6115047527198569,0.6598158015070436,-0.0483110487871866,-0.0512521334437566,-0.0453699641306165,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive)
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,CellFlow,native,cell-mean,2,0.4876034110005534,0.6598158015070436,-0.1722123905064901,-0.1735793055084433,-0.1708454755045369,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive)
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,GEARS,native,cell-mean,2,0.4375522509162737,0.6598158015070436,-0.2222635505907698,-0.2357772098848202,-0.2087498912967194,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive)
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,PertAdapt,native,cell-mean,2,0.5153788628786999,0.6598158015070436,-0.1444369386283436,-0.1682114989773493,-0.120662378279338,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive)
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,PerturbNet,native,cell-mean,2,0.5958373099689266,0.6598158015070436,-0.0639784915381169,-0.0661231638808662,-0.0618338191953676,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive)
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,STATE,native,cell-mean,2,0.2326272524732985,0.6598158015070436,-0.427188549033745,-0.4335131776123635,-0.4208639204551265,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive)
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,linear-shift-KOemb,diagnostic,cell-mean,2,0.6143267008940649,0.6598158015070436,-0.0454891006129786,-0.0571804116235103,-0.0337977896024469,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive)
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,scFoundation,native,cell-mean,2,0.3028100591736837,0.6598158015070436,-0.3570057423333598,-0.3728439191012585,-0.341167565565461,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive)
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,scGPT,native,cell-mean,2,0.5682109115041157,0.6598158015070436,-0.0916048900029278,-0.1029107016018513,-0.0802990784040043,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive)
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,Biolord,native,cell-mean,28,0.1266751625002205,0.1721795825883758,-0.0455044200881553,-0.1693161802450355,0.4085867991246625,23/28,5/28,bootstrap 95% CI,-0.0768515705992794,-0.0048063961601527,0.0514909195620739,negative margin CI (unadjusted)
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,CPA,native,cell-mean,28,0.1000165976928855,0.1721795825883758,-0.0721629848954903,-0.2237627543821656,0.1161355652439263,24/28,4/28,bootstrap 95% CI,-0.101946609336335,-0.043485491279443,0.0417823504601236,negative margin CI (unadjusted)
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,CellFlow,native,cell-mean,28,0.1661077395274277,0.1721795825883758,-0.0060718430609481,-0.0591153339614962,0.1233111868961646,19/28,9/28,bootstrap 95% CI,-0.018514841801203,0.0080296207661985,0.0189714133877406,inconclusive (interval spans zero)
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,FP-ridge,diagnostic,cell-mean,28,0.1642003833460359,0.1721795825883758,-0.0079791992423399,-0.1098656610444349,0.250186318413312,21/28,7/28,bootstrap 95% CI,-0.0308226788845392,0.0189308248333578,0.0355589902837167,inconclusive (interval spans zero)
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,PRnet,native,cell-mean,28,0.1343007362325472,0.1721795825883758,-0.0378788463558286,-0.1217063583801675,0.0381599145554385,22/28,6/28,bootstrap 95% CI,-0.0522596433142898,-0.0231704841455101,0.0207901162922932,negative margin CI (unadjusted)
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,PerturbNet,native,cell-mean,28,0.1613131868523598,0.1721795825883758,-0.010866395736016,-0.110307397717826,0.1269372464071251,18/28,10/28,bootstrap 95% CI,-0.0272696638643323,0.0059211834921354,0.0237216061274578,inconclusive (interval spans zero)
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,STATE,native,cell-mean,28,0.1150212362420497,0.1721795825883758,-0.057158346346326,-0.1042034839362453,0.0493272820209401,27/28,1/28,bootstrap 95% CI,-0.0688479479629358,-0.0446247825295454,0.0173123748062179,negative margin CI (unadjusted)
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,scFoundation,adapted,cell-mean,28,0.1768495230378313,0.1721795825883758,0.0046699404494554,-0.1183334880972205,0.2418895368975676,16/28,12/28,bootstrap 95% CI,-0.0168104872457487,0.0294714822101465,0.0330778735006246,inconclusive (interval spans zero)
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,scGPT,adapted,cell-mean,28,0.1604786595351526,0.1721795825883758,-0.0117009230532232,-0.2032241848864987,0.2352415860934109,19/28,9/28,bootstrap 95% CI,-0.0371640196828603,0.0152540359124185,0.0374633541423005,inconclusive (interval spans zero)
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,CPA,native,linear-PCA,4,0.0606089329311438,0.2694297537764211,-0.2088208208452772,-0.2899820829791421,-0.1553442987839722,4/4,0/4,per-unit range (n = 4; CI not reported),,,,negative in all units (descriptive)
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,CellFlow,native,linear-PCA,4,0.1038204612370675,0.2694297537764211,-0.1656092925393536,-0.1994123981787174,-0.1160554082771375,4/4,0/4,per-unit range (n = 4; CI not reported),,,,negative in all units (descriptive)
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,CellOT,native,linear-PCA,4,0.1936294546992905,0.2694297537764211,-0.0758002990771305,-0.1517120459904876,-0.0036420775223204,4/4,0/4,per-unit range (n = 4; CI not reported),,,,negative in all units (descriptive)
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,FP-ridge,diagnostic,linear-PCA,4,0.3874492574119234,0.2694297537764211,0.1180195036355023,0.104737010074743,0.1304307331243389,0/4,4/4,per-unit range (n = 4; CI not reported),,,,positive in all units (descriptive)
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,PRnet,native,linear-PCA,4,0.0944309181022113,0.2694297537764211,-0.1749988356742097,-0.208731229709739,-0.1434382383024852,4/4,0/4,per-unit range (n = 4; CI not reported),,,,negative in all units (descriptive)
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,PerturbNet,native,linear-PCA,4,0.1490983724709651,0.2694297537764211,-0.120331381305456,-0.1866550931360584,-0.036996268789543,4/4,0/4,per-unit range (n = 4; CI not reported),,,,negative in all units (descriptive)
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,STATE,native,linear-PCA,4,0.0416692464073633,0.2694297537764211,-0.2277605073690577,-0.2801795209422448,-0.1894618929637991,4/4,0/4,per-unit range (n = 4; CI not reported),,,,negative in all units (descriptive)
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,scFoundation,adapted,linear-PCA,4,0.3290800497267097,0.2694297537764211,0.0596502959502885,-0.0154030001817866,0.1160388121033582,1/4,3/4,per-unit range (n = 4; CI not reported),,,,mixed unit margins (descriptive)
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,scGPT,adapted,linear-PCA,4,0.3467369262689719,0.2694297537764211,0.0773071724925508,0.0475944085908756,0.0933127733377431,0/4,4/4,per-unit range (n = 4; CI not reported),,,,positive in all units (descriptive)
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,scGen,native,linear-PCA,4,0.1804105713375907,0.2694297537764211,-0.0890191824388303,-0.1722593336011958,-0.0179101369655584,4/4,0/4,per-unit range (n = 4; CI not reported),,,,negative in all units (descriptive)
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,scPRAM,native,linear-PCA,4,0.1811917856487334,0.2694297537764211,-0.0882379681276876,-0.1311036569839615,-0.0423276595357574,4/4,0/4,per-unit range (n = 4; CI not reported),,,,negative in all units (descriptive)
