dataset,hold,held_gene,predictability,pd_cell_mean,pd_donor_shift,pd_linear_pca,pd_ctrl,n_test_cells,effect_l2,within_pert_sd,snr,snr_raw,go_jaccard_nn,go_jaccard_k5,coexpr_nn,resp_overlap,n_train_genes
schmidt,25,ALX4,0.4369952976703644,0.4369952976703644,0.4369952976703644,0.34471482038497925,0.017634285613894463,300,5.434828281402588,0.6725531,0.18073940014544446,8.080890655517578,0.7333333333333334,0.7895675158175158,1.0,0.21951219512195122,55
schmidt,25,APOBEC3D,0.36845219135284424,0.36845219135284424,0.36845219135284424,0.2302938550710678,-0.012629584409296513,300,5.050389289855957,0.70215005,0.16087498859579435,7.192749500274658,0.11764705882352944,0.7454064208492621,0.8385229706764221,0.16279069767441862,55
schmidt,25,CD27,0.6841947436332703,0.6841947436332703,0.6841947436332703,0.6753259897232056,0.015975482761859894,300,5.9685750007629395,0.64858323,0.20582519760812845,9.202481269836426,0.8,0.8438986498542794,0.7284916639328003,0.7543859649122807,55
schmidt,25,DEF6,0.4346947968006134,0.4346947968006134,0.4346947968006134,0.3767404854297638,0.01831524446606636,299,6.4823760986328125,0.675034,0.2147841296679891,9.603036880493164,0.8,0.8409049520677427,0.7818491458892822,0.26582278481012656,55
schmidt,25,EMP3,0.7151271104812622,0.7151271104812622,0.7151271104812622,0.5539088845252991,0.014749294146895409,300,3.712405204772949,0.65725124,0.12633321907353173,5.648380756378174,0.16666666666666663,0.6875,0.794326663017273,0.19047619047619047,55
schmidt,25,IKZF3,0.3658248782157898,0.3658248782157898,0.3658248782157898,0.12336838245391846,-0.003373598912730813,300,3.6664085388183594,0.6803585,0.12053040755787006,5.3889360427856445,0.7142857142857143,0.8036298386298386,0.783416748046875,0.14942528735632185,55
schmidt,25,IL9R,0.7296105623245239,0.7296105623245239,0.7296105623245239,0.5684332847595215,0.0098594194278121,300,3.288546562194824,0.6748318,0.10899386514305837,4.873135089874268,0.7647058823529411,0.8317102626815349,0.8632779121398926,0.2345679012345679,55
schmidt,25,IRX4,0.24894647300243378,0.24894647300243378,0.24894647300243378,0.1313747763633728,-0.0052191708236932755,17,7.566462993621826,0.6260189,0.27026542002034987,12.086637496948242,0.6470588235294117,0.7245731977001327,,0.07526881720430108,55
schmidt,25,LAT,0.7837799191474915,0.7837799191474915,0.7837799191474915,0.6682440638542175,0.01162248570472002,300,3.7923216819763184,0.67369175,0.12590342462133333,5.629164695739746,0.9117647058823529,0.9202571797949949,0.8459422588348389,0.3157894736842105,55
schmidt,25,LCP2,0.7592055797576904,0.7592055797576904,0.7592055797576904,0.7421660423278809,0.05736222863197327,300,5.152775287628174,0.6549777,0.17595771200410806,7.867100715637207,0.875,0.89100935828877,0.8407585620880127,0.4084507042253521,55
schmidt,25,LHX4,0.6493932604789734,0.6493932604789734,0.6493932604789734,0.6241233348846436,0.027933504432439804,300,6.044145107269287,0.6334492,0.2134109482037365,9.541641235351562,0.5909090909090908,0.7140177314945116,0.7352232933044434,0.35135135135135137,55
schmidt,25,MAP4K1,-0.055346108973026276,-0.055346108973026276,-0.055346108973026276,-0.3989167809486389,-0.012859546579420567,300,4.419468879699707,0.72113967,0.13707059455599893,6.128450870513916,0.8620689655172413,0.8950224887556222,0.8642899990081787,0.26582278481012656,55
schmidt,25,MUC1,-0.1424986869096756,-0.1424986869096756,-0.1424986869096756,-0.44782769680023193,-0.0038640385027974844,300,5.144597053527832,0.72114325,0.1595597794653451,7.133945941925049,0.8666666666666667,0.8934170978073417,0.8850250840187073,0.2987012987012987,55
schmidt,25,OTUD7B,0.739199697971344,0.739199697971344,0.739199697971344,0.6374335289001465,0.047739870846271515,300,4.040088176727295,0.6695516,0.1349585450285353,6.03402042388916,0.40909090909090906,0.7960491615664029,0.7351784706115723,0.3157894736842105,55
schmidt,25,P2RY14,0.504578173160553,0.504578173160553,0.504578173160553,0.23499660193920135,0.0078681455925107,300,3.0276029109954834,0.68742776,0.09850662769943332,4.4042487144470215,0.8,0.8795360195360196,0.7469658851623535,0.17647058823529413,55
schmidt,25,SLA2,0.01663273386657238,0.01663273386657238,0.01663273386657238,-0.2964155972003937,-0.007034094072878361,300,4.209797382354736,0.70130306,0.1342607471988354,6.002821922302246,0.8809523809523809,0.8940873015873015,0.8100154399871826,0.3157894736842105,55
schmidt,25,TNFRSF1B,0.8495270013809204,0.7529639601707458,0.7529639601707458,0.8495270013809204,0.03271342068910599,300,9.704766273498535,0.5565654,0.38999808655446777,17.4368839263916,0.7377049180327868,0.8816965813295176,0.7714541554450989,0.6949152542372882,55
schmidt,50,ABCB10,0.612480103969574,0.612480103969574,0.612480103969574,0.4537806510925293,0.024179333820939064,300,3.5983591079711914,0.6869955,0.11715051696506919,5.237820625305176,0.9285714285714286,0.9395066495066495,0.8218480944633484,0.21951219512195122,37
schmidt,50,AKAP12,0.706312894821167,0.706312894821167,0.706312894821167,0.5169212222099304,0.014333686791360378,300,3.1406431198120117,0.6833533,0.102793793349755,4.59592866897583,0.8805970149253731,0.9031048493375287,0.8191289901733398,0.25,37
schmidt,50,ALX4,0.44294556975364685,0.44294556975364685,0.44294556975364685,0.3574083149433136,0.017634285613894463,300,5.434828281402588,0.6725531,0.18073940014544446,8.080890655517578,0.7333333333333334,0.7858250572956456,1.0,0.21951219512195122,37
schmidt,50,APOBEC3C,0.25394952297210693,0.25394952297210693,0.25394952297210693,0.12216690927743912,0.0007561009260825813,300,6.416319847106934,0.6773982,0.21185346254548001,9.472005844116211,0.11764705882352944,0.7418523931311655,0.8667330145835876,0.16279069767441862,37
schmidt,50,ARHGDIB,0.17979438602924347,0.17979438602924347,0.17979438602924347,-0.15058504045009613,-0.02274685725569725,300,3.370793342590332,0.71795046,0.1050101431123351,4.695022106170654,0.8095238095238095,0.8362554112554113,0.5890703201293945,0.16279069767441862,37
schmidt,50,CBY1,0.6969600915908813,0.6969600915908813,0.6969600915908813,0.45765045285224915,0.021348074078559875,300,2.8501980304718018,0.6662417,0.09568344942247747,4.278024196624756,0.8571428571428572,0.8983435511856565,0.6609739065170288,0.21951219512195122,37
schmidt,50,CD27,0.672333300113678,0.672333300113678,0.672333300113678,0.6602777242660522,0.015975482761859894,300,5.9685750007629395,0.64858323,0.20582519760812845,9.202481269836426,0.8604651162790697,0.8915887322252072,0.7284916639328003,0.4084507042253521,37
schmidt,50,CD28,0.6354252099990845,0.6354252099990845,0.6354252099990845,0.5029926896095276,0.023759616538882256,300,4.131908416748047,0.65283304,0.14156052374590009,6.329195976257324,0.8688524590163934,0.9068309096463052,0.8520982265472412,0.3157894736842105,37
schmidt,50,DEPDC7,0.46518394351005554,0.46518394351005554,0.46518394351005554,0.40215757489204407,0.024506352841854095,300,6.156949996948242,0.6618098,0.20807793742833094,9.303201675415039,0.9090909090909091,0.9727088700772911,0.8018554449081421,0.47058823529411764,37
schmidt,50,FOSB,0.5879642367362976,0.5879642367362976,0.5879642367362976,0.4510321021080017,0.024014415219426155,300,3.9931578636169434,0.66177267,0.13495881494461232,6.034032821655273,0.6666666666666667,0.7372711875447854,0.7849130630493164,0.35135135135135137,37
schmidt,50,FOXQ1,0.6340321898460388,0.6340321898460388,0.6340321898460388,0.567392885684967,-0.006817064713686705,300,4.782167911529541,0.6651505,0.16080460697547166,7.189602375030518,0.5294117647058824,0.7191800356506239,1.0,0.26582278481012656,37
schmidt,50,GATA3,0.528342068195343,0.528342068195343,0.528342068195343,0.43620041012763977,0.021604005247354507,300,5.189743995666504,0.6796206,0.17079414898149842,7.636236667633057,0.8920863309352518,0.9052509222188754,0.8400479555130005,0.17647058823529413,37
schmidt,50,IKZF3,0.3581172525882721,0.3581172525882721,0.3581172525882721,0.12806685268878937,-0.003373598912730813,300,3.6664085388183594,0.6803585,0.12053040755787006,5.3889360427856445,0.7142857142857143,0.798067618655854,0.8356422185897827,0.19047619047619047,37
schmidt,50,IL1R1,0.7868157625198364,0.7868157625198364,0.7868157625198364,0.7607372403144836,0.03636253625154495,300,5.1705322265625,0.6460292,0.17900976453921658,8.003558158874512,0.8541666666666666,0.8799584717607973,0.8154911994934082,0.3698630136986301,37
schmidt,50,IL2,0.679259181022644,0.679259181022644,0.679259181022644,0.4645668864250183,0.023279443383216858,300,2.953425884246826,0.67122495,0.09841279978000045,4.400053977966309,0.9230769230769231,0.9383567557841554,0.6257419586181641,0.21951219512195122,37
schmidt,50,IL2RB,0.5086642503738403,0.5086642503738403,0.5086642503738403,0.3208392560482025,0.011921856552362442,300,3.488607168197632,0.6824537,0.11433323299637799,5.111859321594238,0.3928571428571429,0.7854075489727663,0.7785081267356873,0.17647058823529413,37
schmidt,50,IL9R,0.7287068963050842,0.7287068963050842,0.7287068963050842,0.575203537940979,0.0098594194278121,300,3.288546562194824,0.6748318,0.10899386514305837,4.873135089874268,0.8,0.9007352941176471,0.8632779121398926,0.2345679012345679,37
schmidt,50,INPPL1,0.04272922873497009,0.04272922873497009,0.04272922873497009,-0.2732584476470947,-0.008938586339354515,300,3.9091320037841797,0.7123231,0.12274304492434035,5.487863540649414,0.8604651162790697,0.9095353510429693,0.8312550187110901,0.26582278481012656,37
schmidt,50,JMJD1C,0.13089174032211304,0.13089174032211304,0.13089174032211304,-0.1788637936115265,-0.009561726823449135,300,4.056299209594727,0.71041137,0.12770669989634068,5.709789276123047,0.8461538461538461,0.864565383448587,0.8553330302238464,0.16279069767441862,37
schmidt,50,LAT,0.753547191619873,0.753547191619873,0.753547191619873,0.6416905522346497,0.01162248570472002,300,3.7923216819763184,0.67369175,0.12590342462133333,5.629164695739746,0.8888888888888888,0.9142099730335025,0.8662812113761902,0.4084507042253521,37
schmidt,50,LAT2,0.03596338629722595,0.03596338629722595,0.03596338629722595,-0.15756668150424957,-0.006262103095650673,300,6.163239479064941,0.6995752,0.19704628416271977,8.809974670410156,0.9333333333333333,0.9411128966654629,0.8643929958343506,0.25,37
schmidt,50,LTBR,0.6590797305107117,0.6410495042800903,0.6410495042800903,0.6590797305107117,0.023810487240552902,300,7.4932756423950195,0.61961216,0.2704863671859799,12.093493461608887,0.8125,0.8449478178368122,0.7194576263427734,0.4084507042253521,37
schmidt,50,NLRC3,0.7400463223457336,0.7400463223457336,0.7400463223457336,0.5903638601303101,0.00864322017878294,300,3.398500442504883,0.67071015,0.11333030495702565,5.067018032073975,0.9,0.9083650458069062,0.8840200901031494,0.25,37
schmidt,50,OTUD7A,0.5608685612678528,0.5608685612678528,0.5608685612678528,0.24873384833335876,0.00024046824546530843,300,2.5179309844970703,0.69419336,0.08112542177557301,3.627131938934326,0.40909090909090906,0.7985837320574163,0.8549432754516602,0.12359550561797752,37
schmidt,50,P2RY14,0.4820617735385895,0.4820617735385895,0.4820617735385895,0.22048638761043549,0.0078681455925107,300,3.0276029109954834,0.68742776,0.09850662769943332,4.4042487144470215,0.7777777777777778,0.8803641768859161,0.8414527177810669,0.26582278481012656,37
schmidt,50,PAPOLG,0.5895986557006836,0.5895986557006836,0.5895986557006836,0.40733787417411804,0.02895345911383629,300,3.407803773880005,0.6781857,0.11238789924175117,5.024882793426514,0.75,0.8569467787114846,0.881581723690033,0.14942528735632185,37
schmidt,50,PIK3AP1,0.6110925078392029,0.6110925078392029,0.6110925078392029,0.38546547293663025,0.021800346672534943,300,3.252500057220459,0.68095607,0.10682965431387477,4.776372909545898,0.8421052631578947,0.8706492166244488,0.7824693918228149,0.2345679012345679,37
schmidt,50,PLCG2,0.7179414629936218,0.7179414629936218,0.7179414629936218,0.6010925769805908,0.0035258817952126265,300,3.7895700931549072,0.69235426,0.1224207898954243,5.473455429077148,0.9181818181818182,0.9373042331865862,0.779575526714325,0.26582278481012656,37
schmidt,50,PRDM13,0.5847722887992859,0.5847722887992859,0.5847722887992859,0.38207200169563293,0.010997739620506763,300,3.489652633666992,0.68222636,0.11440560601462564,5.115095138549805,0.8611111111111112,0.8981816667423864,1.0,0.17647058823529413,37
schmidt,50,RELA,0.726251482963562,0.726251482963562,0.726251482963562,0.7060390710830688,0.020970474928617477,300,5.280479907989502,0.646457,0.18269528696642764,8.168338775634766,0.8707482993197279,0.8920438483777376,0.8890060782432556,0.3698630136986301,37
schmidt,50,SLA2,0.01743103377521038,0.01743103377521038,0.01743103377521038,-0.2761886417865753,-0.007034094072878361,300,4.209797382354736,0.70130306,0.1342607471988354,6.002821922302246,0.875,0.8919444444444444,0.845488429069519,0.35135135135135137,37
schmidt,50,TNFRSF12A,0.6979435682296753,0.6979435682296753,0.6979435682296753,0.5015521049499512,0.003150919219478965,300,3.370605230331421,0.66600186,0.11319468979256882,5.060954570770264,0.75,0.845061260578502,0.7542364597320557,0.28205128205128205,37
schmidt,50,TNFRSF1A,0.8122366666793823,0.745363712310791,0.745363712310791,0.8122366666793823,0.04282721132040024,300,8.170408248901367,0.5960834,0.3065704778606149,13.706820487976074,0.7377049180327868,0.8667147727803466,0.7818491458892822,0.6949152542372882,37
schmidt,50,TNFRSF9,0.7347059845924377,0.7347059845924377,0.7347059845924377,0.5731504559516907,0.025052456185221672,300,3.135826587677002,0.6757379,0.10379282962893951,4.64059591293335,0.8214285714285714,0.8426668103138691,0.707965612411499,0.26582278481012656,37
schmidt,50,TRIM21,0.7122551798820496,0.7122551798820496,0.7122551798820496,0.5101668834686279,0.03909802436828613,300,3.029193162918091,0.68115115,0.09946655479500754,4.44716739654541,0.8867924528301887,0.9030289612059843,0.8824189305305481,0.25,37
schmidt,50,VAV1,0.714049756526947,0.714049756526947,0.714049756526947,0.7127880454063416,0.03893148899078369,300,5.757163047790527,0.6680642,0.1927453669032502,8.617679595947266,0.8636363636363636,0.8867599177001555,0.9006480574607849,0.4084507042253521,37
mccutcheon_CRISPRi,10,MYB,0.3668774664402008,0.3668774664402008,0.3668774664402008,0.05518144369125366,-0.015895703807473183,889,1.5100418329238892,0.48191822,0.0700824441290185,3.1333985328674316,0.6774193548387097,0.7115951235495828,0.8996211886405945,0.2345679012345679,22
mccutcheon_CRISPRi,10,NR4A1,0.5465951561927795,0.5465951561927795,0.5465951561927795,0.11653118580579758,-0.016295483335852623,889,1.0099271535873413,0.4833588,0.046731962758618184,2.0893943309783936,0.75,0.7712949907235621,0.9072909355163574,0.16279069767441862,22
mccutcheon_CRISPRi,25,BACH2,0.08866848796606064,0.08866848796606064,0.08866848796606064,-0.1536242663860321,0.06017255038022995,709,3.2801952362060547,0.4862857,0.1508696246714412,6.745407581329346,0.4,0.5768095238095239,0.8897940516471863,0.14942528735632185,18
mccutcheon_CRISPRi,25,DNMT1,-0.11635364592075348,-0.11635364592075348,-0.11635364592075348,-0.40036067366600037,0.04692552611231804,890,6.029989719390869,0.4875281,0.27663717112647673,12.368496894836426,0.8888888888888888,0.9043740722414646,0.8365722894668579,0.17647058823529413,18
mccutcheon_CRISPRi,25,FLI1,0.3648369312286377,0.3648369312286377,0.3648369312286377,0.16268432140350342,-0.009062908589839935,893,1.8262954950332642,0.4660253,0.08765065436550702,3.9188764095306396,0.5416666666666667,0.6552005012531328,0.8567156195640564,0.14942528735632185,18
mccutcheon_CRISPRi,25,GABPA,0.38960403203964233,0.38960403203964233,0.38960403203964233,0.3636007606983185,-0.010286685079336166,290,2.384766101837158,0.45279363,0.1177983171468207,5.266783714294434,0.47619047619047616,0.6367684167684168,0.9125317931175232,0.0989010989010989,18
mccutcheon_CRISPRi,25,IRF2,0.4987333416938782,0.4987333416938782,0.4987333416938782,0.027633655816316605,0.01669098623096943,888,1.0486195087432861,0.47293788,0.04959152162796345,2.2172458171844482,0.5652173913043479,0.6064691585831016,0.9284730553627014,0.12359550561797752,18
mccutcheon_CRISPRi,25,NFATC3,0.5556156635284424,0.5556156635284424,0.5556156635284424,0.1527472287416458,0.0023699975572526455,896,1.1364866495132446,0.4680177,0.054311983756257974,2.4282984733581543,0.6071428571428572,0.6594929214929215,0.9129379987716675,0.08695652173913043,18
mccutcheon_CRISPRi,50,BACH2,0.1430344432592392,0.1430344432592392,0.1430344432592392,-0.08255168795585632,0.06017255038022995,709,3.2801952362060547,0.4862857,0.1508696246714412,6.745407581329346,0.4,0.5488095238095239,0.9000705480575562,0.14942528735632185,12
mccutcheon_CRISPRi,50,BATF,0.5626420378684998,0.5626420378684998,0.5626420378684998,0.45203059911727905,-0.0316048301756382,890,1.4781830310821533,0.47594237,0.0694652244844085,3.105802536010742,0.6363636363636364,0.6813450138450138,0.8914834260940552,0.26582278481012656,12
mccutcheon_CRISPRi,50,BHLHE40,0.3300946354866028,0.3300946354866028,0.3300946354866028,-0.024726159870624542,0.014905441552400589,843,1.7250076532363892,0.46562862,0.08286000572455214,3.704685688018799,0.7222222222222222,0.7513713483862737,0.8611952066421509,0.16279069767441862,12
mccutcheon_CRISPRi,50,CREM,0.5393256545066833,0.5393256545066833,0.5393256545066833,0.1924220621585846,-0.005835413932800293,892,1.1384925842285156,0.4815389,0.05288012098467228,2.3642795085906982,0.6206896551724138,0.671592775041051,0.8396719694137573,0.13636363636363635,12
mccutcheon_CRISPRi,50,DNMT1,0.005912164691835642,0.005912164691835642,0.005912164691835642,-0.161288782954216,0.04692552611231804,890,6.029989719390869,0.4875281,0.27663717112647673,12.368496894836426,0.8837209302325582,0.893190039934226,0.8365722894668579,0.17647058823529413,12
mccutcheon_CRISPRi,50,FLI1,0.32344940304756165,0.32344940304756165,0.32344940304756165,0.06364700943231583,-0.009062908589839935,893,1.8262954950332642,0.4660253,0.08765065436550702,3.9188764095306396,0.4814814814814815,0.6069387429301223,0.8866047859191895,0.14942528735632185,12
mccutcheon_CRISPRi,50,FOXD2,0.41231638193130493,0.41231638193130493,0.41231638193130493,0.04558289051055908,0.021805942058563232,877,1.3094881772994995,0.47454524,0.06171881269867527,2.7594590187072754,0.47619047619047616,0.570567287784679,0.9641528725624084,0.12359550561797752,12
mccutcheon_CRISPRi,50,HIC1,0.3471737802028656,0.3471737802028656,0.3471737802028656,0.10112625360488892,0.010166705586016178,896,1.6263240575790405,0.4719765,0.07706910653695155,3.4457733631134033,0.7297297297297297,0.758225639432536,0.8851339817047119,0.12359550561797752,12
mccutcheon_CRISPRi,50,KLF2,0.48808541893959045,0.48808541893959045,0.48808541893959045,0.441653847694397,-0.027623621746897697,865,1.786777377128601,0.4819035,0.08292853121536736,3.707749366760254,0.7441860465116279,0.7801582109082258,0.8904677629470825,0.20481927710843373,12
mccutcheon_CRISPRi,50,NFE2L1,0.5567664504051208,0.5567664504051208,0.5567664504051208,0.210873544216156,0.006857935804873705,885,1.0826175212860107,0.49223706,0.04919198472494497,2.1993823051452637,0.5769230769230769,0.6886609686609686,0.9413421750068665,0.0989010989010989,12
mccutcheon_CRISPRi,50,NR4A1,0.543476402759552,0.543476402759552,0.543476402759552,0.15075147151947021,-0.016295483335852623,889,1.0099271535873413,0.4833588,0.046731962758618184,2.0893943309783936,0.75,0.7843389529724933,0.9399928450584412,0.14942528735632185,12
mccutcheon_CRISPRi,50,RREB1,0.5354433059692383,0.5354433059692383,0.5354433059692383,0.09373144060373306,0.02968013286590576,888,1.1014500856399536,0.46580213,0.05288797647442688,2.364630937576294,0.7777777777777778,0.8198092829671777,0.9391111731529236,0.1111111111111111,12
mccutcheon_CRISPRa,10,MYB,0.5870679616928101,0.5870679616928101,0.5870679616928101,0.374478280544281,0.00898223277181387,889,1.1501433849334717,0.48986182,0.05251362524256011,2.347893476486206,0.6774193548387097,0.7115951235495828,0.8653649091720581,0.0989010989010989,22
mccutcheon_CRISPRa,10,NR4A1,0.5963065028190613,0.5963065028190613,0.5963065028190613,0.522781491279602,0.0010489567648619413,892,2.0016543865203857,0.49230805,0.09093807527096362,4.065857410430908,0.75,0.7712949907235621,0.9082767963409424,0.3698630136986301,22
mccutcheon_CRISPRa,25,BACH2,0.12762370705604553,0.12762370705604553,0.12762370705604553,0.012760074809193611,-0.051995497196912766,214,3.524540662765503,0.5003565,0.1575493393505917,7.044058799743652,0.4,0.5768095238095239,0.8659665584564209,0.25,18
mccutcheon_CRISPRa,25,DNMT1,0.6913608312606812,0.6913608312606812,0.6913608312606812,0.5807815790176392,-0.06184139847755432,779,1.5022578239440918,0.47564173,0.07064121003020829,3.1583809852600098,0.8888888888888888,0.9043740722414646,0.8541161417961121,0.25,18
mccutcheon_CRISPRa,25,FLI1,0.7357816100120544,0.7357816100120544,0.7357816100120544,0.6372125744819641,-0.02863948792219162,890,1.6222633123397827,0.49142194,0.07383468210571088,3.301161766052246,0.5416666666666667,0.6552005012531328,0.8969959020614624,0.16279069767441862,18
mccutcheon_CRISPRa,25,GABPA,0.02701527625322342,0.02701527625322342,0.02701527625322342,-0.10069228708744049,-0.02426650933921337,129,2.2851192951202393,0.47649208,0.10726222377742338,4.795712947845459,0.47619047619047616,0.6367684167684168,0.9167478084564209,0.05263157894736842,18
mccutcheon_CRISPRa,25,IRF2,0.37234917283058167,0.37234917283058167,0.37234917283058167,0.19043795764446259,0.008742857724428177,733,1.483092188835144,0.47370717,0.07002478642756492,3.1308207511901855,0.5652173913043479,0.6064691585831016,0.918964147567749,0.1111111111111111,18
