cluster,dataset,modality,split,baseline,family,action,headline_eligible,registry_task,pearson_delta,pearson_delta_ontarget,e_distance,aucell_program_corr,aucell::TCR_activation,aucell::IL2_STAT5,aucell::proliferation,aucell::effector_cytokine,aucell::Treg_exhaustion,ran
C3,chen,KO,C3_true_lo_gene_10,scFoundation,foundation,run_headline,True,C3_LO_gene,-0.0382747471953431,-0.0382921793808539,7.522899130883284,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,chen,KO,C3_true_lo_gene_10,scGPT,foundation,run_headline,True,C3_LO_gene,0.0316448963189031,0.0323958661853491,7.47379495173698,-0.100690980407593,-0.3636901800755419,0.198927126162421,0.0,0.0,-0.3386918481248444,True
C3,chen,KO,C3_true_lo_gene_10,scGen,latent,run_adapted,False,C3_LO_gene,0.2850951307763656,0.284252430871129,7.631315308018045,0.0037957096685162,-0.0346145527167849,0.032723084111717,0.0,0.0,0.0208700169476493,True
C3,chen,KO,C3_true_lo_gene_25,AttentionPert,graph,run_headline,True,C3_LO_gene,0.1831711195094661,0.1844707255729952,7.771376370488402,-0.0390630075112458,-0.1397785716996232,-0.1139580664665312,0.0,0.0907320451157281,-0.0323104445058031,True
C3,chen,KO,C3_true_lo_gene_25,CINEMA-OT,ot,run_floor,False,C3_LO_gene,0.4629964702636809,0.4624715607512641,7.5493523913544465,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,chen,KO,C3_true_lo_gene_25,CPA,latent,run_adapted,False,C3_LO_gene,0.1581067325660606,0.1569792110181092,7.6218126612399715,-0.108611440544521,-0.3684004344049734,0.0,0.0,0.0,-0.1746567683176318,True
C3,chen,KO,C3_true_lo_gene_25,GEARS,graph,run_headline,True,C3_LO_gene,0.1953044161924186,0.1929524498425323,7.595420335971148,0.0344659053129227,0.0777577761640946,0.1391343778968981,0.0,0.0,-0.0445626274963788,True
C3,chen,KO,C3_true_lo_gene_25,PertAdapt,hybrid,run_headline,True,C3_LO_gene,0.0029162159205313,0.0015190786475982,7.5096084484097725,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,chen,KO,C3_true_lo_gene_25,STATE,hybrid,run_headline,True,C3_LO_gene,-0.0105497909849824,-0.0096736462783647,7.593427590021379,-0.0469007987363152,-0.0615692913023735,-0.0718619561612586,0.0,0.0,-0.1010727462179439,True
C3,chen,KO,C3_true_lo_gene_25,cell-mean,simple,run_headline,True,C3_LO_gene,0.5185321039847426,0.5181122959868328,7.550054067158479,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,chen,KO,C3_true_lo_gene_25,ctrl-pred,simple,run_headline,True,C3_LO_gene,0.0019071219145631,0.0006849535306714,7.509608558242959,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,chen,KO,C3_true_lo_gene_25,donor-shift,simple,run_headline,True,C3_LO_gene,0.5185321039847426,0.5181122959868328,7.550054067158479,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,chen,KO,C3_true_lo_gene_25,linear-PCA,simple,run_headline,True,C3_LO_gene,0.41704756732577,0.4165609493990101,7.550056001241581,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,chen,KO,C3_true_lo_gene_25,scFoundation,foundation,run_headline,True,C3_LO_gene,-0.0574408794149152,-0.0600012525368632,7.598089922384401,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,chen,KO,C3_true_lo_gene_25,scGPT,foundation,run_headline,True,C3_LO_gene,0.0492128138745052,0.04806739911028,7.530192040373116,-0.0225397665523628,-0.0164225543338354,-0.060633085795963,0.0,0.0,-0.0356431926320155,True
C3,chen,KO,C3_true_lo_gene_25,scGen,latent,run_adapted,False,C3_LO_gene,0.2415937039296369,0.240337675059768,7.57430293714619,0.0524792172061009,0.1298917651557606,0.0472954468503722,0.0,0.0,0.0852088740243717,True
C3,chen,KO,C3_true_lo_gene_50,AttentionPert,graph,run_headline,True,C3_LO_gene,0.0927973851306691,0.0960524482762667,7.600262393951882,0.0135310380981457,0.0387274172698046,0.0017743990197134,0.0,0.0,0.0271533742012108,True
C3,chen,KO,C3_true_lo_gene_50,CINEMA-OT,ot,run_floor,False,C3_LO_gene,0.4243428634630667,0.4233114876457163,7.554866569858078,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,chen,KO,C3_true_lo_gene_50,CPA,latent,run_adapted,False,C3_LO_gene,0.3024485670030117,0.2952409142225578,7.612448575336402,0.0219890608324639,0.0781821533373813,0.0168771820685282,0.0,0.0,0.0148859687564099,True
C3,chen,KO,C3_true_lo_gene_50,GEARS,graph,run_headline,True,C3_LO_gene,0.234221198218497,0.2314734021831001,7.60358684165637,0.0257489375503477,-0.0366753073223873,0.0406880369048004,0.0,0.0106001643086059,0.1141317938607198,True
C3,chen,KO,C3_true_lo_gene_50,PertAdapt,hybrid,run_headline,True,C3_LO_gene,0.0024266398108306,0.0024711231223615,7.511707132557968,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,chen,KO,C3_true_lo_gene_50,STATE,hybrid,run_headline,True,C3_LO_gene,-0.0020410643593169,-0.0024826716592518,7.570682579904698,-0.0638477859580841,-0.1098329924878369,-0.1283893608737268,0.0,-0.0173515643606387,-0.0636650120682181,True
C3,chen,KO,C3_true_lo_gene_50,cell-mean,simple,run_headline,True,C3_LO_gene,0.5130437836050987,0.5111148205610949,7.550739896350285,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,chen,KO,C3_true_lo_gene_50,ctrl-pred,simple,run_headline,True,C3_LO_gene,0.0016521422378876,0.0019121487195071,7.511707268091386,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,chen,KO,C3_true_lo_gene_50,donor-shift,simple,run_headline,True,C3_LO_gene,0.5130437836050987,0.5111148205610949,7.550739896350285,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,chen,KO,C3_true_lo_gene_50,linear-PCA,simple,run_headline,True,C3_LO_gene,0.4092427425124255,0.4069162822954633,7.55073936850192,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,chen,KO,C3_true_lo_gene_50,scFoundation,foundation,run_headline,True,C3_LO_gene,-0.0484958573345195,-0.0463991005951381,7.567346216018073,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,chen,KO,C3_true_lo_gene_50,scGPT,foundation,run_headline,True,C3_LO_gene,0.0691400846624526,0.0682326830281306,7.5169491621345825,-0.0103812835146613,0.0324461872443887,-0.012027442549232,0.0,0.0,-0.0723251622684634,True
C3,chen,KO,C3_true_lo_gene_50,scGen,latent,run_adapted,False,C3_LO_gene,0.2025570435122259,0.1995947212735946,7.600490483259437,0.0029655752762194,0.03789552297518,-0.0235513655875476,0.0,0.0,0.0004837189934646,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_10,AttentionPert,graph,run_headline,True,C3_LO_gene,0.3255620151758194,0.3261025995016098,7.903353369623529,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_10,CINEMA-OT,ot,run_floor,False,C3_LO_gene,0.5529155135154724,0.552508682012558,7.563078876680043,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_10,CPA,latent,run_adapted,False,C3_LO_gene,-0.0201780423521995,-0.0205277577042579,8.488418658412305,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_10,GEARS,graph,run_headline,True,C3_LO_gene,0.2885356396436691,0.2867401391267776,7.71280248927941,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_10,PertAdapt,hybrid,run_headline,True,C3_LO_gene,0.0092796427197754,0.0092765246517956,7.540511071808675,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_10,STATE,hybrid,run_headline,True,C3_LO_gene,-0.0432074125856161,-0.0435284357517957,7.586734218535415,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_10,cell-mean,simple,run_headline,True,C3_LO_gene,0.5917022824287415,0.5913853645324707,7.5613384973928,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_10,ctrl-pred,simple,run_headline,True,C3_LO_gene,0.0050160901155322,0.0050198478857055,7.5405110838039775,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_10,donor-shift,simple,run_headline,True,C3_LO_gene,0.5917022824287415,0.5913853645324707,7.5613384973928,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_10,linear-PCA,simple,run_headline,True,C3_LO_gene,0.4486456215381622,0.4484936892986297,7.561338910550308,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_10,scFoundation,foundation,run_headline,True,C3_LO_gene,0.0514067262411117,0.0515140732750296,7.6797351234683795,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_10,scGen,latent,run_adapted,False,C3_LO_gene,0.0483743138611316,0.0482758898288011,8.314586447034365,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_25,AttentionPert,graph,run_headline,True,C3_LO_gene,0.1856993585824966,0.1845583710819482,8.002789764774343,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_25,CINEMA-OT,ot,run_floor,False,C3_LO_gene,0.4023667791237433,0.4022826254367828,7.660164018533538,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_25,CPA,latent,run_adapted,False,C3_LO_gene,-0.0421887181534354,-0.0417412771688153,8.37486361052857,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_25,GEARS,graph,run_headline,True,C3_LO_gene,0.1565307189399997,0.1565721407532692,7.776878880235643,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_25,PertAdapt,hybrid,run_headline,True,C3_LO_gene,-0.0248094003958006,-0.0241458237481613,7.574361739856513,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_25,STATE,hybrid,run_headline,True,C3_LO_gene,0.0161707756730417,0.0152562937388817,7.605900137322888,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_25,cell-mean,simple,run_headline,True,C3_LO_gene,0.4020695503180225,0.4021227639168501,7.6604708654005025,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_25,ctrl-pred,simple,run_headline,True,C3_LO_gene,-0.0287171227391809,-0.0280260609773298,7.574361801761673,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_25,donor-shift,simple,run_headline,True,C3_LO_gene,0.4020695503180225,0.4021227639168501,7.6604708654005025,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_25,linear-PCA,simple,run_headline,True,C3_LO_gene,0.26773163350299,0.2671542091605564,7.660473427345765,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_25,scFoundation,foundation,run_headline,True,C3_LO_gene,0.0049995750111217,0.0052549827184217,7.684925519282413,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_25,scGPT,foundation,run_headline,True,C3_LO_gene,0.062451392179355,0.0634428199070195,7.678887291594819,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_25,scGen,latent,run_adapted,False,C3_LO_gene,-0.0560557469725608,-0.055501232544581,9.28651643375376,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_50,AttentionPert,graph,run_headline,True,C3_LO_gene,0.1940202998618284,0.193637415766716,8.10320073671866,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_50,CINEMA-OT,ot,run_floor,False,C3_LO_gene,0.4851523824036121,0.4832314439117908,7.693555721878748,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_50,CPA,latent,run_adapted,False,C3_LO_gene,0.0180942215956747,0.0171738350763916,9.241561974357866,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_50,GEARS,graph,run_headline,True,C3_LO_gene,-0.0031542301697603,-0.0048138872177029,7.801840742319025,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_50,PertAdapt,hybrid,run_headline,True,C3_LO_gene,-0.0268707642486939,-0.0265442524881412,7.676313855900003,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_50,STATE,hybrid,run_headline,True,C3_LO_gene,0.0195879732879499,0.0179678375522295,7.723083110169624,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_50,cell-mean,simple,run_headline,True,C3_LO_gene,0.4939591449995835,0.4920430506269137,7.6893814203416335,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_50,ctrl-pred,simple,run_headline,True,C3_LO_gene,-0.0305556311894482,-0.0302062495029531,7.676313901435312,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_50,donor-shift,simple,run_headline,True,C3_LO_gene,0.4939591449995835,0.4920430506269137,7.6893814203416335,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_50,linear-PCA,simple,run_headline,True,C3_LO_gene,0.3971302813539902,0.3963400982320308,7.689382779832329,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_50,scFoundation,foundation,run_headline,True,C3_LO_gene,0.0592422077752416,0.0637318063527345,7.85112535269439,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_50,scGPT,foundation,run_headline,True,C3_LO_gene,0.0485002745407049,0.0488676841875227,7.746374823358363,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRa,CRISPRa,C3_true_lo_gene_50,scGen,latent,run_adapted,False,C3_LO_gene,0.1763836911413818,0.1763349177781492,8.483229325982904,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_10,AttentionPert,graph,run_headline,True,C3_LO_gene,0.1211239027325064,0.1211445201188325,8.098610359674836,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_10,CINEMA-OT,ot,run_floor,False,C3_LO_gene,0.433319553732872,0.433076947927475,7.601638314816746,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_10,CPA,latent,run_adapted,False,C3_LO_gene,0.1873766556382179,0.1870477274060249,8.036679041560747,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_10,GEARS,graph,run_headline,True,C3_LO_gene,0.0399677231907844,0.0400841012597084,7.73423769849151,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_10,PertAdapt,hybrid,run_headline,True,C3_LO_gene,-0.0147769590839743,-0.0148165430873632,7.627667141064277,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_10,STATE,hybrid,run_headline,True,C3_LO_gene,-0.0804137382656335,-0.0811314838938415,7.696512881949536,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_10,cell-mean,simple,run_headline,True,C3_LO_gene,0.4568211734294891,0.4566167593002319,7.60506002824974,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_10,ctrl-pred,simple,run_headline,True,C3_LO_gene,-0.0161302210763096,-0.0161697724834084,7.627667220756034,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_10,donor-shift,simple,run_headline,True,C3_LO_gene,0.4568211734294891,0.4566167593002319,7.60506002824974,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_10,linear-PCA,simple,run_headline,True,C3_LO_gene,0.0858271438628435,0.0857665743678808,7.605060591801008,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_10,scFoundation,foundation,run_headline,True,C3_LO_gene,0.0553815104067325,0.0554456748068332,7.707671151175546,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_10,scGen,latent,run_adapted,False,C3_LO_gene,0.1278150379657745,0.1274657007306814,8.8135702062649,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_25,AttentionPert,graph,run_headline,True,C3_LO_gene,0.1640144474804401,0.1636030959586302,8.415189089986157,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_25,CINEMA-OT,ot,run_floor,False,C3_LO_gene,0.284573920071125,0.2837523147463798,8.103904026035126,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_25,CPA,latent,run_adapted,False,C3_LO_gene,0.0324035352872063,0.0316918281993518,8.65932082087808,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_25,GEARS,graph,run_headline,True,C3_LO_gene,0.1175932846963405,0.1187715406219164,8.193552968637515,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_25,PertAdapt,hybrid,run_headline,True,C3_LO_gene,0.0157079705192397,0.01624089514371,8.11578400700789,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_25,STATE,hybrid,run_headline,True,C3_LO_gene,-0.0502001885324716,-0.0505395360911885,8.176164605697226,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_25,cell-mean,simple,run_headline,True,C3_LO_gene,0.296772542099158,0.2957599932948748,8.116887166794799,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_25,ctrl-pred,simple,run_headline,True,C3_LO_gene,0.0179605673765763,0.0184972731706996,8.115783925440136,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_25,donor-shift,simple,run_headline,True,C3_LO_gene,0.296772542099158,0.2957599932948748,8.116887166794799,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_25,linear-PCA,simple,run_headline,True,C3_LO_gene,0.0258921332036455,0.0257304028297464,8.1168873551535,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_25,scFoundation,foundation,run_headline,True,C3_LO_gene,0.0552065012355645,0.0550421110043923,8.141117151211393,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_25,scGPT,foundation,run_headline,True,C3_LO_gene,-0.0185815646934012,-0.0137045780041565,8.21623215784217,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_25,scGen,latent,run_adapted,False,C3_LO_gene,0.0008453906824191,-0.0004706488301356,9.81017255177561,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_50,AttentionPert,graph,run_headline,True,C3_LO_gene,0.1480586055355767,0.1476763968821615,8.281762915691255,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_50,CINEMA-OT,ot,run_floor,False,C3_LO_gene,0.3819680177451421,0.3793601776318003,7.834714949820644,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_50,CPA,latent,run_adapted,False,C3_LO_gene,0.1432495767561098,0.1436308901757002,8.725452653454873,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_50,GEARS,graph,run_headline,True,C3_LO_gene,0.0971170547418296,0.0956545158599813,7.943228861691875,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_50,PertAdapt,hybrid,run_headline,True,C3_LO_gene,0.0078568056730243,0.0084309911665817,7.859371423616125,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_50,STATE,hybrid,run_headline,True,C3_LO_gene,0.0122650563716888,0.0128837302327156,7.890983246026562,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_50,cell-mean,simple,run_headline,True,C3_LO_gene,0.3997994623690222,0.3968125279837598,7.83312060685797,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_50,ctrl-pred,simple,run_headline,True,C3_LO_gene,0.0082490661103899,0.0088261645675326,7.859371411732053,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_50,donor-shift,simple,run_headline,True,C3_LO_gene,0.3997994623690222,0.3968125279837598,7.83312060685797,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_50,linear-PCA,simple,run_headline,True,C3_LO_gene,0.1251530015530685,0.1238839112532635,7.833120325235942,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_50,scFoundation,foundation,run_headline,True,C3_LO_gene,0.0463259170452753,0.0456660861770312,7.875235143742638,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_50,scGPT,foundation,run_headline,True,C3_LO_gene,0.0159343420915926,0.018771167184847,7.9326186403541215,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,mccutcheon_CRISPRi,CRISPRi,C3_true_lo_gene_50,scGen,latent,run_adapted,False,C3_LO_gene,0.0609502013927946,0.0598564369914432,9.387112936061747,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_10,AttentionPert,graph,run_headline,True,C3_LO_gene,0.3256213154111589,0.2981599819447313,10.116122084793464,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_10,CINEMA-OT,ot,run_floor,False,C3_LO_gene,0.4531043991446495,0.4146815091371536,10.075136551809866,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_10,CPA,latent,run_adapted,False,C3_LO_gene,0.2541929366333144,0.2351134877119745,10.100654445592344,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_10,GEARS,graph,run_headline,True,C3_LO_gene,0.3048978325511728,0.276752517159496,10.070423891571467,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_10,PertAdapt,hybrid,run_headline,True,C3_LO_gene,-0.0001489092329783,0.0005819639523646,10.07727368438042,0.0,0.0,0.0,0.0,0.0,0.0,True
C3,schmidt,CRISPRa,C3_true_lo_gene_10,STATE,hybrid,run_headline,True,C3_LO_gene,0.0141342751947896,0.0080715083916272,10.08743451344968,0.0,0.0,0.0,0.0,0.0,0.0,True
