dataset,gene,AttentionPert,Biolord,CellFlow,GEARS,PertAdapt,PerturbNet,STATE,cell-mean,linear-PCA,scFoundation,scGPT,effect_l2,snr_raw,n_test_cells,global_quartile,within_dataset_half
chen,MED28,0.2876932231473265,0.35330564895002464,0.42971586296768977,0.1594259092138833,0.029872372840327198,0.3892833760420757,0.15331896257327346,0.46834363886451713,0.37795373427807694,0.13895287864652964,0.32831397526756234,1.4364243745803833,2.57719349861145,986,3,stronger half
chen,MED6,0.367305792891002,0.5260998597108705,0.4696290477365483,0.341605286213307,0.14356546942227497,0.5440846868054233,0.14820844454057233,0.5996110017067949,0.5562283768512909,0.304077546966685,0.4414829129926832,1.6573415994644165,2.91300368309021,971,3,stronger half
chen,NCOR2,0.05931721200746909,0.25892135171835096,0.12718567479476503,0.1076154989801531,0.13713815212339944,0.2193926995836213,0.07747479214511058,0.31936239849423154,0.10195078303217772,0.1639761764948277,0.25229202801168044,0.9920681715011596,1.8015400171279907,1285,1,weaker half
chen,NMNAT1,0.26166045086967554,0.4963595029371401,0.4219826049049987,0.2730127265771784,0.20944387046672575,0.3468092952399039,0.0941932124708232,0.6295435814499086,0.47007509752715954,0.27557887540975234,0.40126501590579394,1.0023643970489502,1.8138872385025024,1163,1,weaker half
chen,NOSIP,0.10611528340132381,0.3069811452977211,0.2773214662709863,0.21731922644536628,0.19177639034252827,0.43154905301842383,0.14275063272535232,0.5665928834377888,0.3901880117572348,0.23762615040874407,0.4366039668380316,0.9783483743667604,1.7599369287490845,1578,1,weaker half
chen,PCLAF,0.16850034014818308,0.32578191438370213,0.17828906244619264,0.20416107860832977,0.14265211178336007,0.3930564736564709,0.08996303561473352,0.5072295911138314,0.29083959986061775,0.17363374249061972,0.31269488861538114,0.8489583134651184,1.5626022815704346,1380,1,weaker half
chen,PDRG1,0.16630286923415427,0.1376282444527148,0.3060607416438557,0.12645098317547532,-0.0658315796517238,0.07875634237159354,0.12686921473237314,0.3412158616946504,0.19899440672188226,-0.022559202202322545,0.18054767384994636,1.3240792751312256,2.43110466003418,672,2,stronger half
chen,PLAGL2,0.22189756894259502,0.38582275801056304,0.4837244030764529,0.0779146291821879,0.24065348987140792,-0.13185010665936134,0.16201394246343342,0.5892658715483627,0.5262945287505145,0.3461194006098324,0.5109154539887575,1.7196800708770752,3.006772041320801,1128,3,stronger half
chen,PLRG1,0.30928919931380594,0.5690425561827058,0.5130805817581503,0.19891774063209014,0.18532665125912026,0.24639376904917007,0.04871490831995657,0.6240204566294834,0.5203917577624875,0.2427500804158178,0.50359698112804,1.1355712413787842,2.050429344177246,1051,2,weaker half
chen,PTEN,0.32720007505957543,0.3924385118732694,0.47097282697638354,0.20757782864220203,0.11207126994796987,0.15633714304311266,0.03833238072725501,0.45066588091284565,0.4247560886892534,0.0,0.3842514471161352,1.9242280721664429,3.4338653087615967,986,3,stronger half
chen,RPL8,0.1530378330925341,0.3688970083236392,0.28617383264591273,0.15005822154224582,0.25029810847311673,0.3136321940655549,0.08220873080916764,0.5427224277483537,0.4538614752440163,0.2036401074983534,0.3608241811181581,1.4020355939865112,2.5164458751678467,571,3,stronger half
chen,SIK3,0.172641826615445,0.3337998464443411,0.27157048309800585,0.1879087347790424,0.13370535488277444,0.3790010573548002,0.05355322923211202,0.5368873425348742,0.3942093692758279,0.19217210858985234,0.4243972584981664,0.997622847557068,1.8268280029296875,1548,1,weaker half
chen,SMARCA4,0.3456026272530483,0.5966334048364528,0.5712949631386931,0.47485455159746554,0.36076590899431943,0.574161287752277,0.1375974950291881,0.7267219606400714,0.6806276927255622,0.5048853387245259,0.5807657356581578,2.2602195739746094,3.7272098064422607,1240,4,stronger half
chen,SMARCB1,0.3422504719510902,0.6169951742217955,0.6571181804503485,0.4202154795163316,0.4082670572722056,0.6226636435958248,0.134470674090144,0.7771914641166521,0.8008917923518337,0.5905426584636645,0.5950511473213504,3.230587244033813,5.12396764755249,1960,4,stronger half
chen,SMARCD2,0.2407989272414711,0.3488118221001594,0.42106296860305237,0.21437493991200157,0.1496208977919455,0.3217456317194423,0.12573986703905404,0.5516458802156523,0.4239959367194022,0.2040615250885404,0.4408570779092686,1.059358835220337,1.9080981016159055,1268,1,weaker half
chen,SRPRB,0.31199928585912623,0.6120027537956271,0.5553238042987292,0.13538086140963992,0.31954529097108636,0.48544013734115754,0.09546148602714144,0.6826785835565562,0.6620137783896428,0.438856497028065,0.6005860774498004,2.4110138416290283,4.030977725982666,1097,4,stronger half
chen,TARDBP,0.17058631970521418,0.36479857329793813,0.2948779069546385,0.10085143957282061,0.12385510319572438,0.3053260771914944,0.14980897679200336,0.42020311315525805,0.3441785309501982,0.14553270982565772,0.3076630036876336,1.636845946311951,2.974249839782715,829,3,stronger half
chen,TET2,0.16481281202852244,0.4860176265463697,0.3990848568558384,0.21306915779360305,0.24577527297332924,0.30219013179416787,0.07140819848036468,0.6083922578775861,0.484740873647794,0.4060579973928322,0.4341312782882663,1.4541617631912231,2.498252391815185,1161,3,stronger half
chen,TRAPPC2,0.16169462057145467,0.30010804205371644,0.33784686128704383,0.20730026879717722,0.2492624557205812,0.4563978217093228,0.08905903330935612,0.613585974145826,0.43551116970127,0.349906705950923,0.4779781703798439,0.979401171207428,1.7384306192398071,1333,1,weaker half
chen,U2AF1,0.20806313010208838,0.32900020223711296,0.33819995433733185,0.13408275742274434,0.07889174006238431,0.12324680268432639,0.08887422882051053,0.4384916767895479,0.31068129234216646,0.12072618155199645,0.3603175068168104,1.1944756507873535,2.1828553676605225,652,2,stronger half
mccutcheon_CRISPRa,MYB,0.34366870988535003,0.5025374549644016,0.2463131361436328,0.35757902181620577,0.3033847191769673,0.3521761106358026,0.18685135416323817,0.589334903217459,0.3747320196798468,0.25585715164757966,0.325005855665824,1.1501433849334717,2.347893476486206,889,2,weaker half
mccutcheon_CRISPRa,NR4A1,0.2966835301682677,0.4154976976451823,0.1029125856049623,0.321440993392298,0.4943783435186807,0.5095444932717985,0.1810641525530015,0.5986321535598708,0.5254539721000193,0.245539171647909,0.3430418354300592,2.0016543865203857,4.065857410430908,892,3,stronger half
mccutcheon_CRISPRi,MYB,0.02040777926057935,0.3072712564966698,0.09891633199864136,-0.1335278088562055,0.2807136402710902,0.3898717612519329,0.04249313372653895,0.3654948612152652,0.055348438431773866,0.09358733924693893,-0.2751162567487907,1.5100418329238892,3.133398532867432,889,3,stronger half
mccutcheon_CRISPRi,NR4A1,0.23706647629415814,0.34063181231148826,0.5094071011498311,0.1470965470508604,0.1863183285980756,0.18605351417600202,0.0655294428134197,0.548219006529237,0.11218789521034701,0.11552222534684937,0.28275818444565043,1.0099271535873413,2.0893943309783936,889,1,weaker half
schmidt,ALX4,0.5080577994918745,0.5920874826132483,0.5478273138446097,0.47967884933307525,0.35954826762104336,0.6591124728635812,0.4502550176486567,0.6701992555720856,0.5243709851460521,0.1143665652947418,0.1507775946186703,5.434828281402588,8.080890655517578,300,4,stronger half
schmidt,APOL2,0.4048943007519491,0.6101287712761699,0.6672352194423907,0.31459762950360715,0.3064370639275406,0.39560372802265725,0.38210686089247076,0.5885569647938375,0.28957929580311637,-0.004894536519240491,0.40877100509169284,2.761035203933716,4.043769359588623,300,4,weaker half
schmidt,EMP3,0.4192899930754717,0.6664407690080971,0.6910830125316934,0.5570703376169255,0.30996193030063524,0.5779072169152027,0.4678872576305519,0.7336669353824247,0.567385809465672,-0.12670197944319997,0.6913258306356942,3.712405204772949,5.648380756378174,300,4,weaker half
schmidt,FOSL1,0.36628296469110216,0.49333010669643496,0.2586636009670671,0.3061353760947729,0.2590273548204305,0.44500366404739083,0.3424558355782012,0.4789062250862513,0.3432792823379405,0.21189294408996534,0.20290921574114953,4.574927806854248,6.853015899658203,300,4,stronger half
schmidt,INPPL1,0.25183564034308703,0.42827515422554197,0.4262502682855869,0.03381671569319617,0.09299815974507335,0.638748714166039,0.01193916310623055,0.06089090703785698,-0.26071834345231215,-0.2396204253144949,0.0938693961564934,3.90913200378418,5.487863540649414,300,4,stronger half
schmidt,LHX6,0.5529736212976056,0.642654351930978,0.5623899145538531,0.5636345136704785,0.33193697508434356,0.5665895804488839,0.44400961727288346,0.653253775352857,0.4838026823939387,0.06167263233802769,0.49978273017879693,3.637037992477417,5.402648448944092,300,4,weaker half
schmidt,PRDM1,0.1293814822614296,0.309314997850334,-0.0739658115165636,0.19740623897963958,0.2352098809385066,0.1988816013646465,0.22233296363360938,0.2505936629905763,0.12443332277479112,0.54837717240077,-0.006193309887197533,8.762580871582031,11.848081588745115,51,4,stronger half
shifrut,MEF2D,0.17563286011601378,0.3256734700838881,0.3546311285377236,0.1784159585252772,0.1366437461628666,0.32339001465500455,0.015492297253760053,0.47349216301726793,0.2884110186176669,-0.02095938784610477,-0.13279404212923018,1.067124605178833,1.6930829286575315,1026,2,weaker half
shifrut,STAT6,0.11747030233402493,0.3094223962849748,0.3972755649365367,0.17078278249448742,0.12051706836424343,0.3135204286902752,0.07529622604753583,0.4301143750973261,0.2845176619587108,-0.0004889095169069765,-0.21314906982064857,1.2602730989456177,1.9948898553848269,572,2,stronger half
