condition,gene,mean,sd,minimum,maximum,negative_fraction,fraction_at_ten
0h,SYNC,-3.122544531521961e-06,0.9999649935497488,-0.33079060912132263,10.0,0.9512983837093554,5.753971678951396e-06
0h,AC004865.2,-0.01202826565735643,0.8433367793551828,-0.18885622918605804,10.0,0.9925716225624738,0.005368455576461653
0h,EVA1B,-0.020222489149945434,0.6843278211441921,-0.23082642257213593,10.0,0.9854999913690424,0.004447820107829429
0h,ARMH1,-1.3524409121392713e-05,0.9998534866318626,-0.5494581460952759,10.0,0.9533065198253095,1.1507943357902792e-05
0h,MMACHC,-0.0193785863887711,0.7074486283532655,-0.15615937113761902,10.0,0.9950055525826702,0.004770042521850707
0h,TUT4,-2.6479456813263274e-09,0.999997209750601,-1.654412031173706,6.109604358673096,0.8409199449920307,0.0
0h,JUN,-4.195487691118067e-09,0.9999972295893377,-0.8463243842124939,8.723579406738281,0.9026600611071792,0.0
0h,SRSF11,-8.75213488223146e-09,0.999997052809163,-1.1398069858551025,4.785426139831543,0.7499208828894144,0.0
0h,CTH,-0.01982981561506669,0.7001535421982915,-0.14583471417427063,10.0,0.9951263859879281,0.004747026635134902
0h,ZRANB2,1.0152033933377437e-08,0.9999971777903516,-1.3231183290481567,4.79539680480957,0.7595472775083001,0.0
0h,GBP5,-0.0010094659784932133,0.9887671634445009,-0.5575181245803833,10.0,0.9682898620772988,0.0008688497235216609
0h,TGFBR3,-0.0010380006498084632,0.9884002832323985,-0.5106809139251709,10.0,0.9658271621987077,0.0008228179500900497
0h,EVI5,-0.023558143407869492,0.5523191410995775,-0.1785767674446106,10.0,0.9937166629265851,0.003020835131449483
0h,S1PR1,2.034191173861355e-09,0.9999971799792601,-0.9506266117095947,6.23782205581665,0.8547697548232668,0.0
0h,RNPC3,-1.0592752266868043e-05,0.9998852577691119,-0.854995846748352,10.0,0.9540372742285362,2.3015886715805585e-05
0h,PRPF38B,1.3586634584438937e-08,0.9999971676288476,-1.378554344177246,4.646935939788818,0.7248508282842232,0.0
0h,GSTM2,-0.02356294301540091,0.5523986588010774,-0.19083938002586365,10.0,0.9969503950101558,0.0030150811597705316
0h,AL355488.1,-0.0233840300530945,0.5725984502548825,-0.10178474336862564,10.0,0.9967490060013925,0.0032337320835706847
0h,AL365361.1,-0.00027875992972054264,0.9970050279637483,-0.38976749777793884,10.0,0.9728527616187073,0.0002819446122686184
0h,C1orf162,7.173337527753571e-09,0.9999971828739387,-1.0058245658874512,4.67894172668457,0.7713256575351136,0.0
0h,CAPZA1,5.861325536989666e-09,0.999997172440895,-1.2035083770751953,4.737852573394775,0.7149942747981795,0.0
0h,CD58,-1.4365539647168334e-05,0.9998471644422088,-0.7541633248329163,10.0,0.916308481929652,3.452383007370838e-05
0h,CD2,1.1490173523943413e-08,0.9999971123253488,-2.256664514541626,3.6803653240203857,0.4764518709038914,0.0
0h,REG4,-0.007114332841514753,0.9131129640464005,-0.28008753061294556,10.0,0.9904771768713354,0.004022026203587026
0h,AC246785.3,-2.1454935270905614e-09,0.9999970797876071,-0.7196511626243591,7.3936309814453125,0.9061412139729448,0.0
0h,NUDT17,-0.022532116136900305,0.6150079557992858,-0.14466284215450287,10.0,0.9962484104653236,0.0037400815913184076
0h,OTUD7B,-0.0036071223460316408,0.9578219513132737,-0.27860066294670105,10.0,0.9872952305328753,0.0024224220768385377
0h,C1orf56,9.428271893631693e-09,0.9999970924239804,-1.2143380641937256,3.9302873611450195,0.5306312682328977,0.0
0h,CDC42SE1,-2.378880146630205e-09,0.9999971969845293,-1.094259262084961,3.7655789852142334,0.5980448004234923,0.0
0h,S100A11,-8.613616002230061e-09,0.9999972050033369,-2.119162082672119,4.038113117218018,0.48869056866502103,0.0
0h,S100A6,-5.206520306131121e-09,0.9999971187914081,-2.1573750972747803,3.7845702171325684,0.4215474731433372,0.0
0h,S100A4,-4.557724649183835e-09,0.9999971196568329,-1.9957047700881958,4.243324279785156,0.6351751796677657,0.0
0h,ADAM15,-0.009254287505948764,0.8823346467145909,-0.20971564948558807,10.0,0.9910870978693043,0.0048045663519244155
0h,EFNA1,-0.017454108144244546,0.7510862124698264,-0.2203991413116455,10.0,0.9943495998112697,0.005218852312808916
0h,LMNA,-0.0009234107120659269,0.9897831611119252,-0.6018003225326538,10.0,0.9213777309788082,0.000857341780163758
0h,SH2D2A,4.6786499067275726e-09,0.9999972010455177,-0.8787822127342224,8.167009353637695,0.9177527288210687,0.0
0h,PYHIN1,1.7952128428118174e-09,0.9999970921121455,-1.0524903535842896,8.18295669555664,0.8952201757262951,0.0
0h,IFI16,-7.788678241119163e-09,0.9999971600032893,-1.454638957977295,5.463339328765869,0.7481141357822236,0.0
0h,FCRL6,-0.02405955974975089,0.49666895708709446,-0.515277087688446,10.0,0.6978014074214727,0.0023821442750858782
0h,TAGLN2,7.078675013651477e-09,0.9999970662758951,-1.6141293048858643,4.608065128326416,0.7082218501320536,0.0
0h,CD84,2.5651892882472347e-09,0.9999971512973718,-0.7398928999900818,9.961808204650879,0.9394049242489628,0.0
0h,FCER1G,-0.014420669752603444,0.7981948945556872,-0.2244979292154312,10.0,0.9934289643426375,0.0052015903977720625
0h,APOA2,-0.020361745690629044,0.3281628608254702,-0.5781915783882141,10.0,0.5560695770255418,0.0009321434119901262
0h,ATP1B1,-0.018658666961440407,0.7231002601920851,-0.5825895071029663,10.0,0.8410235164822518,0.004867860040392881
0h,SELL,-6.566205015453706e-09,0.9999971100798565,-2.2635552883148193,3.327897310256958,0.42335422025052794,0.0
0h,FASLG,-0.0155999943149348,0.7848793035636374,-0.45915213227272034,10.0,0.862318965666051,0.005414487349893264
0h,RGS16,-0.018638572621643746,0.7235619508152555,-0.2251075953245163,10.0,0.9896255890628506,0.004959923587256104
0h,C1orf21,-0.0038115971360351067,0.9565944398747495,-1.1446343660354614,10.0,0.7238496372120856,0.0027101206607861076
0h,FAM129A,-2.3075437065516627e-05,0.9997539739551017,-0.9205240607261658,10.0,0.8939830718153206,4.0277801752659774e-05
0h,TPR,1.8888711346283445e-09,0.9999971065692348,-1.6304110288619995,5.011215686798096,0.7545413221476124,0.0
0h,RGS1,-4.104987861343867e-06,0.9999553665267862,-0.7054862380027771,10.0,0.94128647298798,1.726191503685419e-05
0h,RGS2,-9.057226651197205e-05,0.9990183304670861,-0.7210943102836609,10.0,0.919852928483886,8.055560350531955e-05
0h,MIR181A1HG,-0.00027778421169442154,0.9969900387671403,-0.5132228136062622,10.0,0.9731692300610496,0.000304960498984424
0h,MDM4,-9.711009746164607e-10,0.9999971699676079,-0.7875472903251648,5.400137424468994,0.7855724914121973,0.0
0h,NUCKS1,-8.193530503233429e-09,0.9999971811495674,-1.214078426361084,4.77834939956665,0.7437468712778996,0.0
0h,FCMR,9.564145031759795e-09,0.9999971769200089,-1.1841377019882202,4.2189812660217285,0.6420396678807547,0.0
0h,CD55,6.978660896723573e-09,0.9999971277981797,-1.5450693368911743,5.407548904418945,0.7956074180202886,0.0
0h,LINC00467,-0.011412110115448829,0.8520426920228408,-0.2206210196018219,10.0,0.9922666620634893,0.005167066567698354
0h,CENPF,-0.005666032898600541,0.9314798042648053,-0.6289833784103394,10.0,0.9001455754834775,0.0032394860552496362
0h,AL591895.1,-0.0032109671488613394,0.9618671659356717,-0.22792358696460724,10.0,0.9869327303171014,0.001858532852301301
0h,C1orf35,-6.656834590168408e-09,0.9999971050364318,-0.4801938235759735,7.018327713012695,0.9071366510734035,0.0
0h,OBSCN,-0.012391644600289731,0.8361798013059134,-0.1866081953048706,10.0,0.9927730115712371,0.0054950429533985835
0h,C1orf131,-4.900604565175563e-09,0.9999971835609645,-0.6502479314804077,7.153147220611572,0.8999096626446405,0.0
0h,AL445524.1,-0.010457450956824522,0.8664403148526671,-0.1779404878616333,10.0,0.9919559475928259,0.005051987134119326
0h,ZBTB18,-0.0005363352030184197,0.9939992976821767,-0.3304121196269989,10.0,0.9777724074042108,0.0004315478759213547
0h,LINC01871,1.8434640544366417e-09,0.9999971832045437,-0.8718312382698059,9.490711212158203,0.9224709855978089,0.0
0h,ID2,1.4312301343981304e-10,0.9999971042523009,-0.8163357973098755,7.606841564178467,0.9207908258675551,0.0
0h,ADAM17,3.0117106556314158e-09,0.9999971051894953,-0.521905779838562,8.500838279724121,0.9409584966022797,0.0
0h,YWHAQ,2.7695911955823283e-09,0.9999971512288247,-1.250793218612671,4.989223480224609,0.7536321946223381,0.0
0h,AC074117.1,-3.019413478657008e-06,0.9999661245358802,-0.5755636692047119,10.0,0.9553779496297319,5.753971678951396e-06
0h,FOSL2,-0.005398385054207976,0.9351489288119583,-0.3577386438846588,10.0,0.980108519905865,0.0029517874713020664
0h,PPP1CB,4.0925987817257325e-09,0.999997185845082,-1.1458269357681274,4.645934104919434,0.7008049806378853,0.0
0h,CEBPZ,-7.553598239604535e-09,0.9999972034808693,-0.970337450504303,5.778568267822266,0.8416334374802207,0.0
0h,EML4,5.305846429066412e-09,0.9999971682719587,-1.4810235500335693,5.881698131561279,0.8118278641832525,0.0
0h,ZFP36L2,-8.576064998937686e-09,0.9999970848252494,-2.709784746170044,3.2169151306152344,0.42947069214525324,0.0
0h,AC009501.1,-0.020311694736166903,0.6824767007318883,-0.11519785225391388,10.0,0.9953507908834073,0.004545637626371603
0h,AC012368.1,-0.015504048595751007,0.7853824606679958,-0.3393772840499878,10.0,0.9911791614161675,0.005299407916314236
0h,SLC1A4,-0.009047648404744717,0.8823692193354091,-0.35895198583602905,10.0,0.9648604949566438,0.004194645353955567
0h,PLEK,-0.010311990823805881,0.8685734392342546,-0.7498994469642639,10.0,0.77079629214065,0.004626193229876923
0h,AUP1,-2.3297506341407796e-09,0.9999971813249016,-0.7716459035873413,5.969917297363281,0.8524163804065756,0.0
0h,GNLY,-1.6932741164589496e-05,0.9998238408373686,-1.6845446825027466,10.0,0.7184006260321186,4.603177343161117e-05
0h,LINC01943,-0.003961885039777716,0.9542184066481705,-1.003172516822815,10.0,0.8077080204611233,0.002456945906912246
0h,CYTOR,1.166848636357778e-09,0.9999971904684362,-1.0114444494247437,9.890759468078613,0.9135695914104711,0.0
0h,AC133644.2,3.786982144702323e-09,0.9999971660788309,-0.6682233810424805,9.51235294342041,0.9506079071078812,0.0
0h,IGKC,-0.013304562427275875,0.8195199981499309,-0.33193960785865784,10.0,0.9585138641947605,0.005144050680982548
0h,DUSP2,3.4274017890492476e-09,0.9999971494834542,-0.8341537714004517,9.272117614746094,0.9292491642356137,0.0
0h,ANKRD36,3.69454617167953e-09,0.999997166436773,-1.4116002321243286,9.791335105895996,0.9246574948358104,0.0
0h,EIF5B,-7.017900067100401e-09,0.9999971285682577,-1.035892367362976,4.869622230529785,0.7730863728688727,0.0
0h,LIMS1,2.7926832855802043e-09,0.9999970767382862,-1.4184871912002563,6.624124050140381,0.857347534135437,0.0
0h,MIR4435-2HG,-0.010462230077419069,0.8634742704855676,-0.36903107166290283,10.0,0.9780428440731215,0.004430558192792575
0h,CXCR4,-1.3434374831592238e-08,0.9999971473246145,-2.044069766998291,3.33821177482605,0.45362586525349124,0.0
0h,ZEB2,-0.009903197401666427,0.8755979360754391,-0.9679645299911499,10.0,0.7008107346095642,0.0048045663519244155
0h,NR4A2,-0.014662299453096316,0.7982701919658722,-0.1985606551170349,10.0,0.9900974147405246,0.005259130114561576
0h,GALNT3,-0.023284181377911866,0.5588843640253769,-0.3555368483066559,10.0,0.8685620249377133,0.0030611129332021427
0h,TLK1,-5.099417355363013e-09,0.9999970408774103,-1.3696057796478271,5.463181018829346,0.7970861887417791,0.0
0h,CDCA7,-0.011401610752855881,0.8479943566960761,-0.6673051714897156,10.0,0.8405919686063306,0.0047642885501717564
0h,GPR155,-1.2678805478406398e-07,0.9999958530640987,-0.7633888125419617,10.0,0.9401414326238686,5.753971678951396e-06
0h,CHN1,-0.005277271295065033,0.9374396699125208,-0.2451799064874649,10.0,0.9884172550102709,0.002923017612907309
0h,TTN,-0.007236061949449827,0.9097090983847915,-0.5455928444862366,10.0,0.9886416599057499,0.003860914996576387
0h,CCDC141,-0.003898593215524433,0.9537628188784831,-0.5086508989334106,10.0,0.9857416581795584,0.002146231436248871
0h,SESTD1,-0.023573897276575627,0.5543941464157043,-0.16723239421844482,10.0,0.9938259883884851,0.0030265891031284343
0h,ITGA4,-5.053705587407553e-09,0.9999971502414124,-1.5486090183258057,7.4454121589660645,0.8981604552542393,0.0
0h,AC114760.2,6.785317268118502e-09,0.9999971464307377,-0.7496024370193481,5.877568244934082,0.8251195387616302,0.0
0h,AC013264.1,1.8639634149456603e-09,0.9999970809001988,-0.7107998728752136,6.934212684631348,0.900559861444362,0.0
0h,SPATS2L,-0.012167334789170819,0.8402625095716693,-0.2803710699081421,10.0,0.9807932425356602,0.0053627016047827014
0h,CLK1,4.498822897591885e-09,0.9999971208361915,-1.0964678525924683,4.824109077453613,0.7659054162135414,0.0
0h,CTLA4,-0.006821949822518017,0.915686264587852,-0.226116344332695,10.0,0.9897982082132192,0.0034063512339392267
0h,AC007383.2,-0.022197987480305627,0.6244604856288738,-0.12883660197257996,10.0,0.9960700373432761,0.0038321451381816297
0h,AC007038.2,-0.004414163315392134,0.9478356129672397,-0.184355229139328,10.0,0.9880605087661759,0.0026698428590334476
0h,IKZF2,-0.019522707397912117,0.7001861325458527,-0.18750298023223877,10.0,0.9950746002428176,0.004597423371482166
0h,CCL20,-0.006297849486213538,0.9232218661724677,-0.4720021188259125,10.0,0.9406765519900111,0.0032164701685338305
0h,AC009950.1,-0.021825307789972062,0.6334714859664736,-0.15337634086608887,10.0,0.9960067436548077,0.003918454713365901
0h,ITM2C,-2.079083972899567e-06,0.9999759726170829,-0.6585924625396729,10.0,0.93678686713504,5.753971678951396e-06
0h,GPR55,-0.016642362098336992,0.7637662233430378,-0.2464706003665924,10.0,0.9910525740392305,0.005241868199524722
0h,COL6A3,-0.005985290720496343,0.9273701350636341,-0.18787626922130585,10.0,0.9900341210520561,0.003993256345192269
0h,PASK,-5.528210994133199e-11,0.9999970745708914,-1.8314038515090942,4.170797348022461,0.71575955303148,0.0
0h,D2HGDH,-0.0008293611407548337,0.9905452227431387,-0.3111461400985718,10.0,0.9797632816051279,0.0006617067430794106
0h,PDCD1,-0.018741667193536003,0.7213643353058823,-0.295104444026947,10.0,0.9765468114365942,0.004793058408566513
0h,THUMPD3-AS1,3.9105870134334836e-09,0.9999972138398979,-0.98651522397995,4.879251003265381,0.7310536097541328,0.0
0h,SETD5,9.437496404382291e-10,0.9999971212254749,-0.8392373323440552,8.271075248718262,0.9091793110194312,0.0
0h,FANCD2,-0.0015891433946184396,0.9821732558162807,-0.2734019160270691,10.0,0.9833825297911883,0.0013406754011956754
0h,LINC00852,-0.0235584040263237,0.558034865744161,-0.10779175162315369,10.0,0.996208132663571,0.0030726208765600458
0h,XPC,-6.7842883778045876e-09,0.9999971116490068,-1.0348255634307861,6.173716068267822,0.8689015092667713,0.0
0h,CCDC174,1.2866016152924443e-08,0.9999970360132588,-0.8048123717308044,7.606550216674805,0.8948173977087684,0.0
0h,SH3BP5-AS1,-0.016754968424906133,0.7613610088875428,-0.18514788150787354,10.0,0.9941194409441116,0.005218852312808916
0h,KAT2B,-0.007855899593137917,0.9020915273205222,-0.263070285320282,10.0,0.9901146766555615,0.004522621739655798
0h,LINC02084,-0.021725801490720228,0.6470103046731064,-0.3912084698677063,10.0,0.8709844470145518,0.004050796061981783
0h,EOMES,-0.006619220678296356,0.9197971265606293,-0.7927676439285278,10.0,0.7685867670159328,0.003400597262260275
0h,CMC1,-3.2958095890461165e-07,0.9999938060603708,-0.5751258730888367,10.0,0.937258692812714,5.753971678951396e-06
0h,CX3CR1,-0.0239323574902033,0.49652529907027115,-0.5824272632598877,10.0,0.6518099117916142,0.0023591283883700725
0h,ENTPD3-AS1,-2.8765757195095287e-05,0.9996959963977516,-0.2530364394187927,10.0,0.9688882751319098,4.603177343161117e-05
0h,CTNNB1,-3.2483782027475922e-09,0.9999971188971865,-0.679205060005188,5.984344959259033,0.84514911417606,0.0
0h,NKTR,9.869089097050903e-09,0.9999970116058358,-1.550096035003662,5.153128147125244,0.7672806154448107,0.0
0h,CXCR6,-0.0029581813317920568,0.9658392856026365,-0.9733564257621765,10.0,0.7832651487689377,0.0020311520026698427
0h,CCR2,-0.019791815777853026,0.6908784530845575,-0.40076616406440735,10.0,0.8548675723418089,0.004493851881261041
0h,CCR5,-0.019117612921424325,0.711225896290856,-0.589767336845398,10.0,0.7868556270966034,0.00470099486170329
0h,NBEAL2,-0.014928234128602077,0.7948619313505081,-0.2571723759174347,10.0,0.9846311416455208,0.005374209548140604
0h,RBM6,-1.662558135996864e-09,0.9999971912962549,-0.9496060609817505,5.782395839691162,0.8096988946620405,0.0
0h,RASSF1-AS1,-0.023317895777450682,0.5695473474740751,-0.12304943799972534,10.0,0.9967835298314661,0.003210716196854879
0h,DNAH1,-0.02346688088727532,0.563785864112954,-0.12074492871761322,10.0,0.9968468235199346,0.003141668536707462
0h,STIMATE,-0.023455185551738585,0.5599425791448515,-0.16337767243385315,10.0,0.9967605139447504,0.003095636763275851
0h,FLNB,-0.006602623214975518,0.9180577328784012,-0.2855256497859955,10.0,0.9901837243157089,0.003906946770007998
0h,FHIT,2.4164560783029638e-09,0.9999971399947649,-1.0964000225067139,5.103659152984619,0.80525682852589,0.0
0h,FOXP1,1.6007701913341503e-08,0.9999971335284761,-1.3920644521713257,4.061220645904541,0.607556115608799,0.0
0h,CLDND1,1.390708273646128e-09,0.9999971188724962,-1.12830650806427,5.726110458374023,0.8151594137853654,0.0
0h,AC093010.2,-0.0024251406305893647,0.9720554449549481,-0.31854674220085144,10.0,0.9797747895484858,0.0016916676736117105
0h,ZNF80,-0.023007360643487965,0.5822071720779739,-0.13253143429756165,10.0,0.9964958312475186,0.0033488115171497125
0h,TIGIT,-1.1358438264447505e-06,0.9999856538932821,-0.47743111848831177,10.0,0.9539509646533519,5.753971678951396e-06
0h,ZBTB20,8.386059593673318e-09,0.9999970686318063,-1.127119779586792,5.553293228149414,0.8277433498472321,0.0
0h,COX17,-4.666017573603019e-09,0.9999971287155451,-0.8174265623092651,5.3614821434021,0.8220411639133912,0.0
0h,H1FX,1.4514420348600334e-09,0.9999971238629983,-0.9869804978370667,5.9324235916137695,0.8404251034276409,0.0
0h,PLXND1,-0.011479390256110151,0.851345855329089,-0.3367258906364441,10.0,0.9699412519491579,0.005247622171203673
0h,TF,-0.011028767155652618,0.8584489455653516,-0.2423505187034607,10.0,0.9922781700068473,0.0052821460012773816
0h,U2SURP,-8.909493474017644e-09,0.9999972671839749,-0.9985362887382507,5.692719459533691,0.8276455323286899,0.0
0h,GPR171,1.5104228706724825e-09,0.9999971010698083,-1.3540992736816406,5.450700759887695,0.7875518576697565,0.0
0h,MBNL1,-5.866398314559507e-09,0.999997266689565,-1.3911938667297363,5.332317352294922,0.777678042268676,0.0
0h,CCNL1,8.306840063380373e-09,0.9999971057447791,-1.3419065475463867,6.0274338722229,0.7927131702657759,0.0
0h,RSRC1,-3.194532942986058e-09,0.9999970803619104,-0.8187471032142639,7.729008197784424,0.9189553089019696,0.0
0h,SKIL,-8.403528623944529e-10,0.9999971516520442,-1.148558259010315,6.647627353668213,0.8532737221867394,0.0
0h,TTC14,8.734753602371136e-09,0.9999970785785469,-1.1805124282836914,5.625057697296143,0.777919709079192,0.0
0h,LINC02043,-0.016528383567334656,0.7680595623140004,-0.24350985884666443,10.0,0.9940676551990011,0.005408733378214312
0h,BCL6,-0.020857835552582468,0.6699372681291487,-0.20378845930099487,10.0,0.9930952339852583,0.004373018476003061
0h,TPRG1,-0.0001545098903773125,0.9983733964387221,-0.7971349358558655,10.0,0.884466002658335,0.00023591283883700725
0h,TMEM175,-0.0004988938008762916,0.9945579136807722,-0.25374534726142883,10.0,0.9773466134999683,0.0004373018476003061
0h,DGKQ,-0.01942028386911877,0.7039571806193027,-0.16537615656852722,10.0,0.9943495998112697,0.004735518691776999
0h,AC016773.1,-0.008431549574804378,0.8944738287809029,-0.2073087990283966,10.0,0.9910986058126622,0.004562899541408458
0h,MXD4,-3.41337988050948e-05,0.999638011569487,-0.5299350023269653,10.0,0.9617706121650469,4.603177343161117e-05
0h,LYAR,1.1632801362201845e-09,0.9999971634602816,-1.4413856267929077,6.074419975280762,0.8556673744051831,0.0
0h,JAKMIP1,-0.022965778600431332,0.5919683103296436,-0.31159156560897827,10.0,0.9162279263261466,0.003429367120655032
0h,CD38,-0.023030055960138237,0.5776131207016435,-0.22576093673706055,10.0,0.9922263842617367,0.0032797638570022957
0h,FGFBP2,-0.0004739357236454855,0.9949757012161322,-1.4282457828521729,10.0,0.7099883194374917,0.0007192464598689245
0h,HOPX,-2.091441980216523e-06,0.9999758353070192,-1.2372266054153442,10.0,0.8236925537852503,5.753971678951396e-06
0h,ALB,-0.020664497479953546,0.3379481420976624,-0.5921417474746704,10.0,0.5576289033505377,0.00098968312877964
0h,FAM13A-AS1,-0.011302120065830456,0.8520936938183087,-0.18999847769737244,10.0,0.9923242017802788,0.005236114227845771
0h,TRMT10A,-0.0019250332478430395,0.9780306133597662,-0.24201057851314545,10.0,0.9847059432773472,0.001496032636527363
0h,PPP3CA,3.745826982201518e-09,0.9999972049925617,-0.6268670558929443,7.414602756500244,0.9183971736491113,0.0
0h,LEF1,-1.830795936644289e-09,0.9999972087063037,-1.721415400505066,3.5411391258239746,0.5629858509836415,0.0
0h,LARP7,-3.0654072085897673e-09,0.9999971547465099,-0.9491060376167297,6.170718669891357,0.874281472786591,0.0
0h,LINC02273,9.200551539173692e-09,0.9999971036437316,-1.0488075017929077,5.917952060699463,0.8700638115459196,0.0
0h,AC097534.2,-0.00050478908982221,0.9944577151375089,-0.38406291604042053,10.0,0.9743890720569873,0.0004488097909582089
0h,HPGD,-0.011490864768037947,0.8494803981709185,-0.36290091276168823,10.0,0.9629731922459478,0.004942661672219249
0h,MIR4458HG,-2.265011537323554e-06,0.9999740809198902,-0.38102006912231445,10.0,0.9615922390429994,1.1507943357902792e-05
0h,IL7R,2.0402113240834698e-09,0.999997216088011,-2.8648409843444824,3.446939706802368,0.4247179115384394,0.0
0h,NADK2,-0.004318805851648909,0.9482430993638646,-0.21984679996967316,10.0,0.988635905934071,0.002687104774070302
0h,RICTOR,1.6696103216901541e-09,0.9999972153765867,-0.8022027611732483,6.984165668487549,0.9003699803789565,0.0
0h,CCDC152,-0.00030049002992457474,0.9967384005579455,-0.34882014989852905,10.0,0.9765007796631625,0.0003222224140212782
0h,GZMK,-9.544286081396979e-05,0.9989763319241268,-1.0690792798995972,10.0,0.8348092270689844,0.00013809532029483351
0h,GZMA,-1.693930354923319e-05,0.9998151627894969,-1.5221667289733887,10.0,0.7832651487689377,1.726191503685419e-05
0h,NDUFAF2,3.6768252776335588e-09,0.9999971702734817,-0.5182262659072876,7.985269546508789,0.9335416271081114,0.0
0h,SREK1IP1,-2.8325350342070805e-09,0.9999972186591519,-0.6366458535194397,7.164514541625977,0.9025277197585634,0.0
0h,CENPK,-1.1512210851961473e-09,0.9999971016582054,-0.5234509110450745,8.84559154510498,0.9437434188948922,0.0
0h,PIK3R1,-8.46143007946428e-10,0.9999972092796549,-1.726598858833313,5.7618408203125,0.8220066400833175,0.0
0h,OCLN,-0.012147239256782532,0.8398879680525746,-0.20655059814453125,10.0,0.9925946384491896,0.005270638057919479
0h,GCNT4,-2.3682208161840304e-09,0.9999970599900478,-0.5020418167114258,8.342018127441406,0.9251293205134844,0.0
0h,F2R,-0.0004294226321667526,0.9952542789106464,-0.7729777693748474,10.0,0.8787465548094572,0.0004142859608845005
0h,MTX3,-0.004621585000861572,0.9437887219828934,-0.34327763319015503,10.0,0.9884460248686656,0.0026525809439965934
0h,SERINC5,-5.5266950388000754e-09,0.9999970928165338,-1.2469639778137207,5.537386417388916,0.8039391690114102,0.0
0h,ARRDC3,-2.3956853550908113e-09,0.9999971356424405,-0.7691055536270142,6.181775093078613,0.8472032820654457,0.0
0h,NUDT12,-0.020414980413096605,0.680525620997749,-0.1550060659646988,10.0,0.9953910686851599,0.004476589966224186
0h,IRF1,-9.518692328471593e-11,0.9999971325093473,-1.2927887439727783,5.681615829467773,0.8156772712364709,0.0
0h,ZCCHC10,7.292431581589194e-09,0.9999971183224142,-0.6110004782676697,6.997375965118408,0.8991271224963031,0.0
0h,AC008608.2,-0.011317375001907725,0.8537344620024395,-0.18356002867221832,10.0,0.9923357097236367,0.005259130114561576
0h,CDKL3,-0.01893799018206355,0.7158494391410555,-0.1711186170578003,10.0,0.9948847191774122,0.004839090181998124
0h,DDX46,7.909870266610502e-09,0.9999971421660435,-1.1748229265213013,5.539618968963623,0.8053028602993216,0.0
0h,TMEM173,-6.0456087682080115e-09,0.9999970880122331,-0.9602976441383362,6.760019302368164,0.87143325680551,0.0
0h,NR3C1,8.457046787350977e-09,0.9999970360462416,-1.3493444919586182,4.937377452850342,0.7713083956200768,0.0
0h,PPP2R2B,-0.015617630114083993,0.7831260857408765,-0.425639271736145,10.0,0.8985574793000869,0.005293653944635285
