task_key,task_id,task,cluster,split,unit,model,status,binding_floor,n_units,model_score,binding_floor_score,margin,margin_min,margin_max,units_below_floor,units_above_floor,inference,ci_lo,ci_hi,mde_80,verdict,n_units_target,n_strata,n_estimable_strata,n_partitions,independent_control_r,shared_control_r,minimum_treated_cells,minimum_control_cells,shared_minus_independent_control,independent_control_r_partition_lo,independent_control_r_partition_hi,shared_control_r_partition_lo,shared_control_r_partition_hi,precision_class,power_statement,attenuation_statement
T2,T2,donor/Soskic,C2,donor (LODO),donor,CellOT,native,cell-mean,106,0.3666252923748678,0.2598150389070562,0.1068102534678117,-0.2726094395942534,0.4734580430545481,13/106,93/106,bootstrap 95% CI,0.0857035664030313,0.1284731465628966,0.0305675574923625,positive margin CI (unadjusted),106,206,206,100,0.60384168184136,0.7127273462055543,53,300,0.10888566436419433,0.5989291786008357,0.6095113382268426,0.7091919016354045,0.7160140632671715,positive conditional interval,"Conditional 95% margin interval [0.085704, 0.128473]; normal-approximation 80%-power margin scale 0.030568, not prospective Wilcoxon power or a multiplicity-adjusted detection threshold. Training-seed and shared-fold variation are not covered.","Matched-mask held-target split-half correlation 0.603842 with disjoint controls versus 0.712727 with shared controls; 206/206 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T2,T2,donor/Soskic,C2,donor (LODO),donor,PertAdapt,adapted,cell-mean,106,0.2196314708060061,0.2598150389070562,-0.0401835681010501,-0.2048714324649282,0.2143253294658319,83/106,23/106,bootstrap 95% CI,-0.0525467704522218,-0.0276761284866568,0.0177751283812641,negative margin CI (unadjusted),106,206,206,100,0.60384168184136,0.7127273462055543,53,300,0.10888566436419433,0.5989291786008357,0.6095113382268426,0.7091919016354045,0.7160140632671715,negative conditional interval,"Conditional 95% margin interval [-0.052547, -0.027676]; normal-approximation 80%-power margin scale 0.017775, not prospective Wilcoxon power or a multiplicity-adjusted detection threshold. Training-seed and shared-fold variation are not covered.","Matched-mask held-target split-half correlation 0.603842 with disjoint controls versus 0.712727 with shared controls; 206/206 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T2,T2,donor/Soskic,C2,donor (LODO),donor,STATE,native,cell-mean,106,0.1830389840555649,0.2598150389070562,-0.0767760548514912,-0.1947145688872956,0.0509062269343103,97/106,9/106,bootstrap 95% CI,-0.0871028207817699,-0.0662437090440672,0.0149080747320539,negative margin CI (unadjusted),106,206,206,100,0.60384168184136,0.7127273462055543,53,300,0.10888566436419433,0.5989291786008357,0.6095113382268426,0.7091919016354045,0.7160140632671715,negative conditional interval,"Conditional 95% margin interval [-0.087103, -0.066244]; normal-approximation 80%-power margin scale 0.014908, not prospective Wilcoxon power or a multiplicity-adjusted detection threshold. Training-seed and shared-fold variation are not covered.","Matched-mask held-target split-half correlation 0.603842 with disjoint controls versus 0.712727 with shared controls; 206/206 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T2,T2,donor/Soskic,C2,donor (LODO),donor,scFoundation,adapted,cell-mean,106,0.119683415472993,0.2598150389070562,-0.1401316234340631,-0.4492386815335488,0.0023244820326185,104/106,2/106,bootstrap 95% CI,-0.1533786269263245,-0.1280693280988872,0.0180886378614737,negative margin CI (unadjusted),106,206,206,100,0.60384168184136,0.7127273462055543,53,300,0.10888566436419433,0.5989291786008357,0.6095113382268426,0.7091919016354045,0.7160140632671715,negative conditional interval,"Conditional 95% margin interval [-0.153379, -0.128069]; normal-approximation 80%-power margin scale 0.018089, not prospective Wilcoxon power or a multiplicity-adjusted detection threshold. Training-seed and shared-fold variation are not covered.","Matched-mask held-target split-half correlation 0.603842 with disjoint controls versus 0.712727 with shared controls; 206/206 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T2,T2,donor/Soskic,C2,donor (LODO),donor,scGPT,adapted,cell-mean,106,0.2500894002391071,0.2598150389070562,-0.009725638667949,-0.045163305543996,0.0152408517845716,93/106,13/106,bootstrap 95% CI,-0.01153668151697,-0.0079747104678372,0.0025457522478247,negative margin CI (unadjusted),106,206,206,100,0.60384168184136,0.7127273462055543,53,300,0.10888566436419433,0.5989291786008357,0.6095113382268426,0.7091919016354045,0.7160140632671715,negative conditional interval,"Conditional 95% margin interval [-0.011537, -0.007975]; normal-approximation 80%-power margin scale 0.002546, not prospective Wilcoxon power or a multiplicity-adjusted detection threshold. Training-seed and shared-fold variation are not covered.","Matched-mask held-target split-half correlation 0.603842 with disjoint controls versus 0.712727 with shared controls; 206/206 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T2,T2,donor/Soskic,C2,donor (LODO),donor,scGen,native,cell-mean,106,0.1470496063706489,0.2598150389070562,-0.1127654325364073,-0.4493247805743236,0.067610581210379,101/106,5/106,bootstrap 95% CI,-0.1278554365521952,-0.0994293311083888,0.0203162296470915,negative margin CI (unadjusted),106,206,206,100,0.60384168184136,0.7127273462055543,53,300,0.10888566436419433,0.5989291786008357,0.6095113382268426,0.7091919016354045,0.7160140632671715,negative conditional interval,"Conditional 95% margin interval [-0.127855, -0.099429]; normal-approximation 80%-power margin scale 0.020316, not prospective Wilcoxon power or a multiplicity-adjusted detection threshold. Training-seed and shared-fold variation are not covered.","Matched-mask held-target split-half correlation 0.603842 with disjoint controls versus 0.712727 with shared controls; 206/206 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T2,T2,donor/Soskic,C2,donor (LODO),donor,scPRAM,native,cell-mean,106,0.1591703453255837,0.2598150389070562,-0.1006446935814724,-0.514053990078009,0.256263595078423,94/106,12/106,bootstrap 95% CI,-0.1197259480231015,-0.0826973546681419,0.0264644556249627,negative margin CI (unadjusted),106,206,206,100,0.60384168184136,0.7127273462055543,53,300,0.10888566436419433,0.5989291786008357,0.6095113382268426,0.7091919016354045,0.7160140632671715,negative conditional interval,"Conditional 95% margin interval [-0.119726, -0.082697]; normal-approximation 80%-power margin scale 0.026464, not prospective Wilcoxon power or a multiplicity-adjusted detection threshold. Training-seed and shared-fold variation are not covered.","Matched-mask held-target split-half correlation 0.603842 with disjoint controls versus 0.712727 with shared controls; 206/206 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,AttentionPert,native,cell-mean,5,0.2269041250894768,0.493731607053064,-0.2668274819635872,-0.3268746357364318,-0.1253622209408986,5/5,0/5,per-unit range (n = 5; CI not reported),,,,negative in all units (descriptive),5,43,43,100,0.24544970052305795,0.4433107997730909,51,300,0.19786109925003295,0.215551570811697,0.2703425958257332,0.41424673752224406,0.46883805269357026,descriptive only,"Only 5 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.062; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.245450 with disjoint controls versus 0.443311 with shared controls; 43/43 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,Biolord,native,cell-mean,5,0.3941136139248484,0.493731607053064,-0.0996179931282156,-0.1378745170425329,0.0423344692448162,4/5,1/5,per-unit range (n = 5; CI not reported),,,,mixed unit margins (descriptive),5,43,43,100,0.24544970052305795,0.4433107997730909,51,300,0.19786109925003295,0.215551570811697,0.2703425958257332,0.41424673752224406,0.46883805269357026,descriptive only,"Only 5 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.062; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.245450 with disjoint controls versus 0.443311 with shared controls; 43/43 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,CINEMA-OT,diagnostic,cell-mean,5,0.4578647190595113,0.493731607053064,-0.0358668879935527,-0.0608278331674206,-0.0026873753462938,5/5,0/5,per-unit range (n = 5; CI not reported),,,,negative in all units (descriptive),5,43,43,100,0.24544970052305795,0.4433107997730909,51,300,0.19786109925003295,0.215551570811697,0.2703425958257332,0.41424673752224406,0.46883805269357026,descriptive only,"Only 5 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.062; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.245450 with disjoint controls versus 0.443311 with shared controls; 43/43 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,CellFlow,native,cell-mean,5,0.3209894737531866,0.493731607053064,-0.1727421332998774,-0.4163619184084218,-0.046122731900743,5/5,0/5,per-unit range (n = 5; CI not reported),,,,negative in all units (descriptive),5,43,43,100,0.24544970052305795,0.4433107997730909,51,300,0.19786109925003295,0.215551570811697,0.2703425958257332,0.41424673752224406,0.46883805269357026,descriptive only,"Only 5 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.062; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.245450 with disjoint controls versus 0.443311 with shared controls; 43/43 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,GEARS,native,cell-mean,5,0.2069946521231735,0.493731607053064,-0.2867369549298905,-0.4469271578745462,-0.1372441203225939,5/5,0/5,per-unit range (n = 5; CI not reported),,,,negative in all units (descriptive),5,43,43,100,0.24544970052305795,0.4433107997730909,51,300,0.19786109925003295,0.215551570811697,0.2703425958257332,0.41424673752224406,0.46883805269357026,descriptive only,"Only 5 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.062; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.245450 with disjoint controls versus 0.443311 with shared controls; 43/43 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,PerturbNet,native,cell-mean,5,0.3616930433414623,0.493731607053064,-0.1320385637116017,-0.1959919671700855,0.0054771821196769,4/5,1/5,per-unit range (n = 5; CI not reported),,,,mixed unit margins (descriptive),5,43,43,100,0.24544970052305795,0.4433107997730909,51,300,0.19786109925003295,0.215551570811697,0.2703425958257332,0.41424673752224406,0.46883805269357026,descriptive only,"Only 5 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.062; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.245450 with disjoint controls versus 0.443311 with shared controls; 43/43 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,scGPT,native,cell-mean,5,0.1653525583486745,0.493731607053064,-0.3283790487043895,-0.6224678200605855,-0.1302208040673492,5/5,0/5,per-unit range (n = 5; CI not reported),,,,negative in all units (descriptive),5,43,43,100,0.24544970052305795,0.4433107997730909,51,300,0.19786109925003295,0.215551570811697,0.2703425958257332,0.41424673752224406,0.46883805269357026,descriptive only,"Only 5 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.062; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.245450 with disjoint controls versus 0.443311 with shared controls; 43/43 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,AttentionPert,native,cell-mean,2,0.5079323094470054,0.6612302920706715,-0.1532979826236661,-0.1577212494430285,-0.1488747158043037,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive),2,186,185,100,0.028727619791465337,0.3319693491985837,5,60,0.30324172940711835,0.002442030609978741,0.045300910336186356,0.3284983320815096,0.33555416013633715,descriptive only,"Only 2 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.500; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.028728 with disjoint controls versus 0.331969 with shared controls; 185/186 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,Biolord,native,cell-mean,2,0.612772612765668,0.6612302920706715,-0.0484576793050035,-0.0514208953223631,-0.0454944632876439,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive),2,186,185,100,0.028727619791465337,0.3319693491985837,5,60,0.30324172940711835,0.002442030609978741,0.045300910336186356,0.3284983320815096,0.33555416013633715,descriptive only,"Only 2 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.500; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.028728 with disjoint controls versus 0.331969 with shared controls; 185/186 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,CellFlow,native,cell-mean,2,0.4923607949387465,0.6612302920706715,-0.168869497131925,-0.1697913133380436,-0.1679476809258064,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive),2,186,185,100,0.028727619791465337,0.3319693491985837,5,60,0.30324172940711835,0.002442030609978741,0.045300910336186356,0.3284983320815096,0.33555416013633715,descriptive only,"Only 2 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.500; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.028728 with disjoint controls versus 0.331969 with shared controls; 185/186 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,GEARS,native,cell-mean,2,0.4416963569496287,0.6612302920706715,-0.2195339351210428,-0.2359422678056293,-0.2031256024364563,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive),2,186,185,100,0.028727619791465337,0.3319693491985837,5,60,0.30324172940711835,0.002442030609978741,0.045300910336186356,0.3284983320815096,0.33555416013633715,descriptive only,"Only 2 task units; no inferential power/MDE is claimed. Even under independence, the minimum two-sided exact signed-rank P is 0.500; shared folds, related lineages/arms or overlapping fractions further limit inference.","Matched-mask held-target split-half correlation 0.028728 with disjoint controls versus 0.331969 with shared controls; 185/186 strata estimable. The pooled control has more cells than each disjoint half, so this compares control dependence and sampling precision. This diagnoses cell-sampling noise under the recorded feature space, not a prediction ceiling, a correction for attenuation, independent biological replication, or separation of model error from an unlearnable target."
