task_key,task_id,task,cluster,split,unit,model,status,binding_floor,n_units,model_score,binding_floor_score,margin,margin_min,margin_max,units_below_floor,units_above_floor,inference,ci_lo,ci_hi,mde_80,verdict
T2,T2,donor/Soskic,C2,donor (LODO),donor,CellOT,native,cell-mean,106,0.36662529237486785,0.25981503890705626,0.1068102534678117,-0.27260943959425343,0.4734580430545481,13/106,93/106,bootstrap 95% CI,0.08570356640303138,0.1284731465628966,0.030567557492362528,positive margin CI (unadjusted)
T2,T2,donor/Soskic,C2,donor (LODO),donor,PertAdapt,adapted,cell-mean,106,0.2196314708060061,0.25981503890705626,-0.04018356810105015,-0.2048714324649282,0.2143253294658319,83/106,23/106,bootstrap 95% CI,-0.05254677045222183,-0.02767612848665684,0.017775128381264143,negative margin CI (unadjusted)
T2,T2,donor/Soskic,C2,donor (LODO),donor,STATE,native,cell-mean,106,0.18303898405556498,0.25981503890705626,-0.07677605485149123,-0.19471456888729569,0.050906226934310364,97/106,9/106,bootstrap 95% CI,-0.08710282078176998,-0.06624370904406728,0.014908074732053921,negative margin CI (unadjusted)
T2,T2,donor/Soskic,C2,donor (LODO),donor,scFoundation,adapted,cell-mean,106,0.11968341547299308,0.25981503890705626,-0.14013162343406318,-0.44923868153354884,0.0023244820326185564,104/106,2/106,bootstrap 95% CI,-0.1533786269263245,-0.1280693280988872,0.018088637861473734,negative margin CI (unadjusted)
T2,T2,donor/Soskic,C2,donor (LODO),donor,scGPT,adapted,cell-mean,106,0.25008940023910714,0.25981503890705626,-0.009725638667949097,-0.045163305543996,0.015240851784571657,93/106,13/106,bootstrap 95% CI,-0.01153668151697009,-0.007974710467837265,0.0025457522478247686,negative margin CI (unadjusted)
T2,T2,donor/Soskic,C2,donor (LODO),donor,scGen,native,cell-mean,106,0.1470496063706489,0.25981503890705626,-0.11276543253640733,-0.4493247805743236,0.06761058121037904,101/106,5/106,bootstrap 95% CI,-0.12785543655219528,-0.09942933110838881,0.02031622964709158,negative margin CI (unadjusted)
T2,T2,donor/Soskic,C2,donor (LODO),donor,scPRAM,native,cell-mean,106,0.15917034532558377,0.25981503890705626,-0.10064469358147245,-0.514053990078009,0.256263595078423,94/106,12/106,bootstrap 95% CI,-0.11972594802310157,-0.08269735466814195,0.02646445562496278,negative margin CI (unadjusted)
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,AttentionPert,native,cell-mean,5,0.22690412508947685,0.493731607053064,-0.2668274819635872,-0.32687463573643183,-0.12536222094089866,5/5,0/5,per-unit range (n = 5; CI not reported),,,,negative in all units (descriptive)
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,Biolord,native,cell-mean,5,0.3941136139248484,0.493731607053064,-0.09961799312821565,-0.1378745170425329,0.042334469244816264,4/5,1/5,per-unit range (n = 5; CI not reported),,,,mixed unit margins (descriptive)
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,CINEMA-OT,diagnostic,cell-mean,5,0.4578647190595113,0.493731607053064,-0.03586688799355272,-0.06082783316742063,-0.0026873753462938743,5/5,0/5,per-unit range (n = 5; CI not reported),,,,negative in all units (descriptive)
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,CellFlow,native,cell-mean,5,0.3209894737531866,0.493731607053064,-0.17274213329987748,-0.41636191840842185,-0.04612273190074301,5/5,0/5,per-unit range (n = 5; CI not reported),,,,negative in all units (descriptive)
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,GEARS,native,cell-mean,5,0.20699465212317353,0.493731607053064,-0.2867369549298905,-0.4469271578745462,-0.13724412032259392,5/5,0/5,per-unit range (n = 5; CI not reported),,,,negative in all units (descriptive)
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,PerturbNet,native,cell-mean,5,0.36169304334146235,0.493731607053064,-0.13203856371160175,-0.19599196717008555,0.005477182119676904,4/5,1/5,per-unit range (n = 5; CI not reported),,,,mixed unit margins (descriptive)
T3,T3,gene/CRISPR,C3,unseen-perturbation (LO-gene 10%),dataset,scGPT,native,cell-mean,5,0.1653525583486745,0.493731607053064,-0.32837904870438955,-0.6224678200605855,-0.1302208040673492,5/5,0/5,per-unit range (n = 5; CI not reported),,,,negative in all units (descriptive)
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,AttentionPert,native,cell-mean,2,0.5079323094470054,0.6612302920706715,-0.15329798262366617,-0.15772124944302857,-0.14887471580430378,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive)
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,Biolord,native,cell-mean,2,0.612772612765668,0.6612302920706715,-0.048457679305003554,-0.05142089532236316,-0.04549446328764395,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive)
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,CellFlow,native,cell-mean,2,0.4923607949387465,0.6612302920706715,-0.16886949713192503,-0.16979131333804365,-0.16794768092580642,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive)
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,GEARS,native,cell-mean,2,0.4416963569496287,0.6612302920706715,-0.21953393512104283,-0.23594226780562932,-0.20312560243645633,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive)
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,PerturbNet,native,cell-mean,2,0.5981257562295912,0.6612302920706715,-0.06310453584108033,-0.06536658008255547,-0.0608424915996052,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive)
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,linear-shift-KOemb,diagnostic,cell-mean,2,0.617673734348777,0.6612302920706715,-0.04355655772189443,-0.054662571140709604,-0.032450544303079254,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive)
T4,T4,complex/Frangieh,C4,"unseen-KO (modality, RNA)",modality-fold,scGPT,native,cell-mean,2,0.5568108406678284,0.6612302920706715,-0.10441945140284314,-0.10929722550315768,-0.09954167730252861,2/2,0/2,per-unit range (n = 2; CI not reported),,,,negative in all units (descriptive)
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,Biolord,native,cell-mean,28,0.1266751625002205,0.17217958258837587,-0.04550442008815536,-0.16931618024503553,0.40858679912466256,23/28,5/28,bootstrap 95% CI,-0.07685157059927948,-0.004806396160152789,0.05149091956207391,negative margin CI (unadjusted)
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,CINEMA-OT,diagnostic,cell-mean,28,0.17181998694360803,0.17217958258837587,-0.00035959564476784403,-0.006072494379361859,0.019891938789442926,19/28,9/28,bootstrap 95% CI,-0.0018795728082216957,0.0016082638966125457,0.0024927681917962722,inconclusive (interval spans zero)
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,CPA,native,cell-mean,28,0.11158957805986694,0.17217958258837587,-0.06059000452850894,-0.19709648577386,0.0780125222544393,24/28,4/28,bootstrap 95% CI,-0.08600583001326921,-0.03611361879075406,0.03565812498661041,negative margin CI (unadjusted)
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,CellFlow,native,cell-mean,28,0.16610773952742774,0.17217958258837587,-0.006071843060948136,-0.05911533396149624,0.12331118689616463,19/28,9/28,bootstrap 95% CI,-0.01851484180120305,0.00802962076619857,0.01897141338774065,inconclusive (interval spans zero)
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,FP-ridge,diagnostic,cell-mean,28,0.1642003833460359,0.17217958258837587,-0.00797919924233997,-0.1098656610444349,0.250186318413312,21/28,7/28,bootstrap 95% CI,-0.030822678884539247,0.018930824833357847,0.03555899028371676,inconclusive (interval spans zero)
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,PRnet,native,cell-mean,28,0.13430073623254726,0.17217958258837587,-0.037878846355828624,-0.1217063583801675,0.038159914555438545,22/28,6/28,bootstrap 95% CI,-0.052259643314289825,-0.023170484145510154,0.020790116292293274,negative margin CI (unadjusted)
T5u,T5,small-mol/OP3,C5,unseen-compound,compound,PerturbNet,native,cell-mean,28,0.1615102122801007,0.17217958258837587,-0.010669370308275156,-0.10478958595739082,0.12693723324777598,18/28,10/28,bootstrap 95% CI,-0.026999426309769585,0.006058488115145457,0.023626598530640697,inconclusive (interval spans zero)
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,Biolord,native,linear-PCA,4,0.07870502441583836,0.2694297537764211,-0.19072472936058274,-0.2518355656518215,-0.12238818799037296,4/4,0/4,per-unit range (n = 4; CI not reported),,,,negative in all units (descriptive)
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,CINEMA-OT,diagnostic,linear-PCA,4,0.2533158068911881,0.2694297537764211,-0.016113946885232988,-0.035088326711987194,0.0052342246320424834,3/4,1/4,per-unit range (n = 4; CI not reported),,,,mixed unit margins (descriptive)
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,CellFlow,native,linear-PCA,4,0.1038204612370675,0.2694297537764211,-0.1656092925393536,-0.19941239817871745,-0.11605540827713758,4/4,0/4,per-unit range (n = 4; CI not reported),,,,negative in all units (descriptive)
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,CellOT,native,linear-PCA,4,0.10148818994753454,0.2694297537764211,-0.1679415638288866,-0.2399090903204376,-0.09523549461433581,4/4,0/4,per-unit range (n = 4; CI not reported),,,,negative in all units (descriptive)
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,FP-ridge,diagnostic,linear-PCA,4,0.38744925741192343,0.2694297537764211,0.11801950363550237,0.10473701007474301,0.1304307331243389,0/4,4/4,per-unit range (n = 4; CI not reported),,,,positive in all units (descriptive)
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,PRnet,native,linear-PCA,4,0.09443091810221138,0.2694297537764211,-0.1749988356742097,-0.208731229709739,-0.14343823830248525,4/4,0/4,per-unit range (n = 4; CI not reported),,,,negative in all units (descriptive)
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,scFoundation,adapted,linear-PCA,4,0.055151361950675104,0.2694297537764211,-0.214278391825746,-0.2572364055149917,-0.1256940131805941,4/4,0/4,per-unit range (n = 4; CI not reported),,,,negative in all units (descriptive)
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,scGPT,adapted,linear-PCA,4,0.024707767743775286,0.2694297537764211,-0.24472198603264583,-0.31176705865680215,-0.17018293313689822,4/4,0/4,per-unit range (n = 4; CI not reported),,,,negative in all units (descriptive)
T5c,T5,small-mol/OP3,C5,cell-context (LOCT),lineage,scPRAM,native,linear-PCA,4,-0.008695446715084359,0.2694297537764211,-0.27812520049150546,-0.34224036406379416,-0.17755435795479885,4/4,0/4,per-unit range (n = 4; CI not reported),,,,negative in all units (descriptive)
