baseline,family,split,action,ran,leak_free,n_train,n_test,n_test_strata,pearson_delta,pearson_delta_lo,pearson_delta_hi,e_distance,error,reason,unit
CPA,latent,C2_lodo_D409,run_headline,True,True,119947,567,2,0.1294448923094145,-0.004407575648737941,0.26329736026756695,5.398134681427743,,,D409
CPA,latent,C2_lodo_D410,run_headline,True,True,119914,600,2,0.28721722859355736,0.23902293221931128,0.3354115249678034,5.043237264538938,,,D410
CPA,latent,C2_lodo_D411,run_headline,True,True,119914,600,2,0.1432212379086676,0.08920719478762205,0.1972352810297131,5.235539492114125,,,D411
CPA,latent,C2_lodo_D412,run_headline,True,True,119914,600,2,0.22707458055510737,0.18391783704414313,0.27023132406607164,5.189673802757129,,,D412
CPA,latent,C2_lodo_D413,run_headline,True,True,119914,600,2,0.16492110317515873,0.13513371715335032,0.19470848919696712,5.256499054304065,,,D413
CPA,latent,C2_lodo_D414,run_headline,True,True,119914,600,2,0.13877236366799817,0.12742250545822903,0.15012222187776728,5.366032980573515,,,D414
CPA,latent,C2_lodo_D415,run_headline,True,True,119914,600,2,0.18482421330028959,0.129398716888234,0.2402497097123452,5.9956669549800505,,,D415
CPA,latent,C2_lodo_D416,run_headline,True,True,120161,353,2,0.22793034314853494,0.14849749530708667,0.3073631909899832,6.636227367158679,,,D416
CPA,latent,C2_lodo_D417,run_headline,True,True,120144,370,2,0.19560820390824035,0.09469285209699345,0.29652355571948724,6.281482539980982,,,D417
CPA,latent,C2_lodo_D418,run_headline,True,True,119996,518,2,0.2386731515943957,0.20556452590799557,0.27178177728079583,6.618107008086504,,,D418
CPA,latent,C2_lodo_D419,run_headline,True,True,120048,466,2,0.10893855463736207,-0.012656396943069663,0.2305335062177938,6.54672117775727,,,D419
CPA,latent,C2_lodo_D420,run_headline,True,True,120128,386,2,0.22133656439245872,0.1522789943663137,0.29039413441860373,7.262364979928523,,,D420
CPA,latent,C2_lodo_D421,run_headline,True,True,120214,300,1,0.10435710816005797,0.10435710816005797,0.10435710816005797,5.654943918776297,,,D421
CPA,latent,C2_lodo_D422,run_headline,True,True,120214,300,1,-0.0613830767580726,-0.0613830767580726,-0.0613830767580726,5.599991861737214,,,D422
CPA,latent,C2_lodo_D423,run_headline,True,True,120214,300,1,0.1349654327463588,0.1349654327463588,0.1349654327463588,6.789458674881251,,,D423
CPA,latent,C2_lodo_D424,run_headline,True,True,120214,300,1,0.139519723447878,0.139519723447878,0.139519723447878,5.6068619090992176,,,D424
CPA,latent,C2_lodo_D425,run_headline,True,True,120214,300,1,0.08724113205341638,0.08724113205341638,0.08724113205341638,5.898755435363176,,,D425
CPA,latent,C2_lodo_D426,run_headline,True,True,119914,600,2,0.22601388526828048,0.18726223873278164,0.2647655318037793,6.495333080191211,,,D426
CPA,latent,C2_lodo_D427,run_headline,True,True,119914,600,2,0.11364981019300818,0.07274857605063496,0.15455104433538142,6.255807310437943,,,D427
CPA,latent,C2_lodo_D428,run_headline,True,True,119999,515,2,0.16619573942653645,-0.02089019471300078,0.3532816735660737,6.476840373196777,,,D428
CPA,latent,C2_lodo_D429,run_headline,True,True,119914,600,2,0.10317928604623255,0.05972339193900583,0.14663518015345928,5.876400556433112,,,D429
CPA,latent,C2_lodo_D430,run_headline,True,True,119914,600,2,0.3324409351085272,0.09272429117590085,0.5721575790411535,6.390827129032349,,,D430
CPA,latent,C2_lodo_D431,run_headline,True,True,119914,600,2,0.20645234420345404,0.13414877216130855,0.27875591624559953,5.9218296978636,,,D431
CPA,latent,C2_lodo_D432,run_headline,True,True,119914,600,2,0.18700560163728255,0.08212809670631971,0.2918831065682454,6.13550744997187,,,D432
CPA,latent,C2_lodo_D433,run_headline,True,True,119914,600,2,0.21479762464007313,0.196803955583786,0.23279129369636023,6.2072309998571304,,,D433
CPA,latent,C2_lodo_D434,run_headline,True,True,120032,482,2,0.14068968541687793,0.11578595064741229,0.1655934201863436,5.911082722132773,,,D434
CPA,latent,C2_lodo_D435,run_headline,True,True,119914,600,2,0.13828782607811493,0.08757301960020906,0.18900263255602082,5.332469209411781,,,D435
CPA,latent,C2_lodo_D436,run_headline,True,True,119914,600,2,0.20521025892464,0.19268403278157645,0.21773648506770357,5.7072976490768035,,,D436
CPA,latent,C2_lodo_D439,run_headline,True,True,119914,600,2,0.18684811999460144,0.12137484256796938,0.2523213974212335,5.764698875608979,,,D439
CPA,latent,C2_lodo_D440,run_headline,True,True,119914,600,2,0.22814145526880805,0.1738650522559239,0.2824178582816922,5.180184482052039,,,D440
CPA,latent,C2_lodo_D441,run_headline,True,True,119914,600,2,0.17408221639890353,-0.03601247843112624,0.3841769112289333,5.564227435962928,,,D441
CPA,latent,C2_lodo_D442,run_headline,True,True,119914,600,2,0.18044776346387242,0.08412653681532331,0.27676899011242156,5.404014940865325,,,D442
CPA,latent,C2_lodo_D443,run_headline,True,True,119914,600,2,0.153132765614834,0.06197966369723238,0.2442858675324356,5.451296899333544,,,D443
CPA,latent,C2_lodo_D445,run_headline,True,True,119914,600,2,0.24029574726456016,0.024907811483187152,0.45568368304593315,5.512781649049575,,,D445
CPA,latent,C2_lodo_D446,run_headline,True,True,119914,600,2,0.20240370033076027,0.06511662962042364,0.3396907710410969,5.632782399966409,,,D446
CPA,latent,C2_lodo_D447,run_headline,True,True,119914,600,2,0.21212966398300337,-0.43590732187125547,0.8601666498372622,8.578229536575144,,,D447
CPA,latent,C2_lodo_D448,run_headline,True,True,119914,600,2,0.28631503542592074,0.26257636096469655,0.310053709887145,5.920048273149224,,,D448
CPA,latent,C2_lodo_D449,run_headline,True,True,119914,600,2,0.24442753545958304,0.13313722070185413,0.35571785021731195,5.358622950196452,,,D449
CPA,latent,C2_lodo_D450,run_headline,True,True,119914,600,2,0.2803237245200932,0.0901102112599197,0.4705372377802666,5.458981661316177,,,D450
CPA,latent,C2_lodo_D451,run_headline,True,True,119914,600,2,0.47959194510115966,0.4496768675425438,0.5095070226597754,6.3545351179388465,,,D451
CPA,latent,C2_lodo_D452,run_headline,True,True,119914,600,2,0.22986899178512687,0.1428958939379739,0.31684208963227983,5.435393988137462,,,D452
CPA,latent,C2_lodo_D453,run_headline,True,True,119914,600,2,0.30400323752080793,0.033905878323976964,0.5741005967176389,5.275323512407637,,,D453
CPA,latent,C2_lodo_D454,run_headline,True,True,120514,300,1,0.567397158138246,0.567397158138246,0.567397158138246,5.697395232615479,,,D454
CPA,latent,C2_lodo_D455,run_headline,True,True,120130,466,2,0.18269020353248777,-0.05140731528489621,0.41678772234987177,6.234449119635703,,,D455
CPA,latent,C2_lodo_D456,run_headline,True,True,119914,600,2,0.20960683696164012,0.16238937024311448,0.25682430368016573,5.509716827426111,,,D456
CPA,latent,C2_lodo_D457,run_headline,True,True,119914,600,2,0.15720725527560808,-0.06319808037943937,0.3776125909306555,5.847536329419717,,,D457
CPA,latent,C2_lodo_D458,run_headline,True,True,119914,600,2,0.24264651456301167,0.19465110561452054,0.2906419235115028,5.082571420969501,,,D458
CPA,latent,C2_lodo_D459,run_headline,True,True,119914,600,2,0.35588645317725026,0.014881431128704775,0.6968914752257958,6.071307802617729,,,D459
CPA,latent,C2_lodo_D460,run_headline,True,True,119914,600,2,0.23822025178834733,0.17749412905411396,0.29894637452258066,5.061702676027892,,,D460
CPA,latent,C2_lodo_D461,run_headline,True,True,119914,600,2,0.1811894062701236,0.065526289152659,0.29685252338758816,5.455567008875693,,,D461
CPA,latent,C2_lodo_D462,run_headline,True,True,119914,600,2,0.17756448749192655,0.17557657530377727,0.1795523996800758,5.8822455411828685,,,D462
CPA,latent,C2_lodo_D463,run_headline,True,True,119914,600,2,0.3976545209053514,0.24945654863260316,0.5458524931780997,5.563538161110542,,,D463
CPA,latent,C2_lodo_D464,run_headline,True,True,119914,600,2,0.3820114272203556,0.23550646189810653,0.5285163925426046,5.361233075452059,,,D464
CPA,latent,C2_lodo_D465,run_headline,True,True,119914,600,2,0.32328794196636124,0.25056989325082424,0.3960059906818983,5.666945889778746,,,D465
CPA,latent,C2_lodo_D466,run_headline,True,True,119914,600,2,0.2527239450836033,0.15491199884405651,0.35053589132315005,5.639219404678601,,,D466
CPA,latent,C2_lodo_D481,run_headline,True,True,119914,600,2,0.28364514119801165,0.20664775884164543,0.3606425235543778,5.360571789790233,,,D481
CPA,latent,C2_lodo_D482,run_headline,True,True,119914,600,2,0.24817642507868107,0.17479065097156915,0.321562199185793,5.426759245722958,,,D482
CPA,latent,C2_lodo_D483,run_headline,True,True,119914,600,2,0.2033210204765611,0.15538777990680333,0.25125426104631887,5.436428640052563,,,D483
CPA,latent,C2_lodo_D484,run_headline,True,True,119914,600,2,0.14133009301851066,0.038879512985361374,0.24378067305165996,5.806981939355954,,,D484
CPA,latent,C2_lodo_D485,run_headline,True,True,119914,600,2,0.18016642659105792,0.09008546417955997,0.27024738900255585,5.868684969429249,,,D485
