baseline,family,split,action,ran,leak_free,n_train,n_test,n_test_strata,pearson_delta,pearson_delta_lo,pearson_delta_hi,e_distance,error,reason,unit
CINEMA-OT,ot,C2_lodo_D367,run_headline,True,True,120006,508,2,0.314123336950515,0.3084821677512545,0.31976450614977553,5.5460146629903715,,,D367
CINEMA-OT,ot,C2_lodo_D368,run_headline,True,True,119980,534,2,0.20903794151991476,0.2016129879803288,0.2164628950595007,5.84248774537731,,,D368
CINEMA-OT,ot,C2_lodo_D369,run_headline,True,True,119981,533,2,0.23058183905431043,-0.0439423490144046,0.5051060271230254,6.858430664707999,,,D369
CINEMA-OT,ot,C2_lodo_D370,run_headline,True,True,119914,600,2,0.16315041713493098,-0.05275402497268227,0.37905485924254423,5.915464430940268,,,D370
CINEMA-OT,ot,C2_lodo_D371,run_headline,True,True,120095,419,2,0.14512576045372927,-0.15579609394735833,0.44604761485481687,7.144240394968225,,,D371
CINEMA-OT,ot,C2_lodo_D372,run_headline,True,True,120018,496,2,0.14236570640641,0.0982964408141482,0.1864349719986718,6.177898226828543,,,D372
CINEMA-OT,ot,C2_lodo_D373,run_headline,True,True,119938,576,2,0.13968628533346997,-0.06518462992597063,0.34455720059291056,6.301385527898095,,,D373
CINEMA-OT,ot,C2_lodo_D374,run_headline,True,True,119935,579,2,0.13103207157798102,-0.11755720777424639,0.37962135093020843,6.550066818931445,,,D374
CINEMA-OT,ot,C2_lodo_D378,run_headline,True,True,120143,371,2,0.2720204672096415,0.07475519347162493,0.4692857409476581,6.467140152183885,,,D378
CINEMA-OT,ot,C2_lodo_D379,run_headline,True,True,120080,434,2,0.10397191407933244,0.1025510969391373,0.10539273121952758,6.207335670906929,,,D379
CINEMA-OT,ot,C2_lodo_D380,run_headline,True,True,120173,341,2,0.11067960805562438,-0.12369211992510516,0.3450513360363539,6.569039014592678,,,D380
CINEMA-OT,ot,C2_lodo_D381,run_headline,True,True,120172,342,2,0.2145184433284505,0.05863454751403193,0.3704023391428691,5.899810796930149,,,D381
CINEMA-OT,ot,C2_lodo_D382,run_headline,True,True,119914,600,2,0.23180644347815416,0.10098477576827318,0.3626281111880351,6.100761760103788,,,D382
CINEMA-OT,ot,C2_lodo_D383,run_headline,True,True,120241,273,2,0.25995787007449983,0.17665095529533467,0.34326478485366496,6.064901115419142,,,D383
CINEMA-OT,ot,C2_lodo_D387,run_headline,True,True,120042,472,2,0.3766443301156174,0.2928210253116211,0.4604676349196136,5.675273437544809,,,D387
CINEMA-OT,ot,C2_lodo_D388,run_headline,True,True,119914,600,2,0.3524869745516364,0.20678181787205976,0.4981921312312131,5.382516991689761,,,D388
CINEMA-OT,ot,C2_lodo_D389,run_headline,True,True,119962,552,2,0.2287198195147848,0.13612012318332395,0.32131951584624563,5.821754118430341,,,D389
CINEMA-OT,ot,C2_lodo_D390,run_headline,True,True,119961,553,2,0.19367455818602825,0.1366042896058566,0.2507448267661999,5.867216805770325,,,D390
CINEMA-OT,ot,C2_lodo_D391,run_headline,True,True,119918,596,2,0.3210333006436187,0.17676189490380922,0.46530470638342813,5.963858005179432,,,D391
CINEMA-OT,ot,C2_lodo_D392,run_headline,True,True,119914,600,2,0.2199239744707469,0.17969542417310852,0.2601525247683853,5.736000490937146,,,D392
CINEMA-OT,ot,C2_lodo_D393,run_headline,True,True,119914,600,2,0.2534886317665997,0.148118473777842,0.3588587897553574,5.282644379007727,,,D393
CINEMA-OT,ot,C2_lodo_D394,run_headline,True,True,119914,600,2,0.2808209500848597,0.2791293857475322,0.28251251442218717,4.77809683867073,,,D394
CINEMA-OT,ot,C2_lodo_D395,run_headline,True,True,119914,600,2,0.274086970604293,0.25961819098665256,0.28855575022193347,5.184195306121822,,,D395
CINEMA-OT,ot,C2_lodo_D396,run_headline,True,True,119914,600,2,0.28250753052432065,0.24621463237027302,0.31880042867836833,5.688826939422453,,,D396
CINEMA-OT,ot,C2_lodo_D397,run_headline,True,True,119914,600,2,0.290961830378332,0.2632738261043831,0.3186498346522809,5.437680228409551,,,D397
CINEMA-OT,ot,C2_lodo_D398,run_headline,True,True,119914,600,2,0.2951989201910772,0.14633052709936953,0.44406731328278487,5.7905578542738,,,D398
CINEMA-OT,ot,C2_lodo_D405,run_headline,True,True,119914,600,2,0.28163355508052956,0.2777641501345209,0.28550296002653824,5.028451529651191,,,D405
CINEMA-OT,ot,C2_lodo_D406,run_headline,True,True,119914,600,2,0.29954849919371884,0.2856971806832964,0.3133998177041412,5.248929589585226,,,D406
CINEMA-OT,ot,C2_lodo_D407,run_headline,True,True,119914,600,2,0.22339069440318068,0.21901415126927157,0.2277672375370898,5.665271174074301,,,D407
CINEMA-OT,ot,C2_lodo_D408,run_headline,True,True,119914,600,2,0.13710652549628238,0.11458318494270447,0.15962986604986032,5.451198991269736,,,D408
CINEMA-OT,ot,C2_lodo_D409,run_headline,True,True,119947,567,2,0.21252869802950486,0.12015973214431684,0.30489766391469286,5.3765245205024454,,,D409
CINEMA-OT,ot,C2_lodo_D410,run_headline,True,True,119914,600,2,0.33910660023025263,0.22926990988062573,0.4489432905798796,5.198643765755242,,,D410
CINEMA-OT,ot,C2_lodo_D411,run_headline,True,True,119914,600,2,0.2094886211146727,0.18757611875926636,0.23140112347007905,5.23546601833123,,,D411
CINEMA-OT,ot,C2_lodo_D412,run_headline,True,True,119914,600,2,0.32557396186428417,0.24587820869132626,0.4052697150372421,5.191211518728186,,,D412
CINEMA-OT,ot,C2_lodo_D413,run_headline,True,True,119914,600,2,0.2158764455203428,0.176924072041387,0.2548288189992986,5.257197688894885,,,D413
CINEMA-OT,ot,C2_lodo_D414,run_headline,True,True,119914,600,2,0.1838082224497386,0.1785237204493595,0.1890927244501177,5.381674984953237,,,D414
CINEMA-OT,ot,C2_lodo_D415,run_headline,True,True,119914,600,2,0.2846522348931641,0.142694463996464,0.42661000578986424,5.913211272098968,,,D415
CINEMA-OT,ot,C2_lodo_D416,run_headline,True,True,120161,353,2,0.27607238709201,0.16344296973849606,0.3887018044455239,6.70930949695873,,,D416
CINEMA-OT,ot,C2_lodo_D417,run_headline,True,True,120144,370,2,0.2823777664426057,0.193145574563391,0.3716099583218205,6.277766329613022,,,D417
CINEMA-OT,ot,C2_lodo_D418,run_headline,True,True,119996,518,2,0.2856236572301438,0.2193015045034318,0.3519458099568558,6.675626602688816,,,D418
CINEMA-OT,ot,C2_lodo_D419,run_headline,True,True,120048,466,2,0.23310952822730285,0.1391835415703294,0.3270355148842763,6.521786620462127,,,D419
CINEMA-OT,ot,C2_lodo_D420,run_headline,True,True,120128,386,2,0.27027209730452234,0.0513161850883579,0.48922800952068674,7.011546337236735,,,D420
CINEMA-OT,ot,C2_lodo_D421,run_headline,True,True,120214,300,1,0.15706029914219982,0.15706029914219982,0.15706029914219982,5.53379141802154,,,D421
CINEMA-OT,ot,C2_lodo_D422,run_headline,True,True,120214,300,1,-0.0032752954132888898,-0.0032752954132888898,-0.0032752954132888898,5.525234066789398,,,D422
CINEMA-OT,ot,C2_lodo_D423,run_headline,True,True,120214,300,1,0.11689884656484974,0.11689884656484974,0.11689884656484974,6.767134594537508,,,D423
CINEMA-OT,ot,C2_lodo_D424,run_headline,True,True,120214,300,1,0.043055161521036375,0.043055161521036375,0.043055161521036375,5.835947582019941,,,D424
CINEMA-OT,ot,C2_lodo_D425,run_headline,True,True,120214,300,1,0.09791325779312937,0.09791325779312937,0.09791325779312937,5.792899353777221,,,D425
CINEMA-OT,ot,C2_lodo_D426,run_headline,True,True,119914,600,2,0.23355892502455486,0.205902874696415,0.2612149753526947,6.359569039062414,,,D426
CINEMA-OT,ot,C2_lodo_D427,run_headline,True,True,119914,600,2,0.13336480321092709,0.11081017770580001,0.1559194287160542,6.21146074029412,,,D427
CINEMA-OT,ot,C2_lodo_D428,run_headline,True,True,119999,515,2,0.19635854400583003,0.1551682682869539,0.23754881972470618,6.407248053373775,,,D428
CINEMA-OT,ot,C2_lodo_D429,run_headline,True,True,119914,600,2,0.12289084200223795,0.05159090736187927,0.19419077664259662,5.865889609289007,,,D429
CINEMA-OT,ot,C2_lodo_D430,run_headline,True,True,119914,600,2,0.37800879694172207,0.13451650600420922,0.6215010878792349,6.380298354539258,,,D430
CINEMA-OT,ot,C2_lodo_D431,run_headline,True,True,119914,600,2,0.22169456388774342,0.17004109396067274,0.2733480338148141,5.932491502776071,,,D431
CINEMA-OT,ot,C2_lodo_D432,run_headline,True,True,119914,600,2,0.22252457435953238,0.15002881823097672,0.29502033048808807,6.110335317180482,,,D432
CINEMA-OT,ot,C2_lodo_D433,run_headline,True,True,119914,600,2,0.24965348633528883,0.21416506830742463,0.28514190436315306,6.232328851062143,,,D433
CINEMA-OT,ot,C2_lodo_D434,run_headline,True,True,120032,482,2,0.15122596178193298,0.12833799733974816,0.17411392622411784,5.887468986916843,,,D434
CINEMA-OT,ot,C2_lodo_D435,run_headline,True,True,119914,600,2,0.2806601462151457,0.24100991162270527,0.32031038080758606,5.359537231575218,,,D435
CINEMA-OT,ot,C2_lodo_D436,run_headline,True,True,119914,600,2,0.2501062957065448,0.19481264198057743,0.30539994943251214,5.697693497346374,,,D436
CINEMA-OT,ot,C2_lodo_D439,run_headline,True,True,119914,600,2,0.21089269650767345,0.09424974262733944,0.32753565038800747,5.789501578237249,,,D439
CINEMA-OT,ot,C2_lodo_D440,run_headline,True,True,119914,600,2,0.22080119241623786,0.16725772612808296,0.27434465870439273,5.229765214714293,,,D440
CINEMA-OT,ot,C2_lodo_D441,run_headline,True,True,119914,600,2,0.2452769957378138,0.04893568747571692,0.4416183039999107,5.514454188082691,,,D441
CINEMA-OT,ot,C2_lodo_D442,run_headline,True,True,119914,600,2,0.25699408001614993,0.024487596802505802,0.4895005632297941,5.386830655961911,,,D442
CINEMA-OT,ot,C2_lodo_D443,run_headline,True,True,119914,600,2,0.21791869629028304,0.08282607755982276,0.35301131502074334,5.419110377390528,,,D443
CINEMA-OT,ot,C2_lodo_D445,run_headline,True,True,119914,600,2,0.24614818617611697,0.16052216526535962,0.33177420708687433,5.823567851632856,,,D445
CINEMA-OT,ot,C2_lodo_D446,run_headline,True,True,119914,600,2,0.19212666462585604,-0.026485068214644535,0.4107383974663566,6.072056836096513,,,D446
CINEMA-OT,ot,C2_lodo_D447,run_headline,True,True,119914,600,2,0.24693615340173128,-0.354911534250487,0.8487838410539496,8.561444796336016,,,D447
CINEMA-OT,ot,C2_lodo_D448,run_headline,True,True,119914,600,2,0.33636603931547115,0.06100855360139068,0.6117235250295516,6.356032137702692,,,D448
CINEMA-OT,ot,C2_lodo_D449,run_headline,True,True,119914,600,2,0.31065531962222404,0.19626328164085127,0.42504735760359685,5.509732240366037,,,D449
CINEMA-OT,ot,C2_lodo_D450,run_headline,True,True,119914,600,2,0.33583445786781296,0.30592637881229223,0.36574253692333364,5.484352538748858,,,D450
CINEMA-OT,ot,C2_lodo_D451,run_headline,True,True,119914,600,2,0.539152405678627,0.49539020471517636,0.5829146066420776,6.292665277436818,,,D451
CINEMA-OT,ot,C2_lodo_D452,run_headline,True,True,119914,600,2,0.26987531178378965,0.24148912665585634,0.29826149691172293,5.440156486755028,,,D452
CINEMA-OT,ot,C2_lodo_D453,run_headline,True,True,119914,600,2,0.3722472394031606,0.21236204301834008,0.5321324357879812,5.304484611890685,,,D453
CINEMA-OT,ot,C2_lodo_D454,run_headline,True,True,120514,300,1,0.5577921229590778,0.5577921229590778,0.5577921229590778,6.001177276697421,,,D454
CINEMA-OT,ot,C2_lodo_D455,run_headline,True,True,120130,466,2,0.19003684533308127,-0.07704037997143039,0.4571140706375929,6.219559591937502,,,D455
CINEMA-OT,ot,C2_lodo_D456,run_headline,True,True,119914,600,2,0.3102428655807772,0.29210841684263184,0.3283773143189226,5.477753980659501,,,D456
CINEMA-OT,ot,C2_lodo_D457,run_headline,True,True,119914,600,2,0.27154150622616013,0.08455207223234663,0.45853094021997365,5.771759841306709,,,D457
CINEMA-OT,ot,C2_lodo_D458,run_headline,True,True,119914,600,2,0.26208091033058467,0.24047331706879277,0.28368850359237663,5.036391407647115,,,D458
CINEMA-OT,ot,C2_lodo_D459,run_headline,True,True,119914,600,2,0.40334093195165616,0.03583368141917975,0.7708481824841326,6.002500522357941,,,D459
CINEMA-OT,ot,C2_lodo_D460,run_headline,True,True,119914,600,2,0.28884064706181656,0.24548341897104434,0.33219787515258875,5.021973621578576,,,D460
CINEMA-OT,ot,C2_lodo_D461,run_headline,True,True,119914,600,2,0.28110108502306513,0.0553563681939739,0.5068458018521563,5.533840857466339,,,D461
CINEMA-OT,ot,C2_lodo_D462,run_headline,True,True,119914,600,2,0.26346066560180414,0.12558429716308422,0.40133703404052407,6.003710028816085,,,D462
CINEMA-OT,ot,C2_lodo_D463,run_headline,True,True,119914,600,2,0.43782281568723236,0.2351995326997292,0.6404460986747355,5.710463554098105,,,D463
CINEMA-OT,ot,C2_lodo_D464,run_headline,True,True,119914,600,2,0.44521875720192994,0.20486577634499642,0.6855717380588634,5.465155352564151,,,D464
