task_key,unit,stratum,n_treated,n_controls,n_scored_genes,partitions,seed,bundle_path,independent_control_r,shared_control_r,status
T4,C4_modality_lo_ko_25,perturbation=SMAD4,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.0014292546321087508,0.3221178868597394,estimable
T4,C4_modality_lo_ko_25,perturbation=UQCRFS1,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,-0.026188572482391308,0.2735721070678662,estimable
T4,C4_modality_lo_ko_25,perturbation=NUP50-AS1,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.004476666751347999,0.2960897031531268,estimable
T4,C4_modality_lo_ko_25,perturbation=CDKN2A,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.05403495345700113,0.3545449689187513,estimable
T4,C4_modality_lo_ko_25,perturbation=MDH2,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.058776156879927634,0.3658220822596596,estimable
T4,C4_modality_lo_ko_25,perturbation=AGA,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,-0.008816226724296699,0.33050176636466083,estimable
T4,C4_modality_lo_ko_25,perturbation=LEF1-AS1,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.018939433016327594,0.33580991120518044,estimable
T4,C4_modality_lo_ko_25,perturbation=LGALS3BP,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,-0.01104705894789936,0.31350744720012547,estimable
T4,C4_modality_lo_ko_25,perturbation=DDX17,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.018337415438899787,0.3490253180606024,estimable
T4,C4_modality_lo_ko_25,perturbation=C1QBP,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.051118239185607636,0.40018652454731984,estimable
T4,C4_modality_lo_ko_25,perturbation=TPRKB,50,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.11373566577107218,0.3712018127392881,estimable
T4,C4_modality_lo_ko_25,perturbation=ACSL3,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.14454649141439949,0.4473353618492611,estimable
T4,C4_modality_lo_ko_25,perturbation=AEBP1,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.02188268046692308,0.342675184757209,estimable
T4,C4_modality_lo_ko_25,perturbation=APOC2,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.03115213709318122,0.35362288092595706,estimable
T4,C4_modality_lo_ko_25,perturbation=SCARB2,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.05694127725726552,0.3664666970704269,estimable
T4,C4_modality_lo_ko_25,perturbation=POLD2,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.017969098569091034,0.36584212005620664,estimable
T4,C4_modality_lo_ko_25,perturbation=RBP7,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,-0.003456582131716235,0.31080496241282524,estimable
T4,C4_modality_lo_ko_25,perturbation=PUF60,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.03751712963324506,0.33308970761399087,estimable
T4,C4_modality_lo_ko_25,perturbation=LGALS3,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.003357922587715233,0.3050238714919523,estimable
T4,C4_modality_lo_ko_25,perturbation=CD44,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,-0.024296999101084113,0.3028405018343061,estimable
T4,C4_modality_lo_ko_25,perturbation=IRF4,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,-0.017576572756056924,0.3188600541053682,estimable
T4,C4_modality_lo_ko_25,perturbation=SLC19A1,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,-0.014739561208398186,0.32007426219904106,estimable
T4,C4_modality_lo_ko_25,perturbation=SPESP1,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,-0.015128488323045934,0.2979503161947916,estimable
T4,C4_modality_lo_ko_25,perturbation=PROS1,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,-0.03886974127585983,0.29262918527969717,estimable
T4,C4_modality_lo_ko_25,perturbation=CDH19,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,-0.01673936307821989,0.3218163830528563,estimable
T4,C4_modality_lo_ko_25,perturbation=PSAP,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.054263732706401016,0.38355823793028476,estimable
T4,C4_modality_lo_ko_25,perturbation=TYR,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.0776251667109109,0.37164383233517084,estimable
T4,C4_modality_lo_ko_25,perturbation=DDR1,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.029740630381368763,0.34989422199576786,estimable
T4,C4_modality_lo_ko_25,perturbation=SLC25A13,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.011385679390009958,0.31869098194804496,estimable
T4,C4_modality_lo_ko_25,perturbation=HASPIN,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,-0.02960001459060259,0.29074343304256156,estimable
T4,C4_modality_lo_ko_25,perturbation=SLC26A2,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.08039873737829507,0.3913119856250574,estimable
T4,C4_modality_lo_ko_25,perturbation=PPIA,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,-0.021149221436585167,0.29312582017740885,estimable
T4,C4_modality_lo_ko_25,perturbation=RNASEH2A,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.01334802733296272,0.3299240784510624,estimable
T4,C4_modality_lo_ko_25,perturbation=UBC,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,-0.012391320835049499,0.29871286210851383,estimable
T4,C4_modality_lo_ko_25,perturbation=SDCBP,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.06658279978562433,0.36294213330049385,estimable
T4,C4_modality_lo_ko_25,perturbation=HNRNPC,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,-0.01909419270783531,0.2792943901972676,estimable
T4,C4_modality_lo_ko_25,perturbation=UBA52,17,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.008520456345769907,0.11366227037312124,estimable
T4,C4_modality_lo_ko_25,perturbation=LCP1,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.015248148474972642,0.32466166963302456,estimable
T4,C4_modality_lo_ko_25,perturbation=CTSD,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.03200073918675682,0.35846694605811663,estimable
T4,C4_modality_lo_ko_25,perturbation=AHNAK,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,-0.02191523844214748,0.3158922084625334,estimable
T4,C4_modality_lo_ko_25,perturbation=DLL3,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,-0.009599758797759383,0.31104411801550286,estimable
T4,C4_modality_lo_ko_25,perturbation=B2M,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,-0.010839721872130559,0.31666373399677766,estimable
T4,C4_modality_lo_ko_25,perturbation=HLA-E,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.06282726899095935,0.3751766812938396,estimable
T4,C4_modality_lo_ko_25,perturbation=NSG1,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.01665133971045599,0.32857059697896246,estimable
T4,C4_modality_lo_ko_25,perturbation=ITGA3,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,-0.016481427628562494,0.3095870363758619,estimable
T4,C4_modality_lo_ko_25,perturbation=RACK1,21,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.03286720644356228,0.1476922053055759,estimable
T4,C4_modality_lo_ko_25,perturbation=HLA-DRB5,60,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,0.007369146143765726,0.32843173822617544,estimable
T4,C4_modality_lo_ko_25,perturbation=UBL5,8,60,1943,100,3279894590,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_25.npz,-0.043903499311858024,0.007835332161790665,estimable
T4,C4_modality_lo_ko_50,perturbation=STAT3,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.07903894368348807,0.3740608595110841,estimable
T4,C4_modality_lo_ko_50,perturbation=CYP27A1,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.01085232608686672,0.33027710676880484,estimable
T4,C4_modality_lo_ko_50,perturbation=CTPS1,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.023035289977269394,0.33276949775662884,estimable
T4,C4_modality_lo_ko_50,perturbation=GAA,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.034294476542225484,0.33764327831957763,estimable
T4,C4_modality_lo_ko_50,perturbation=SERPINA3,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,-0.023927840211064845,0.2978994453493365,estimable
T4,C4_modality_lo_ko_50,perturbation=PET100,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.016501685594072623,0.3388633157519437,estimable
T4,C4_modality_lo_ko_50,perturbation=PPA1,56,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.002213562746642861,0.30996333356795647,estimable
T4,C4_modality_lo_ko_50,perturbation=PYGB,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.0070392463294144236,0.31520416645932836,estimable
T4,C4_modality_lo_ko_50,perturbation=RUVBL2,27,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,-0.02376099939939091,0.15054734797985056,estimable
T4,C4_modality_lo_ko_50,perturbation=VAT1,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,-0.014700586701081384,0.30747571231240545,estimable
T4,C4_modality_lo_ko_50,perturbation=CTSA,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.06127961508132925,0.36222961019695327,estimable
T4,C4_modality_lo_ko_50,perturbation=NGFR,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,-0.0122441910505116,0.3074673734018774,estimable
T4,C4_modality_lo_ko_50,perturbation=SLC5A3,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.0005591694822890194,0.3155508825064186,estimable
T4,C4_modality_lo_ko_50,perturbation=EIF3K,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.06412751338846973,0.3819613570136028,estimable
T4,C4_modality_lo_ko_50,perturbation=A2M,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.03602576116180156,0.3677111009704444,estimable
T4,C4_modality_lo_ko_50,perturbation=FSTL3,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.05226094685654022,0.35533403890931253,estimable
T4,C4_modality_lo_ko_50,perturbation=JPT1,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.07448933463888228,0.37811533165582206,estimable
T4,C4_modality_lo_ko_50,perturbation=GSEC,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,-0.01286504252055429,0.2978774559624163,estimable
T4,C4_modality_lo_ko_50,perturbation=CCT6A,21,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.008220705666067555,0.15437443266221895,estimable
T4,C4_modality_lo_ko_50,perturbation=UQCRH,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,-0.004640803219877123,0.28265420603739244,estimable
T4,C4_modality_lo_ko_50,perturbation=GPNMB,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.058014101930505116,0.38131125509105507,estimable
T4,C4_modality_lo_ko_50,perturbation=NME1,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.03877627916993467,0.3390978104739109,estimable
T4,C4_modality_lo_ko_50,perturbation=CGAS,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.026619642587771986,0.3343750042086833,estimable
T4,C4_modality_lo_ko_50,perturbation=ENPP1,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.015084552555132448,0.3198097378334756,estimable
T4,C4_modality_lo_ko_50,perturbation=PTMA,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.06365425310542303,0.35463133524935114,estimable
T4,C4_modality_lo_ko_50,perturbation=SAT1,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.06615634344881634,0.370124386309704,estimable
T4,C4_modality_lo_ko_50,perturbation=TSC22D3,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.038545819945207394,0.3329099992836156,estimable
T4,C4_modality_lo_ko_50,perturbation=LRPAP1,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.036730835248020274,0.34962674170005587,estimable
T4,C4_modality_lo_ko_50,perturbation=SMAD4,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.0058040229261108415,0.3200774556567813,estimable
T4,C4_modality_lo_ko_50,perturbation=SMAD3,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.03327725314512151,0.3539898318724263,estimable
T4,C4_modality_lo_ko_50,perturbation=XAGE1A,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.03154143814578595,0.323714721752374,estimable
T4,C4_modality_lo_ko_50,perturbation=MDH2,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.05159280322513116,0.36440925845592465,estimable
T4,C4_modality_lo_ko_50,perturbation=ILF2,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.02774952974922189,0.33358275808393023,estimable
T4,C4_modality_lo_ko_50,perturbation=ATP1B1,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.03914801511998249,0.37362566459080754,estimable
T4,C4_modality_lo_ko_50,perturbation=AGA,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,-0.002770903343097672,0.3305281364131394,estimable
T4,C4_modality_lo_ko_50,perturbation=TUBB,5,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,,,fewer than six treated cells
T4,C4_modality_lo_ko_50,perturbation=CD274,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.009111321048621966,0.32795953335831896,estimable
T4,C4_modality_lo_ko_50,perturbation=ST3GAL6-AS1,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,-0.02495771530970525,0.29397423424370733,estimable
T4,C4_modality_lo_ko_50,perturbation=CCR10,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.02093808949291867,0.33497650363500237,estimable
T4,C4_modality_lo_ko_50,perturbation=HLA-H,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.019273028702289217,0.3374359830197778,estimable
T4,C4_modality_lo_ko_50,perturbation=IRF3,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,-0.01922190945332969,0.3160739899585305,estimable
T4,C4_modality_lo_ko_50,perturbation=ATP5MD,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.0569683418341468,0.3545894324429508,estimable
T4,C4_modality_lo_ko_50,perturbation=GPI,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.1375964935677173,0.45160128458549764,estimable
T4,C4_modality_lo_ko_50,perturbation=DDX17,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.015579689416052374,0.3483628724519381,estimable
T4,C4_modality_lo_ko_50,perturbation=TPRKB,50,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.11945490147616794,0.3744249410439853,estimable
T4,C4_modality_lo_ko_50,perturbation=ACSL3,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.13662772822802668,0.4486160295288966,estimable
T4,C4_modality_lo_ko_50,perturbation=AEBP1,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.028738542600246508,0.3446659135564864,estimable
T4,C4_modality_lo_ko_50,perturbation=HSPA1A,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.007583871461694682,0.33776152989575076,estimable
T4,C4_modality_lo_ko_50,perturbation=SCARB2,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.050078936356792794,0.3533613829297881,estimable
T4,C4_modality_lo_ko_50,perturbation=MRPL47,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.12098607183539228,0.41487059548349614,estimable
T4,C4_modality_lo_ko_50,perturbation=CMSS1,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.021642922531799346,0.3361293006591961,estimable
T4,C4_modality_lo_ko_50,perturbation=SOX4,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.024214270028977983,0.34870245843832165,estimable
T4,C4_modality_lo_ko_50,perturbation=POLD2,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.008653278701774377,0.3575436522136546,estimable
T4,C4_modality_lo_ko_50,perturbation=EEA1,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.06114290238052539,0.36353904809290605,estimable
T4,C4_modality_lo_ko_50,perturbation=C19orf48,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.06085538424968351,0.3692433691265058,estimable
T4,C4_modality_lo_ko_50,perturbation=NPC1,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.08110268520384062,0.38134491924690733,estimable
T4,C4_modality_lo_ko_50,perturbation=RBP7,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,-0.011107806521098405,0.30225793217847263,estimable
T4,C4_modality_lo_ko_50,perturbation=NPC2,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.014423199213637489,0.3149030316567679,estimable
T4,C4_modality_lo_ko_50,perturbation=ARMC6,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.011117250755235645,0.34691964125800573,estimable
T4,C4_modality_lo_ko_50,perturbation=SPINT1,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,-0.01098895409536714,0.30109358982664913,estimable
T4,C4_modality_lo_ko_50,perturbation=TGFB1,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.08983657758197597,0.39664816843428014,estimable
T4,C4_modality_lo_ko_50,perturbation=C6orf226,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,-0.022801249581768334,0.3174445363487112,estimable
T4,C4_modality_lo_ko_50,perturbation=IRF4,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,-0.01663090601013844,0.3242209776336382,estimable
T4,C4_modality_lo_ko_50,perturbation=WNT7A,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.012184030270166039,0.3288368707742517,estimable
T4,C4_modality_lo_ko_50,perturbation=RPSA,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.0620254448467053,0.35581515925148993,estimable
T4,C4_modality_lo_ko_50,perturbation=SLC19A1,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,-0.01586233213694229,0.31582216013652714,estimable
T4,C4_modality_lo_ko_50,perturbation=SPESP1,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,-0.015358470242926954,0.3010294627586136,estimable
T4,C4_modality_lo_ko_50,perturbation=SNRPF,14,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.037208127407633025,0.13251239582841629,estimable
T4,C4_modality_lo_ko_50,perturbation=GSN,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,-0.011962517737571683,0.33470783517366387,estimable
T4,C4_modality_lo_ko_50,perturbation=JAK1,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.4185579095980925,0.6452730146642637,estimable
T4,C4_modality_lo_ko_50,perturbation=TMEM173,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.023794079737680555,0.3186501575092319,estimable
T4,C4_modality_lo_ko_50,perturbation=NACA,42,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.007195243177475666,0.24336391484027145,estimable
T4,C4_modality_lo_ko_50,perturbation=MYC,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,0.18574743007097055,0.4853358524797076,estimable
T4,C4_modality_lo_ko_50,perturbation=IDH2,60,60,1882,100,1439827179,predictions/C4/C4_Axis2__cell-mean__C4_modality_lo_ko_50.npz,-0.04174796463644233,0.30594990839798447,estimable
