task_key,unit,stratum,partition,independent_control_r,shared_control_r
T3,shifrut,perturbation=STAT6,35,0.01657240278859089,0.08991092540865758
T3,shifrut,perturbation=STAT6,36,0.010243573773761309,0.11523464784818295
T3,shifrut,perturbation=STAT6,37,0.04440525999006083,0.10980069441837612
T3,shifrut,perturbation=STAT6,38,-0.018442691193531948,0.08869942717010132
T3,shifrut,perturbation=STAT6,39,0.032625990666534516,0.10864901972679443
T3,shifrut,perturbation=STAT6,40,0.010814323365824302,0.07891574727534946
T3,shifrut,perturbation=STAT6,41,0.052793570759537334,0.10808079650202077
T3,shifrut,perturbation=STAT6,42,0.01288151559466238,0.06684988741974311
T3,shifrut,perturbation=STAT6,43,0.023555395881383952,0.08161894365388649
T3,shifrut,perturbation=STAT6,44,0.02833472551606281,0.09977849399939896
T3,shifrut,perturbation=STAT6,45,-0.0445848383503751,-0.029090548877247626
T3,shifrut,perturbation=STAT6,46,0.03906755401414002,0.11399204394531132
T3,shifrut,perturbation=STAT6,47,0.04728628756144695,0.1144014042896497
T3,shifrut,perturbation=STAT6,48,-0.10663189713808269,0.000369828624524494
T3,shifrut,perturbation=STAT6,49,-0.03362164162951153,0.046513270142520116
T3,shifrut,perturbation=STAT6,50,0.031340414439564056,0.09259616530215628
T3,shifrut,perturbation=STAT6,51,-0.002146662471061962,0.07261885119609032
T3,shifrut,perturbation=STAT6,52,-0.05304636416353968,0.059961116861858337
T3,shifrut,perturbation=STAT6,53,0.022300639660762584,0.08237197414295759
T3,shifrut,perturbation=STAT6,54,-0.020049674578842484,0.10514875780991122
T3,shifrut,perturbation=STAT6,55,0.07027301793411952,0.1291579769664363
T3,shifrut,perturbation=STAT6,56,-0.005740224460281636,0.06444592266907861
T3,shifrut,perturbation=STAT6,57,0.019259589280296415,0.07510391302835662
T3,shifrut,perturbation=STAT6,58,0.03519712294902016,0.11860695564555426
T3,shifrut,perturbation=STAT6,59,0.006109460991623323,0.035119580182519865
T3,shifrut,perturbation=STAT6,60,0.006423238530957877,0.09069275458158745
T3,shifrut,perturbation=STAT6,61,0.02186246743520298,0.09700504103500623
T3,shifrut,perturbation=STAT6,62,0.044179534512279746,0.12001224772731947
T3,shifrut,perturbation=STAT6,63,0.03617295440545687,0.09754821508586616
T3,shifrut,perturbation=STAT6,64,-0.03881463783256145,-0.042719291903361226
T3,shifrut,perturbation=STAT6,65,0.03229765769875369,0.13452605431508552
T3,shifrut,perturbation=STAT6,66,0.035944156634278406,0.11011702701341042
T3,shifrut,perturbation=STAT6,67,0.03355124298272433,0.08965599908079815
T3,shifrut,perturbation=STAT6,68,0.0333906605728406,0.11261618067031995
T3,shifrut,perturbation=STAT6,69,0.021769656233393258,0.09068633096984492
T3,shifrut,perturbation=STAT6,70,-0.020123970953670654,0.053727379629248784
T3,shifrut,perturbation=STAT6,71,-0.05574274850537439,0.033134542908658166
T3,shifrut,perturbation=STAT6,72,-0.0980542696797155,0.008326280819642158
T3,shifrut,perturbation=STAT6,73,-0.12711287790309148,-0.011853802395413919
T3,shifrut,perturbation=STAT6,74,-0.06774678384822048,0.018891173587029648
T3,shifrut,perturbation=STAT6,75,0.016843069170013242,-0.0020945924539975654
T3,shifrut,perturbation=STAT6,76,0.028430888053363575,0.10115570653979694
T3,shifrut,perturbation=STAT6,77,-0.09992018505199751,-0.03962554596287213
T3,shifrut,perturbation=STAT6,78,0.04357699569507924,0.11417369456452435
T3,shifrut,perturbation=STAT6,79,0.035262006955153975,0.09495365736371901
T3,shifrut,perturbation=STAT6,80,-0.06034260738873007,0.03463038319140132
T3,shifrut,perturbation=STAT6,81,-0.11727477532655974,-0.044312882791617936
T3,shifrut,perturbation=STAT6,82,0.024937631343562642,0.11556342906375838
T3,shifrut,perturbation=STAT6,83,-0.08558074174267752,-0.01355241789830048
T3,shifrut,perturbation=STAT6,84,0.049541292241571507,0.12967739313213283
T3,shifrut,perturbation=STAT6,85,0.00539250961531604,0.05890074309224688
T3,shifrut,perturbation=STAT6,86,-0.01655259250091543,0.05232748824305248
T3,shifrut,perturbation=STAT6,87,-0.0003212132055591357,0.11090389376265287
T3,shifrut,perturbation=STAT6,88,0.013875388688074456,0.07228083138782826
T3,shifrut,perturbation=STAT6,89,0.018385684588746072,0.09319149758368121
T3,shifrut,perturbation=STAT6,90,-0.0037220832205560363,0.08100659511260733
T3,shifrut,perturbation=STAT6,91,-0.045924958086620116,0.046758593630866103
T3,shifrut,perturbation=STAT6,92,0.04856310536278958,0.12508838526737298
T3,shifrut,perturbation=STAT6,93,0.010499732390448544,0.09641485979634681
T3,shifrut,perturbation=STAT6,94,0.022668038371757487,0.09896356371951562
T3,shifrut,perturbation=STAT6,95,-0.026557885403858672,0.06486182365896112
T3,shifrut,perturbation=STAT6,96,0.010199857893491707,0.0747988069255865
T3,shifrut,perturbation=STAT6,97,-0.016082581562196222,0.010977984313375088
T3,shifrut,perturbation=STAT6,98,-0.11872358753162698,-0.0659016331634814
T3,shifrut,perturbation=STAT6,99,0.007348509739619997,0.0842941953573611
T3,shifrut,perturbation=MEF2D,0,0.06417360745489147,0.16765093939712417
T3,shifrut,perturbation=MEF2D,1,0.01953682757500123,0.13560052967814187
T3,shifrut,perturbation=MEF2D,2,0.08057854525831104,0.1115516610960808
T3,shifrut,perturbation=MEF2D,3,0.014378162435407956,0.11586989148507632
T3,shifrut,perturbation=MEF2D,4,0.10859131396740519,0.22924976801850097
T3,shifrut,perturbation=MEF2D,5,0.06814888445088224,0.19965487840333118
T3,shifrut,perturbation=MEF2D,6,-0.08623568841133981,0.05299922085024816
T3,shifrut,perturbation=MEF2D,7,0.07014978923165581,0.1789641821498566
T3,shifrut,perturbation=MEF2D,8,0.07707217681455979,0.21569134286774586
T3,shifrut,perturbation=MEF2D,9,0.014028018389281997,0.17324513918763076
T3,shifrut,perturbation=MEF2D,10,0.10573840282883963,0.21599990406110964
T3,shifrut,perturbation=MEF2D,11,0.08415964956669289,0.2200234046640517
T3,shifrut,perturbation=MEF2D,12,0.09594528695735653,0.22559471162291317
T3,shifrut,perturbation=MEF2D,13,0.08207174666973215,0.19618302436504678
T3,shifrut,perturbation=MEF2D,14,0.12028145621008036,0.23408325507470115
T3,shifrut,perturbation=MEF2D,15,0.1053776927174816,0.22202418601823626
T3,shifrut,perturbation=MEF2D,16,0.008085665420237323,0.17461121637169644
T3,shifrut,perturbation=MEF2D,17,-0.0016256944389206984,0.08866665436070846
T3,shifrut,perturbation=MEF2D,18,0.07501381293589982,0.2018624289742021
T3,shifrut,perturbation=MEF2D,19,0.11086200836415606,0.19925906823286577
T3,shifrut,perturbation=MEF2D,20,0.06394197951959975,0.1269047486396166
T3,shifrut,perturbation=MEF2D,21,0.00726022470830128,0.163770207449658
T3,shifrut,perturbation=MEF2D,22,0.08827437425740493,0.21442366590247489
T3,shifrut,perturbation=MEF2D,23,-0.03734475192127302,0.16905936012479722
T3,shifrut,perturbation=MEF2D,24,0.07305501600678033,0.18146393618701126
T3,shifrut,perturbation=MEF2D,25,0.09982753654526988,0.24724165453635982
T3,shifrut,perturbation=MEF2D,26,0.06726001277158579,0.21547259886986936
T3,shifrut,perturbation=MEF2D,27,0.07401723387546784,0.2251032759620599
T3,shifrut,perturbation=MEF2D,28,0.011763705049507972,0.10682615457400667
T3,shifrut,perturbation=MEF2D,29,0.12918757361122302,0.254381744535567
T3,shifrut,perturbation=MEF2D,30,0.023490510303198583,0.01794896000004472
T3,shifrut,perturbation=MEF2D,31,0.10118750379958935,0.17917296797047025
T3,shifrut,perturbation=MEF2D,32,-0.0023985287981576225,0.12513479533242647
T3,shifrut,perturbation=MEF2D,33,0.07904162419926317,0.2178670677841185
T3,shifrut,perturbation=MEF2D,34,-0.05054804834398755,0.09578561044626202
T3,shifrut,perturbation=MEF2D,35,0.06293064296907205,0.20896980390556352
T3,shifrut,perturbation=MEF2D,36,0.061384439663026945,0.21266666522820143
T3,shifrut,perturbation=MEF2D,37,0.04954356577991444,0.1817710600346963
T3,shifrut,perturbation=MEF2D,38,0.07398070820279459,0.22980874282450717
T3,shifrut,perturbation=MEF2D,39,-0.12861221697680686,-0.08804796247040562
T3,shifrut,perturbation=MEF2D,40,0.14238184120397393,0.22497099683351227
T3,shifrut,perturbation=MEF2D,41,0.08814440702628318,0.2150536723211563
T3,shifrut,perturbation=MEF2D,42,0.05344176418189919,0.19673909808233894
T3,shifrut,perturbation=MEF2D,43,0.07282827624273508,0.19054407491225836
T3,shifrut,perturbation=MEF2D,44,0.09785424141893458,0.24148122942247438
T3,shifrut,perturbation=MEF2D,45,-0.022498833359371494,0.1843455117376542
T3,shifrut,perturbation=MEF2D,46,0.0605101305871698,0.1840320888523607
T3,shifrut,perturbation=MEF2D,47,0.11304267081312545,0.24030458488788328
T3,shifrut,perturbation=MEF2D,48,0.11247182743143949,0.2194933320299769
T3,shifrut,perturbation=MEF2D,49,0.022139187163049,0.1532190156953355
T3,shifrut,perturbation=MEF2D,50,-0.013697722501365027,0.1375255665444547
T3,shifrut,perturbation=MEF2D,51,0.055235779500511256,0.1948310458688629
T3,shifrut,perturbation=MEF2D,52,0.07027601208573184,0.21318506684729116
T3,shifrut,perturbation=MEF2D,53,0.019027637251382522,0.12145481736845185
T3,shifrut,perturbation=MEF2D,54,0.022390192543356332,0.1510864327385179
T3,shifrut,perturbation=MEF2D,55,0.08939406793491671,0.17468905780598037
T3,shifrut,perturbation=MEF2D,56,0.11553336369394032,0.23226809730940517
T3,shifrut,perturbation=MEF2D,57,0.07627520923122644,0.1980000982290114
T3,shifrut,perturbation=MEF2D,58,0.04332224621421701,0.15452749372674077
T3,shifrut,perturbation=MEF2D,59,0.046752176762202675,0.06426454649491906
T3,shifrut,perturbation=MEF2D,60,0.07907162626267011,0.17264742356267246
T3,shifrut,perturbation=MEF2D,61,0.08774195457529312,0.20992032673465347
T3,shifrut,perturbation=MEF2D,62,0.10849375592076044,0.21329365050393093
T3,shifrut,perturbation=MEF2D,63,0.10874260137925681,0.25365462704060643
T3,shifrut,perturbation=MEF2D,64,-0.1472104959682429,0.08055159385234191
T3,shifrut,perturbation=MEF2D,65,0.07531625964339385,0.20558591242748112
T3,shifrut,perturbation=MEF2D,66,-0.019379801101168066,0.1455363897595866
T3,shifrut,perturbation=MEF2D,67,0.12040530441192052,0.22775969878134403
T3,shifrut,perturbation=MEF2D,68,0.0053828304999178535,0.1343997538291462
T3,shifrut,perturbation=MEF2D,69,0.071148962251493,0.1695108439487283
T3,shifrut,perturbation=MEF2D,70,0.10238180864344805,0.22751663527695293
T3,shifrut,perturbation=MEF2D,71,0.08222926419958278,0.18401024941248764
T3,shifrut,perturbation=MEF2D,72,0.10928058730054573,0.23348123602838164
T3,shifrut,perturbation=MEF2D,73,0.08470854671304169,0.2243122143651515
T3,shifrut,perturbation=MEF2D,74,0.023151741288137736,0.16868088287504182
T3,shifrut,perturbation=MEF2D,75,-0.029932683699421342,0.14546478627723536
T3,shifrut,perturbation=MEF2D,76,0.06574077413251676,0.19915261353223793
T3,shifrut,perturbation=MEF2D,77,0.1127912484508076,0.2320560906423793
T3,shifrut,perturbation=MEF2D,78,0.07223261611990617,0.1930269225895317
T3,shifrut,perturbation=MEF2D,79,0.07463524388681385,0.19985909079545378
T3,shifrut,perturbation=MEF2D,80,0.04928138022373663,0.2117361622948062
T3,shifrut,perturbation=MEF2D,81,0.10636592198379144,0.23159172909897796
T3,shifrut,perturbation=MEF2D,82,0.08233587666521777,0.16998048246057845
T3,shifrut,perturbation=MEF2D,83,0.10714727174341729,0.20817791741956507
T3,shifrut,perturbation=MEF2D,84,0.10168148367759101,0.22378218684807444
T3,shifrut,perturbation=MEF2D,85,0.07488861817590495,0.20856933357244561
T3,shifrut,perturbation=MEF2D,86,0.048643449292236185,0.1768707497968845
T3,shifrut,perturbation=MEF2D,87,0.06309581286052907,0.22710473835616227
T3,shifrut,perturbation=MEF2D,88,0.09374782349899587,0.23385874872858678
T3,shifrut,perturbation=MEF2D,89,0.044249924107609084,0.14315760365525146
T3,shifrut,perturbation=MEF2D,90,0.07341800691026047,0.13822238183913405
T3,shifrut,perturbation=MEF2D,91,0.08245543902965422,0.1970061380007765
T3,shifrut,perturbation=MEF2D,92,0.11996603042393592,0.19789328027743355
T3,shifrut,perturbation=MEF2D,93,0.04021867737354798,0.17155682998671234
T3,shifrut,perturbation=MEF2D,94,0.11101491814232121,0.210666763328449
T3,shifrut,perturbation=MEF2D,95,0.06127171154314131,0.2051746799111947
T3,shifrut,perturbation=MEF2D,96,0.05145151333788612,0.18632746616100831
T3,shifrut,perturbation=MEF2D,97,0.07496750482313001,0.1355636950383414
T3,shifrut,perturbation=MEF2D,98,-0.16697421994746123,-0.08092768907167615
T3,shifrut,perturbation=MEF2D,99,0.11200713634053724,0.21992038614942333
