n_train_donors,seed,eval_donor,metric,cellot_score,primary_baseline,baseline_score,delta_vs_primary,best_mmd,n_train_cells,n_test,n_ctrl,n_response_genes
8,0,D454,aucell_delta_score,-0.0063,donor-shift,-0.0223,0.016,0.02984,9600,300,300,50
8,0,D483,pearson_delta,0.4844,cell-mean,0.2478,0.2366,0.02984,9600,600,600,50
8,0,D483,e_distance,0.3472,cell-mean,5.156,4.8089,0.02984,9600,600,600,50
8,0,D483,aucell_delta_score,-0.0088,cell-mean,-0.042,0.0332,0.02984,9600,600,600,50
8,0,D484,pearson_delta,0.5638,cell-mean,0.19,0.3738,0.02984,9600,600,600,50
8,0,D484,e_distance,0.4682,cell-mean,5.5101,5.0419,0.02984,9600,600,600,50
8,0,D484,aucell_delta_score,-0.0111,donor-shift,-0.0232,0.0121,0.02984,9600,600,600,50
8,1,D353,pearson_delta,0.5067,cell-mean,0.2058,0.3009,0.02934,8860,583,600,50
8,1,D353,e_distance,0.563,donor-shift,6.3528,5.7898,0.02934,8860,583,600,50
8,1,D353,aucell_delta_score,-0.0156,donor-shift,-0.2163,0.2007,0.02934,8860,583,600,50
8,1,D364,pearson_delta,0.4103,cell-mean,0.2133,0.197,0.02934,8860,484,600,50
8,1,D364,e_distance,0.5831,donor-shift,5.4413,4.8583,0.02934,8860,484,600,50
8,1,D364,aucell_delta_score,-0.0179,donor-shift,-0.0907,0.0728,0.02934,8860,484,600,50
8,1,D397,pearson_delta,0.5045,cell-mean,0.2231,0.2814,0.02934,8860,600,600,50
8,1,D397,e_distance,0.4869,cell-mean,5.0911,4.6042,0.02934,8860,600,600,50
8,1,D397,aucell_delta_score,-0.019,donor-shift,-0.1116,0.0926,0.02934,8860,600,600,50
8,1,D411,pearson_delta,0.3784,cell-mean,0.0751,0.3033,0.02934,8860,600,600,50
8,1,D411,e_distance,0.5342,donor-shift,4.7541,4.2198,0.02934,8860,600,600,50
8,1,D411,aucell_delta_score,-0.0173,donor-shift,-0.1619,0.1446,0.02934,8860,600,600,50
8,1,D424,pearson_delta,0.3115,cell-mean,-0.1047,0.4161,0.02934,8860,300,600,50
8,1,D424,e_distance,0.7139,donor-shift,5.1658,4.4519,0.02934,8860,300,600,50
8,1,D424,aucell_delta_score,-0.02,donor-shift,-0.0763,0.0563,0.02934,8860,300,600,50
8,1,D429,pearson_delta,0.3889,cell-mean,0.1599,0.229,0.02934,8860,600,600,50
8,1,D429,e_distance,0.6406,donor-shift,5.4858,4.8452,0.02934,8860,600,600,50
8,1,D429,aucell_delta_score,-0.0153,donor-shift,-0.1823,0.1669,0.02934,8860,600,600,50
8,1,D431,pearson_delta,0.4879,cell-mean,0.2549,0.233,0.02934,8860,600,600,50
8,1,D431,e_distance,0.5012,cell-mean,5.5103,5.0091,0.02934,8860,600,600,50
8,1,D431,aucell_delta_score,-0.0177,donor-shift,-0.183,0.1653,0.02934,8860,600,600,50
8,1,D454,pearson_delta,0.5081,cell-mean,0.5328,-0.0247,0.02934,8860,300,300,50
8,1,D454,e_distance,0.2463,donor-shift,5.5767,5.3304,0.02934,8860,300,300,50
8,1,D454,aucell_delta_score,-0.0102,donor-shift,-0.0223,0.0121,0.02934,8860,300,300,50
8,1,D483,pearson_delta,0.476,cell-mean,0.2038,0.2722,0.02934,8860,600,600,50
8,1,D483,e_distance,0.3763,cell-mean,5.1217,4.7454,0.02934,8860,600,600,50
8,1,D483,aucell_delta_score,-0.0179,donor-shift,-0.1867,0.1689,0.02934,8860,600,600,50
8,1,D484,pearson_delta,0.5112,cell-mean,0.2028,0.3085,0.02934,8860,600,600,50
8,1,D484,e_distance,0.5377,cell-mean,5.3696,4.8319,0.02934,8860,600,600,50
8,1,D484,aucell_delta_score,-0.0162,donor-shift,-0.0913,0.0751,0.02934,8860,600,600,50
